reconciliation_id,order_id,transaction_id,reconciled_amount,reconciliation_date,status
641,641,0ef5351f-5687-4779-a849-5404f868d264,4320.89,2025-10-05,Matched
642,642,bd0667d5-b71c-49c9-96cf-ba3cc7117a91,4558.26,2025-07-22,Unmatched
643,643,09067acd-094a-4f4e-902c-a6456b00f7cb,2454.0,2025-04-15,Matched
644,644,47106777-67c6-46f4-8d05-fce0f50781c5,1159.01,2025-06-20,Matched
645,645,24c8c992-8f04-4411-a0ff-4f421c1988c5,4957.06,2025-04-17,Matched
646,646,9b1be0e1-6946-48af-9c95-d024ec8fbf9f,3895.55,2025-05-17,Unmatched
647,647,202eeae3-0e84-4619-a56e-0d19fbcaf7f6,931.76,2025-07-14,Unmatched
648,648,3c4bebd3-7642-46b4-946e-ab3c5ed744e1,579.7,2025-07-22,Unmatched
649,649,ea22d1ee-4415-4f75-9cfd-070754de30b9,2505.23,2025-07-29,Matched
650,650,e3f5fe63-b1bb-4cba-a081-66cf2f763aa5,3160.83,2025-08-24,Pending
651,651,d8679a3a-c72f-4136-80ca-51dd6b7966a9,1831.3,2025-08-12,Matched
652,652,f1f23c3a-f885-45dd-a2a2-a300d4f131f4,4668.96,2025-09-30,Pending
653,653,e8c10789-87f0-4bd6-be5a-2eb3f2536e56,1406.47,2025-09-13,Pending
654,654,9e87a5bb-8ed4-4d2c-829e-e9b57d61a58f,3343.5,2025-06-03,Matched
655,655,754aec58-b59b-4cfa-ad44-1e18dac14299,1623.54,2025-08-21,Pending
656,656,f1d49b1b-736e-40e3-a9a6-ded7b28605c6,854.33,2025-09-07,Matched
657,657,5dbc8a18-767d-470c-b1f1-b6fbb604084b,3719.07,2025-09-28,Matched
658,658,874c7510-7c1d-4f1d-990a-c14d70ef84ba,2352.04,2025-07-03,Matched
659,659,bf39e0d5-a4e1-4c50-8a53-2ced93e72152,4858.25,2025-08-17,Unmatched
660,660,ae762f42-632d-4745-af3c-eaa1726f4aaa,2026.04,2025-05-03,Unmatched
661,661,31f3aacf-fe0d-441d-9a01-cf0e4963d3ce,2243.51,2025-06-13,Unmatched
662,662,c729d813-0387-42a4-b289-898a41754532,3317.56,2025-08-03,Pending
663,663,f033eb74-07a6-4f9d-828e-d0df4afb4554,2878.53,2025-04-10,Matched
664,664,4b7188b4-555b-420a-8b97-66d15f021e7e,1692.3,2025-05-03,Unmatched
665,665,4cb95818-f9b8-45aa-ba85-dc60e9699c59,1099.08,2025-04-30,Matched
666,666,f8e2d624-cb13-43a9-a5fb-a4e4e4d279ab,1925.18,2025-07-03,Matched
667,667,0c07afe4-16ed-4821-b188-36c6b56e177a,3320.91,2025-05-14,Matched
668,668,7c73c76a-de4b-4dcf-80c2-854e73aeff30,2478.77,2025-09-10,Pending
669,669,95e366d2-e1cb-4290-bf6d-fbcf50191dcf,3704.01,2025-09-08,Pending
670,670,413cebc4-8281-4e5d-845e-82be5900a39e,3769.58,2025-04-24,Unmatched
671,671,e2732039-4ea4-4fee-9288-d8437e0a610e,1539.56,2025-06-30,Pending
672,672,08213ee7-15f6-4f15-ad16-665128232d3b,3803.72,2025-07-22,Matched
673,673,142912da-db0e-4795-93ef-65b57958f71f,921.44,2025-08-27,Pending
674,674,ba12c434-15f4-4e9a-af0a-495dc9c08930,2512.25,2025-05-22,Pending
675,675,242eb509-dda6-4d52-b66f-303522dce248,575.63,2025-08-27,Unmatched
676,676,798781c4-46d7-4a8d-9cf9-42aee090e192,2528.61,2025-07-08,Unmatched
677,677,d663a2ba-d4f9-4886-828b-9c2db929ce9c,3893.48,2025-08-25,Matched
678,678,6316fb2d-9717-4738-89fe-153c82438968,3447.24,2025-07-09,Matched
679,679,36cd225c-f591-4874-9b2d-ffc9c6d6c1d7,510.4,2025-07-21,Unmatched
680,680,6d5bed8f-f108-4691-96fe-a2c735fc62b1,2081.73,2025-09-20,Matched
681,681,df7f028f-35a5-44dc-ba1b-e536e2e963e7,536.09,2025-07-25,Pending
682,682,814741d5-b7b0-4074-8d51-6d2a8a8243c7,4129.81,2025-07-12,Matched
683,683,868a43ec-b0ab-48a0-a883-cbf65d4badfe,2145.92,2025-10-06,Matched
684,684,9bcec7a9-bd5c-4160-bdb8-35a5016bc02b,3174.29,2025-05-14,Pending
685,685,c44ce45e-af7a-49e9-ac6e-0b18b042562e,735.84,2025-08-20,Unmatched
686,686,9e171556-f271-4b70-adce-63ab136d36ff,3685.05,2025-09-30,Matched
687,687,1101d558-9097-46fe-a145-6c3d97c5714e,3771.15,2025-04-27,Matched
688,688,59310e34-2f33-410d-a3be-209032cb1685,1068.37,2025-08-29,Pending
689,689,a3435fdc-554c-485d-a8bd-43ad9edf8e4d,1762.54,2025-07-04,Pending
690,690,fe8116a8-1676-4496-acd7-ddc01f4e999d,2362.12,2025-07-16,Pending
691,691,6a5ee413-fd3c-4607-9bb0-44872b9fad57,1386.79,2025-04-09,Matched
692,692,cb5453ec-731e-4023-9e7d-9a70de22e7d0,1208.7,2025-10-01,Pending
693,693,b0956052-eaa3-4bac-a049-6d6537f14728,2192.78,2025-05-13,Pending
694,694,5b1859e3-0291-468a-90ba-5a1c818a1466,3829.49,2025-09-21,Unmatched
695,695,73a56aa4-5ebe-407c-b058-ba3b73d9f217,880.27,2025-07-02,Unmatched
696,696,b109011d-89e5-4d9e-9eb7-c5d867e0fd24,4883.7,2025-09-20,Matched
697,697,19fba0d0-5ba5-4321-a030-fab36ce11d15,835.3,2025-06-24,Pending
698,698,f35466f4-c435-49ef-afd1-1e9477dfc5d0,3733.29,2025-05-10,Unmatched
699,699,d5291c56-004e-4873-89ab-46190a810e6a,3323.9,2025-09-12,Matched
700,700,1ef70ff7-b9b7-4997-8fdd-368cf310f07d,2654.63,2025-08-02,Pending
701,701,0ebec2ee-fc1f-4cee-b5c9-afc55fb459ad,3231.54,2025-06-15,Unmatched
702,702,b451abdb-16c6-4dd9-8e76-ac618db06eda,2619.34,2025-07-18,Unmatched
703,703,01d12793-9c69-43b9-aa0f-404b2c0f24ef,2010.14,2025-08-15,Pending
704,704,f73aceb6-2d48-48c4-866f-895534c2345f,4355.36,2025-08-12,Unmatched
705,705,5515cada-f42d-425f-9d1e-12c675e03966,1309.48,2025-05-30,Unmatched
706,706,a3dd82a4-9cfc-421d-8728-6074cc67ebe2,4625.36,2025-07-19,Matched
707,707,7bb73c65-6b15-4e65-b9d4-16392e452b11,970.08,2025-07-24,Matched
708,708,c58ca18d-bfbb-4a37-8fc9-d0539ff5667c,4646.39,2025-05-28,Matched
709,709,c52402e5-b7f7-48fa-9901-0ad72b66817c,2273.22,2025-10-06,Pending
710,710,07a7d477-bc61-4f8b-aa48-7f9063b2a13c,2256.68,2025-09-19,Unmatched
711,711,cbe3e1de-8e60-438a-81fa-caed8c0e3928,1976.77,2025-06-22,Unmatched
712,712,9f1776d9-1242-4901-a41e-00ffba02ac16,2282.11,2025-09-11,Unmatched
713,713,ac8e4a03-9348-4af0-b798-e6af50bba51f,2728.6,2025-07-08,Pending
714,714,a21b048d-b4ec-4079-bf93-69e0d68412c0,625.72,2025-07-24,Unmatched
715,715,f4faee8f-7e49-4130-9c31-d1ea35a14ad5,3454.32,2025-05-05,Pending
716,716,3cbe26f6-0dcc-4888-9bbd-b31bbbac8995,1470.53,2025-04-22,Unmatched
717,717,5f47ef5b-a313-4186-b809-2702332a0dd7,4559.39,2025-09-04,Unmatched
718,718,6e31bcd1-563a-42a0-a10a-d17eec392d6c,1007.54,2025-07-10,Pending
719,719,d1442334-c15c-415f-8813-e562a30fa278,3155.96,2025-08-01,Matched
720,720,3297a8b4-59d8-4f47-8800-2b8827bf8b3e,4183.96,2025-09-05,Pending
721,721,b8e314cd-9f90-49d5-a652-da2a8ee8b236,1272.77,2025-04-28,Matched
722,722,fbd1072c-5308-4eb6-86c2-235346c690d5,4196.68,2025-06-21,Unmatched
723,723,fac64904-9da8-4573-a480-d3c0bb04ede3,1453.62,2025-09-24,Unmatched
724,724,2debd83b-70f5-466b-9a27-5f26f6fd0041,1684.29,2025-06-04,Pending
725,725,469c222a-9946-40ff-a073-e526aa905b85,1922.56,2025-07-15,Unmatched
726,726,77fb97ba-2103-48db-9030-4ec0a96e8e1d,4965.22,2025-08-07,Pending
727,727,0b223208-afc9-456e-866e-f0fc9dcafe49,2289.89,2025-06-28,Matched
728,728,f23e86bd-2f06-4bfa-ba8d-c5fd66952a68,1589.19,2025-09-14,Unmatched
729,729,51fde028-645e-4d93-bf17-759a6c75299d,962.42,2025-09-19,Unmatched
730,730,35f33248-262e-4911-9a7f-eb1a5432bbe6,2404.19,2025-08-20,Pending
731,731,acbf9529-e403-4b95-abba-596beb554425,1861.34,2025-04-30,Matched
732,732,45364935-7bbc-4acf-b860-8be67a1a87e7,1732.07,2025-07-07,Pending
733,733,ab6f4513-acb2-49d6-9ea2-9857ebdc42df,916.66,2025-06-14,Pending
734,734,5bc6e5b7-5663-4d4b-93e0-5ea92946cb7a,3957.32,2025-06-02,Unmatched
735,735,d24bf6f0-8d2f-4120-8d37-adc740687d12,2075.17,2025-06-08,Pending
736,736,c9e2afd8-4391-45e6-bb79-16968a91b392,4815.64,2025-06-25,Pending
737,737,e575ab2a-fd66-409f-b0b0-33216d5b4763,4058.67,2025-09-15,Matched
738,738,9dc1449b-4755-4d0c-8c05-8d5cce471c62,4322.7,2025-08-05,Matched
739,739,55041007-abb7-4990-8f01-c510f161e899,4192.51,2025-09-28,Matched
740,740,a82a2761-b1ea-4626-b4f0-ad22d9d2b082,4591.01,2025-06-04,Unmatched
741,741,6becabd3-b1ee-4c99-b3fa-55ad7762cad8,2699.13,2025-05-16,Unmatched
742,742,771b29f3-369e-4f56-bdcd-fcdc551f6ef9,2051.28,2025-04-28,Matched
743,743,4c6fdf39-ffe4-45a8-9fb4-00f22c59823b,2359.51,2025-07-04,Matched
744,744,0e80e7ec-ba39-4b8b-a036-360850f8e86c,1761.47,2025-06-15,Unmatched
745,745,ed7e0c6c-c271-46db-8027-c857f9a7fc68,1161.75,2025-07-01,Unmatched
746,746,c6343315-48f3-42ea-b3e1-f15e737e6343,932.86,2025-10-08,Unmatched
747,747,a095a741-ed47-4f24-94db-c55be94aa02a,1990.59,2025-05-02,Pending
748,748,aa9ef0ff-d0a1-458f-a322-9784c587dac4,3434.09,2025-09-07,Unmatched
749,749,3af61395-2131-40aa-9d90-6866f3a54d32,2867.4,2025-05-13,Matched
750,750,0b8119cb-3a28-4658-8f7a-2a38e04b7438,4459.79,2025-08-13,Unmatched
751,751,b5e373e0-3b8e-42c4-9432-f63d1200ff42,169.61,2025-10-02,Unmatched
752,752,6a9cadfb-253a-45bd-86ca-346000f830ea,363.76,2025-10-08,Unmatched
753,753,5ec99bdc-a654-4fb4-bdf1-4e137bb505d3,3147.38,2025-05-03,Matched
754,754,0478d8e4-8375-4ee1-bee5-a98b554eccf1,487.15,2025-05-07,Pending
755,755,78cc7e5d-9e46-486c-a056-9394dbac522a,132.09,2025-07-01,Unmatched
756,756,aea2e1d6-1709-48dc-8b5b-3cd4a1ec5551,4345.82,2025-06-02,Pending
757,757,97606fcb-d8fa-4d54-adec-bfc8395be0d2,2289.7,2025-07-14,Unmatched
758,758,1b48ac0a-d80e-4153-ba21-c9f3a0381c7b,3556.78,2025-08-13,Unmatched
759,759,729cada7-5407-4702-ad24-5524d2f19e11,2511.81,2025-07-05,Unmatched
760,760,c2163500-826c-4961-9dcd-4683efd0d8a1,387.27,2025-06-19,Unmatched
761,761,3bb27ef0-1ba3-4a55-924d-6283a71ee017,2624.93,2025-09-14,Pending
762,762,9b7ff149-8837-493f-9ef4-7f87c907d742,1351.33,2025-06-26,Matched
763,763,7baddce1-f369-431d-831a-2d1eba5a5e02,286.66,2025-08-01,Matched
764,764,c62f6d60-5a9b-4305-b643-1143cd9e5057,2832.95,2025-04-20,Unmatched
765,765,02659c7a-5b04-4de4-8555-060ebdaa5bc8,1565.27,2025-09-14,Matched
766,766,dff9dbd3-2232-41fb-95b1-e240ded4a150,1948.14,2025-10-07,Unmatched
767,767,307d2533-07df-4003-97d8-630002bc1712,1496.62,2025-05-20,Unmatched
768,768,1e652a6e-7d18-4533-a77a-3aef4f2e9d38,4826.71,2025-04-13,Unmatched
769,769,b2118741-8a13-474b-ae48-73343f43e735,3608.67,2025-05-08,Pending
770,770,e0a82ba1-fa05-4030-9205-728fb0df94fd,3857.17,2025-05-05,Matched
771,771,80dfd139-43a1-4f73-b8d4-7d1cf4809797,3926.09,2025-08-08,Unmatched
772,772,77bf149e-0a5d-4039-a277-0f896a283fde,2458.28,2025-05-07,Pending
773,773,6c7cf4cd-1d4e-4720-b2e7-b3f69817413b,1031.17,2025-09-06,Matched
774,774,1ec2d1d7-c0ab-4ed2-b69a-b454342a5893,239.59,2025-08-21,Unmatched
775,775,73b38e7d-5b20-430e-ae09-da694628ae13,2445.79,2025-05-27,Matched
776,776,7b9af0b1-12bf-478a-8223-669033cf9f43,3809.63,2025-09-11,Unmatched
777,777,19232f51-1018-4b82-9e9b-63fcbaabfa5b,4096.2,2025-08-22,Unmatched
778,778,cb71e710-8c74-4261-9601-037774e3dcaa,1981.51,2025-05-07,Matched
779,779,c1310895-aba1-40a2-9dde-eb12d5df04b1,4021.13,2025-09-15,Matched
780,780,0ff6c9ce-62a7-409d-aed4-2aba30c2e79d,3557.52,2025-07-15,Pending
781,781,7892720c-8a1f-45b2-9e13-26533df98f44,452.69,2025-06-08,Pending
782,782,4db15c8a-1537-4659-a37a-deaef72a8ab9,4358.34,2025-09-24,Unmatched
783,783,e32c3715-4c8a-431a-8c22-d87eec20477a,612.35,2025-09-26,Unmatched
784,784,a1bc3911-c31e-420a-8d83-47fa71b77954,3208.42,2025-09-28,Matched
785,785,7ab9f0ab-4e81-4885-8986-ea320320c5f2,731.16,2025-04-15,Unmatched
786,786,5a3ef2e9-dfff-4d0c-b298-a5d78fcacc2b,4721.49,2025-08-12,Unmatched
787,787,f53f8cd5-56cd-43f8-be25-65b6b224c111,172.17,2025-06-07,Matched
788,788,dfee5ffb-3dc4-4c33-8b4a-91d4ecfd1bbb,1231.71,2025-05-03,Matched
789,789,4185b87b-44d3-44b0-b51c-e74b517bed29,2160.89,2025-07-25,Pending
790,790,deb593cc-6c74-49fe-a564-4031f5e19898,2917.63,2025-06-18,Matched
791,791,19c5b9b6-946a-4e4d-bc61-e927a805a402,827.55,2025-07-23,Unmatched
792,792,468e9e0d-ea0c-47ec-823f-170d4f293a0e,2208.76,2025-07-01,Pending
793,793,2d109373-aef3-4524-9173-76e848560ac6,1919.79,2025-09-20,Matched
794,794,37ef45ca-efca-485f-b8e4-343c1bdcf72c,1409.44,2025-09-19,Matched
795,795,143ca938-7d88-4ca2-a479-d0070dace9de,559.35,2025-06-30,Pending
796,796,a791c4ad-44a9-472b-8a3f-290b3e64fae7,1902.38,2025-05-21,Matched
797,797,2be50d13-a620-4732-baa2-b4d1c98b00f7,4233.47,2025-05-07,Matched
798,798,5cfd7ac4-33c0-4c92-b019-9f63d95ed103,3719.39,2025-07-27,Matched
799,799,8c41557f-3833-477f-8894-4b5a7fba9ce6,1673.38,2025-07-02,Unmatched
800,800,5b21a8f2-619b-43dd-8223-9952a5bb64a8,4766.1,2025-07-02,Unmatched
801,801,e7e2c1ee-4cec-4f27-bc30-a8a85eccd748,3908.23,2025-09-15,Unmatched
802,802,ed286154-4a85-4a08-ac1f-69bfedda85a1,2218.35,2025-05-27,Pending
803,803,d12387d3-ac3c-45aa-9f0a-b48126010bce,4830.29,2025-08-24,Unmatched
804,804,451189a6-56b7-4da0-adc5-039616886655,4469.0,2025-08-28,Matched
805,805,2c05eb2f-d6e3-469a-8a32-b55aefc7f5e8,4968.66,2025-09-01,Matched
806,806,ae2f3113-9949-4db5-8dde-f3b2d3343831,3107.88,2025-04-23,Unmatched
807,807,b54064f6-c7df-4144-8312-9528a871af84,1669.85,2025-07-12,Unmatched
808,808,6331b1f9-6b4c-40a1-bed3-4b6df7f9d31b,1798.88,2025-09-05,Pending
809,809,844af287-f4da-48f6-a090-e942e97e765f,3572.68,2025-06-30,Matched
810,810,352646bf-136e-4d38-b228-b9a7f2df8898,4881.1,2025-09-08,Pending
811,811,603c11bd-2dba-4fd8-9eb2-7917d65ff941,1442.54,2025-08-09,Unmatched
812,812,7009d604-88d8-4d26-aa6f-877a22d719a2,4391.94,2025-05-05,Matched
813,813,c1ae12ef-ac0b-4207-ac51-07835ce0c5b9,2300.1,2025-07-19,Unmatched
814,814,b1bc0746-3729-4831-ae98-9441c21f6b3a,2481.1,2025-06-20,Matched
815,815,2a4a2767-74b2-44b9-9bf9-4e539d09ae0c,1372.07,2025-09-30,Matched
816,816,fdac5975-95dd-4691-9ac2-f2f486cb76e8,3567.11,2025-08-24,Matched
817,817,efed215c-68b4-4578-9e2d-563e528ed814,3883.01,2025-04-14,Unmatched
818,818,539a2290-46af-4452-b97e-47c90029f48e,3962.97,2025-07-10,Unmatched
819,819,25241082-dcd2-471e-adcc-4f32e90e2f47,2527.96,2025-10-06,Unmatched
820,820,675a8927-c237-47b3-92f6-289d1f449513,1956.82,2025-07-11,Unmatched
821,821,22a18ccc-edbb-4ad7-975c-2c966011ddf7,2863.13,2025-05-11,Pending
822,822,e0664ee5-74ab-40c7-bfbb-587441e15027,1030.83,2025-05-04,Pending
823,823,5bb7247d-b1e6-4a2f-a4b5-9f5ef446f66f,4346.42,2025-05-11,Unmatched
824,824,a397a7fb-01b3-48fb-94e2-b9ebfec3bb30,628.67,2025-09-21,Unmatched
825,825,980134c3-a374-4c7f-ac88-f1efef660aab,1162.62,2025-04-28,Matched
826,826,83798652-4542-42d9-b3fb-be463670b9e7,1606.31,2025-09-29,Pending
827,827,76d29d13-503a-4297-910c-bd116eccfec4,4820.91,2025-08-25,Unmatched
828,828,8e31d775-6a3b-497e-8ee0-a1170857dfff,1318.35,2025-06-17,Unmatched
829,829,8bd5486b-7908-4d92-803f-bf8a5dc63c0b,4073.74,2025-10-05,Matched
830,830,761320a2-3cfb-49b4-b7d7-69b5209fa3e7,2448.72,2025-06-08,Pending
831,831,952f9b89-fea0-4207-b196-e340b4c9a6de,3275.99,2025-05-10,Pending
832,832,55899670-0564-4013-95f5-592794592235,148.75,2025-08-06,Pending
833,833,258ba026-5adc-4eb8-b272-782c073a4518,3134.08,2025-06-27,Matched
834,834,e8ef4e51-f4bf-488b-8f3e-40752fb414d6,2800.67,2025-10-03,Pending
835,835,42ddb25f-757c-46a4-9290-4b503f7a6861,3061.44,2025-09-07,Unmatched
836,836,9526c343-1e9f-451b-bedc-291db49223b4,2075.66,2025-06-20,Matched
837,837,74ee013b-695a-4b84-a6dd-7d50365fbd40,1865.37,2025-08-09,Pending
838,838,29839c0c-0590-4c8e-a5d9-148f54ec9e53,3427.68,2025-09-04,Pending
839,839,2639a984-9925-4908-a82d-de938169ae08,3829.0,2025-07-24,Unmatched
840,840,23415d76-34a8-4390-beec-9011d60b3e18,3836.65,2025-08-30,Matched
841,841,ab08aaa3-efb3-4174-984e-5005ee6c47c0,1183.73,2025-06-12,Pending
842,842,accab63d-245e-4abb-82b0-397f30582160,610.11,2025-07-21,Pending
843,843,8001b80a-238a-4008-9b48-618c5ebcf0a1,1604.19,2025-04-28,Pending
844,844,7ed34204-6936-4ea2-bc59-2134c22d7b4b,333.9,2025-07-16,Matched
845,845,473fb61f-5b41-411f-b431-294993764b9a,2003.68,2025-08-07,Matched
846,846,e125f738-2c50-42c3-bd18-a2876c75da62,1766.36,2025-06-30,Unmatched
847,847,daa8c485-098e-4d09-9f67-44d7c96b978e,3053.67,2025-05-22,Matched
848,848,f16150bf-d46b-4601-bd56-7b709c1c460f,2253.01,2025-05-20,Pending
849,849,841222d5-068b-45f7-abe4-76141a56d66c,2630.02,2025-05-03,Matched
850,850,372a1321-f59f-4b82-b0c2-183f1c6fab7f,3530.28,2025-07-30,Unmatched
851,851,ad51868f-22a3-4fb6-a561-dddc55f9452d,2022.74,2025-05-16,Unmatched
852,852,5b0d49eb-28ef-4563-9d11-a2b7a610c1ae,2077.26,2025-05-04,Pending
853,853,8e180189-62bd-4f31-b9c4-27dd1d727847,1945.81,2025-05-25,Unmatched
854,854,c46c60aa-6cd2-4cc7-9848-3c59afdd9677,2540.81,2025-09-07,Pending
855,855,bcb31371-24f9-4002-a94d-ce01ba9ffe72,1988.99,2025-09-07,Matched
856,856,6ce4b496-9ef0-4576-a88b-3165bb26b1cb,535.38,2025-05-06,Pending
857,857,3d7384fc-9d41-4cc3-af34-09c2241d890f,439.28,2025-08-28,Unmatched
858,858,0e6653b8-0e14-4c7d-841d-912fec036313,2615.41,2025-09-18,Unmatched
859,859,f62c8ffb-753e-482b-b64e-7ae2d8b2f9f0,3385.4,2025-05-18,Unmatched
860,860,c9a29359-9b0a-40e5-98ed-e4d58f719831,199.05,2025-09-24,Pending
861,861,122a3a2e-f05b-4bb2-b019-dbe870ea465d,3418.93,2025-08-07,Matched
862,862,0926bef5-570a-414c-8572-f5267e541855,4643.66,2025-08-15,Unmatched
863,863,ac249b58-35db-43e3-8964-a6a7023fcd6c,3415.71,2025-06-02,Pending
864,864,00c1e247-f348-41ca-afa6-e5f6ae71f2a9,2041.92,2025-04-26,Unmatched
865,865,e9395ea6-4705-4d6b-8f46-22e017ab27f1,1321.05,2025-06-27,Unmatched
866,866,77028c3a-19cb-4fe1-9639-618e237b76f0,242.52,2025-05-30,Matched
867,867,a71c5493-4eb9-4d02-b285-8c826303ec64,2911.7,2025-07-10,Matched
868,868,5ca967ac-df22-43f4-851d-0f79d5032b07,3234.49,2025-04-17,Unmatched
869,869,ae2d47b3-9fde-4561-9016-d484a189a867,1741.24,2025-05-06,Unmatched
870,870,f9f28b5f-5a79-42df-8617-e6a18d09a5d7,1361.21,2025-04-29,Matched
871,871,62ba9fdf-c5ca-4a8a-a3f8-d79d5a5eaeca,2734.41,2025-05-24,Matched
872,872,805cc7ca-7f24-47d9-852a-51e2d5a52f77,867.01,2025-04-28,Pending
873,873,ead265b2-735a-4344-8539-0bc0135bc15b,1958.69,2025-09-18,Matched
874,874,f8ffd66f-855f-4857-a240-1dd26a8897c0,288.18,2025-10-01,Matched
875,875,a355e8f9-4629-450e-aa96-ba91ad86c0c4,3753.19,2025-08-12,Matched
876,876,3921b54c-4d4c-4999-bfb7-da5633f63478,957.55,2025-08-06,Unmatched
877,877,464c189b-7c84-4fea-96d9-71d07e1217fb,2581.64,2025-08-17,Matched
878,878,ab13438a-41e0-49b9-a197-c4af2c42cea9,3354.55,2025-07-10,Matched
879,879,d0d8c97e-5827-4326-85dc-6c9f60f91ad4,1983.62,2025-08-14,Pending
880,880,ad1c2a5e-e1ea-430a-87e3-1705bec2a99d,1364.46,2025-10-01,Matched
881,881,96af8233-fcf8-48a6-97d1-a7b44e2d0d45,1907.47,2025-08-18,Unmatched
882,882,22e469d6-385f-48f6-bc01-4f2facb3c587,3694.53,2025-06-02,Unmatched
883,883,2ba72738-2ecf-4016-a40e-2d8d5f2d9400,2702.32,2025-08-02,Pending
884,884,315d68fd-b9bc-4a18-a5c2-367d87aafdde,3496.61,2025-04-22,Unmatched
885,885,250d4dcc-e1aa-4378-9d8d-efd144ac1b6b,1731.07,2025-09-05,Pending
886,886,f984c390-2ea3-43ac-9244-9ec59d930763,4175.77,2025-04-30,Unmatched
887,887,e6768681-1630-4360-9c5f-35970ebb3f6c,3060.59,2025-07-30,Pending
888,888,2ead389c-92bd-4f18-9c66-48a600f3c066,3566.93,2025-04-20,Pending
889,889,f17170df-0d03-42ff-ae4e-0a6db0fcbf13,1155.13,2025-08-30,Pending
890,890,a59a40d9-5506-416f-b62b-652c4013b895,4835.71,2025-08-29,Unmatched
891,891,585ff4b3-37a5-457b-9857-cf0dbe7fb3e0,4209.28,2025-08-31,Matched
892,892,fd2767ca-b921-4f39-bcfc-c6c5d326f719,4667.09,2025-06-02,Matched
893,893,b19a5788-38e9-4ccb-a050-91822e9f5bcb,380.4,2025-09-14,Unmatched
894,894,4cd3b735-f3e1-4c84-91c6-678f01e08ef1,3673.53,2025-09-21,Matched
895,895,255df9fe-2a40-4fdf-8a41-86cd1aca396a,3731.55,2025-06-11,Unmatched
896,896,b595d836-5af6-48c2-9f7f-10b0dbaf42b5,804.84,2025-08-23,Unmatched
897,897,e90c9647-1608-45f9-bb97-80ae58482c98,168.2,2025-08-09,Matched
898,898,2cd05edd-228f-4ad1-b748-0a724e6e30d3,995.77,2025-05-04,Pending
899,899,f5beb0c8-8a07-411f-a33d-af42fba08c3d,4705.56,2025-07-29,Pending
900,900,91c97bbb-5678-4eb2-b408-5b63c9c06b6c,2176.94,2025-04-15,Pending
901,901,6ff1fb3c-75b0-4785-925f-6a9b372a2f0e,2579.31,2025-09-04,Matched
902,902,c476a15e-4c8e-44f6-b3c5-f6d504157f5a,4030.5,2025-09-01,Matched
903,903,7ba4d2e6-25d3-4dfe-8766-37745cdc6b80,1651.15,2025-05-10,Unmatched
904,904,05b28c49-6ac6-44fb-8187-be1878c2bed1,1552.77,2025-07-20,Pending
905,905,2ea175c4-1998-4c15-9fa8-1902925bdafb,1120.57,2025-07-31,Unmatched
906,906,f6259c8c-6188-4ee6-8ce9-0f867735c91a,339.0,2025-08-09,Matched
907,907,97b858d7-c3ea-4014-bebb-be9810e8c8a4,423.44,2025-04-20,Matched
908,908,021afdfa-3a32-4df9-8f7f-8331e6f88b53,1248.29,2025-04-14,Unmatched
909,909,7f80b1e3-a80a-4a9d-b2e5-00b1a8a046ac,4843.25,2025-10-04,Unmatched
910,910,8133bfec-0afd-4584-b208-b102274d02af,3843.06,2025-07-25,Unmatched
911,911,413bb68e-86cc-4cfc-847e-c4526ae11d73,2583.85,2025-08-13,Matched
912,912,869fbdae-8d8a-42c9-bb85-399b5b2a7519,3241.9,2025-08-26,Matched
913,913,8a83509b-5a85-4d8e-905f-83e881a6a8fe,463.92,2025-08-26,Matched
914,914,8b70a6d9-0a56-4d10-8ad2-368f7dd7774e,2257.78,2025-08-23,Unmatched
915,915,cd77f86b-da08-4e23-8540-b2206584973f,4420.53,2025-06-12,Matched
916,916,f478961b-a686-4853-b9d9-9626078cba6a,2482.86,2025-10-04,Pending
917,917,971e38a8-49ee-4e44-bceb-c74aa248b83d,1248.74,2025-07-23,Pending
918,918,fddc25fd-6c50-4bfb-b629-b67e703dcb7c,4744.78,2025-09-22,Matched
919,919,df6487a2-a680-4499-91c5-06dc7049aa84,718.22,2025-06-29,Matched
920,920,00db1e9b-ba5e-4d3a-a276-841997a31bbf,3139.66,2025-06-13,Unmatched
921,921,0b57a7b5-0db1-47aa-bed1-b67edb582fa4,342.62,2025-06-05,Pending
922,922,96001d30-f479-43e9-b1e3-11a91caf948c,993.61,2025-07-16,Pending
923,923,20cd7267-9237-48e1-afa9-3783e1b05a97,1314.88,2025-07-01,Pending
924,924,1d39f43b-0849-447d-b102-629651a4f192,685.35,2025-06-06,Unmatched
925,925,82a39901-ca3d-43e2-bffa-78e515cdf3d7,4080.35,2025-05-27,Unmatched
926,926,d0993f61-eb11-4ff9-8e45-a7562d4d5955,1562.24,2025-08-04,Matched
927,927,cb4fcd24-2bfb-4393-af60-d9dd3675ab6d,958.74,2025-05-06,Pending
928,928,6573fd5d-77f3-4275-80bd-13007bd9f256,1999.13,2025-05-23,Matched
929,929,6afab1bf-fcb3-4ed1-aa5f-ae7ebb3d0d49,1216.24,2025-09-19,Pending
930,930,cd0570e6-ed5a-46a3-8199-94882baa301d,1846.38,2025-07-11,Pending
931,931,d1f57a00-91a2-4130-b019-9b2cf8148372,3832.87,2025-09-24,Matched
932,932,e63ff732-8f77-411a-8c68-5a057813293c,4586.4,2025-07-11,Unmatched
