margin_id,product_id,order_id,revenue,cogs,profit_margin,margin_date
526,36,526,3342.92,1802.02,36.95,2025-09-18
527,49,527,3544.27,432.08,59.17,2025-04-16
528,47,528,1149.71,1749.26,20.81,2025-08-20
529,99,529,1381.9,2626.93,43.25,2025-08-14
530,260,530,2767.53,2418.01,13.92,2025-07-15
531,123,531,2132.76,1831.47,56.02,2025-06-24
532,75,532,3659.43,2386.83,27.91,2025-05-29
533,109,533,2759.36,912.83,9.05,2025-09-30
534,104,534,4208.39,2723.04,37.4,2025-10-01
535,190,535,3979.23,330.14,22.51,2025-09-10
536,68,536,777.29,953.43,49.34,2025-05-12
537,24,537,3874.81,950.81,19.6,2025-06-27
538,117,538,1327.27,1077.52,45.85,2025-06-26
539,196,539,3024.65,2076.88,55.02,2025-09-15
540,17,540,626.96,931.53,45.43,2025-09-25
541,209,541,827.41,1246.74,39.39,2025-05-15
542,6,542,2537.39,1745.16,53.26,2025-05-28
543,185,543,2671.84,2895.39,20.33,2025-06-13
544,144,544,3554.71,135.83,57.72,2025-06-15
545,165,545,759.53,1779.02,54.59,2025-05-02
546,176,546,4116.38,2427.14,32.07,2025-05-22
547,130,547,514.53,2380.35,29.94,2025-05-14
548,125,548,2465.83,1172.27,58.18,2025-07-23
549,1,549,2161.66,68.3,51.15,2025-09-12
550,17,550,1534.14,2111.38,38.49,2025-05-09
551,149,551,2294.02,2272.32,58.68,2025-08-13
552,218,552,4732.66,398.11,55.74,2025-08-12
553,163,553,1834.68,2674.1,44.69,2025-04-28
554,22,554,797.83,86.29,39.32,2025-04-21
555,222,555,4248.17,874.43,49.88,2025-04-14
556,13,556,3093.64,2683.54,14.15,2025-06-17
557,34,557,4756.6,103.41,42.74,2025-09-25
558,190,558,3008.5,623.86,28.71,2025-09-09
559,272,559,4905.43,853.32,36.19,2025-05-10
560,135,560,542.78,376.08,26.87,2025-09-04
561,25,561,2862.12,763.64,9.22,2025-07-09
562,134,562,4424.0,2468.88,33.96,2025-07-22
563,271,563,2926.08,742.43,25.11,2025-09-26
564,118,564,4453.24,2388.79,7.66,2025-06-11
565,287,565,4761.25,2580.67,51.94,2025-05-19
566,280,566,3553.22,1162.09,22.29,2025-07-01
567,237,567,2720.91,354.78,34.5,2025-06-07
568,233,568,528.61,2579.8,58.69,2025-04-14
569,260,569,1608.33,1431.9,34.0,2025-05-29
570,294,570,3219.87,202.17,37.88,2025-09-14
571,63,571,2891.48,2337.63,45.21,2025-05-29
572,266,572,4746.41,1491.66,6.13,2025-09-06
573,108,573,3174.41,1311.91,47.35,2025-05-02
574,138,574,3681.63,1052.68,8.62,2025-05-27
575,125,575,4998.39,1209.74,6.53,2025-06-18
576,123,576,4193.57,1656.54,44.57,2025-07-26
577,20,577,4370.35,527.81,14.09,2025-07-12
578,139,578,4527.0,2888.43,26.19,2025-04-11
579,64,579,4488.41,1327.25,57.4,2025-09-20
580,269,580,862.73,1032.18,57.32,2025-08-08
581,2,581,4023.41,239.5,27.33,2025-06-26
582,5,582,1829.19,1844.78,56.57,2025-05-19
583,92,583,4590.93,2988.45,16.07,2025-06-25
584,190,584,3109.0,2896.8,27.43,2025-10-01
585,169,585,3656.58,1836.83,26.95,2025-07-12
586,221,586,2786.2,1998.74,29.76,2025-06-27
587,290,587,1622.71,561.76,30.95,2025-07-26
588,46,588,3622.23,2379.54,57.33,2025-04-29
589,297,589,798.37,2701.05,59.97,2025-08-11
590,70,590,2265.84,998.92,49.55,2025-05-10
591,199,591,4484.06,2243.52,24.01,2025-06-22
592,144,592,2297.83,1959.75,41.68,2025-06-05
593,133,593,1229.83,2158.44,34.47,2025-09-28
594,222,594,1487.75,638.86,38.41,2025-09-21
595,119,595,1798.43,2085.37,49.79,2025-04-28
596,15,596,1174.4,2979.28,29.69,2025-04-13
597,193,597,3057.05,694.47,13.24,2025-09-10
598,87,598,981.22,768.58,40.16,2025-08-31
599,166,599,4206.4,1052.16,49.21,2025-06-19
600,244,600,4316.48,1346.54,41.51,2025-04-20
601,150,601,2041.25,1500.66,53.58,2025-06-10
602,188,602,3171.53,2515.98,27.08,2025-09-08
603,291,603,4301.45,2812.27,48.85,2025-08-30
604,299,604,3838.91,2579.56,11.71,2025-08-22
605,79,605,4676.43,2405.2,27.73,2025-07-02
606,17,606,2409.98,1139.79,47.66,2025-05-14
607,269,607,2298.86,78.65,33.67,2025-07-15
608,135,608,1422.39,2008.31,23.37,2025-05-20
609,251,609,4066.22,1075.35,23.85,2025-06-20
610,3,610,2422.14,2702.87,39.66,2025-05-11
611,123,611,3704.05,208.15,11.15,2025-08-08
612,94,612,3801.16,1255.43,23.81,2025-10-01
613,187,613,4711.98,542.77,28.12,2025-08-28
614,280,614,3096.17,2243.66,31.34,2025-06-02
615,12,615,4099.24,2913.59,11.58,2025-06-24
616,291,616,3790.55,1024.35,58.71,2025-08-24
617,233,617,4628.64,449.33,27.62,2025-05-16
618,100,618,2237.66,2638.95,50.92,2025-06-26
619,20,619,573.21,2555.17,11.48,2025-09-20
620,199,620,2191.22,2915.0,30.41,2025-09-20
621,127,621,2228.98,817.78,23.56,2025-04-23
622,7,622,521.37,1341.63,56.22,2025-09-21
623,54,623,4859.06,2533.75,25.02,2025-09-01
624,189,624,4853.17,2831.81,39.56,2025-09-15
625,22,625,1683.33,1400.55,49.58,2025-09-04
626,45,626,4638.04,210.08,50.72,2025-06-12
627,101,627,4619.88,2591.07,43.43,2025-08-10
628,169,628,2688.16,439.25,31.19,2025-09-02
629,173,629,3613.16,1416.2,54.7,2025-07-15
630,97,630,2673.37,153.25,59.83,2025-07-26
631,155,631,4802.61,872.23,24.95,2025-08-13
632,259,632,3003.65,1285.26,40.72,2025-05-22
633,65,633,663.95,545.57,47.83,2025-10-03
634,253,634,4393.03,52.43,7.18,2025-08-10
635,117,635,756.29,563.2,38.87,2025-08-16
636,145,636,2143.09,1141.09,26.57,2025-06-01
637,119,637,4729.03,2815.73,16.1,2025-05-09
638,89,638,3338.3,2215.32,44.73,2025-05-08
639,178,639,1125.34,2652.66,33.16,2025-08-11
640,28,640,1477.05,474.65,8.07,2025-08-16
641,218,641,1209.71,1144.64,9.52,2025-06-09
642,219,642,2554.98,1417.09,51.67,2025-07-05
643,106,643,695.67,2652.36,21.45,2025-05-04
644,298,644,4563.13,2275.14,44.68,2025-09-11
645,12,645,1239.51,1031.77,5.33,2025-06-08
646,276,646,1534.51,893.41,15.61,2025-09-13
647,160,647,1080.38,100.53,17.96,2025-08-16
648,91,648,2778.6,914.09,30.44,2025-05-17
649,225,649,2291.56,543.17,33.59,2025-07-22
650,43,650,4416.36,189.57,16.93,2025-05-07
651,156,651,3471.15,2687.59,33.0,2025-05-02
652,9,652,2306.66,2682.27,40.93,2025-07-13
653,159,653,1147.8,353.08,50.34,2025-06-15
654,119,654,1367.79,1865.11,38.31,2025-08-12
655,119,655,1326.77,924.84,23.24,2025-04-12
656,28,656,3879.0,2866.82,57.09,2025-07-30
657,46,657,571.5,187.48,39.39,2025-08-22
658,23,658,2229.85,463.63,55.29,2025-05-29
659,195,659,4832.82,2206.29,29.26,2025-07-07
660,87,660,4953.2,320.2,46.73,2025-07-07
661,281,661,2147.78,1272.57,7.78,2025-04-12
662,206,662,2633.45,400.53,51.53,2025-09-15
663,263,663,2794.17,1346.33,39.76,2025-08-23
664,188,664,1434.06,454.04,20.67,2025-07-05
665,104,665,2985.9,2682.96,39.69,2025-04-14
666,94,666,4398.91,2311.89,6.27,2025-05-26
667,266,667,539.35,1169.24,32.56,2025-04-11
668,119,668,2324.01,2714.73,49.91,2025-04-21
669,45,669,581.72,2047.95,58.37,2025-07-24
670,89,670,1187.04,2162.85,37.63,2025-08-06
671,41,671,633.72,1864.6,32.9,2025-09-06
672,51,672,1761.15,2600.43,49.61,2025-06-10
673,168,673,1184.06,955.55,33.46,2025-07-05
674,143,674,4625.82,1792.81,11.44,2025-07-14
675,227,675,517.96,2068.83,24.79,2025-09-16
676,29,676,3820.52,2401.35,57.79,2025-08-24
677,92,677,3567.06,1615.88,10.09,2025-09-06
678,272,678,4453.48,2979.1,28.24,2025-04-25
679,242,679,4726.3,64.19,8.18,2025-07-20
680,32,680,4191.9,2283.4,56.14,2025-08-05
681,157,681,4711.41,717.13,18.98,2025-05-04
682,240,682,4663.75,1012.23,25.15,2025-04-16
683,286,683,3991.56,2671.25,51.29,2025-05-04
684,272,684,1970.32,512.51,7.7,2025-10-03
685,24,685,2156.97,1369.13,49.76,2025-04-18
686,13,686,3280.8,1780.07,8.04,2025-09-05
687,292,687,1648.62,2735.31,49.42,2025-08-06
688,91,688,4666.12,949.79,25.99,2025-07-12
689,139,689,2213.13,1627.18,49.09,2025-07-17
690,257,690,4125.41,2169.28,18.82,2025-06-04
691,131,691,3476.05,1633.96,44.51,2025-06-27
692,242,692,543.16,2818.64,46.78,2025-08-30
693,30,693,4472.07,1811.66,6.87,2025-07-29
694,187,694,1888.19,2223.08,58.21,2025-06-14
695,300,695,3191.99,467.17,54.58,2025-10-02
696,241,696,2213.42,2744.94,22.63,2025-04-10
697,11,697,4403.18,771.47,38.97,2025-04-14
698,298,698,1600.53,1987.79,52.71,2025-04-09
699,74,699,1492.73,2200.14,7.52,2025-09-04
700,43,700,676.57,2438.45,8.18,2025-08-14
701,283,701,666.53,2691.99,13.82,2025-07-19
702,201,702,4279.77,322.53,27.94,2025-09-22
703,162,703,2180.19,1208.83,25.55,2025-05-25
704,288,704,2446.91,1617.67,11.46,2025-06-12
705,126,705,1955.82,104.85,11.52,2025-06-20
706,121,706,2902.55,1563.56,15.25,2025-08-24
707,292,707,1470.31,977.27,19.12,2025-07-17
708,19,708,4740.09,2415.9,36.92,2025-05-20
709,242,709,4975.6,2803.64,17.46,2025-05-09
710,54,710,1319.69,1682.16,9.88,2025-07-30
711,186,711,2016.74,1154.25,12.37,2025-10-01
712,218,712,3095.19,2776.08,32.1,2025-09-07
713,36,713,596.28,1036.46,45.77,2025-08-17
714,213,714,3346.06,2942.14,58.26,2025-09-08
715,44,715,4879.25,1755.89,42.37,2025-09-17
716,296,716,923.63,2208.46,43.9,2025-07-13
717,286,717,1972.77,1980.53,43.69,2025-07-30
718,36,718,4874.22,465.17,42.87,2025-04-11
719,286,719,3947.78,469.9,29.99,2025-05-02
720,191,720,1061.06,1778.3,59.59,2025-06-12
721,90,721,2072.58,1820.82,51.41,2025-04-17
722,179,722,830.91,545.81,55.81,2025-06-06
723,213,723,1302.92,2344.16,6.08,2025-04-09
724,260,724,3328.89,917.9,16.93,2025-10-03
725,74,725,3603.8,715.17,11.28,2025-04-19
726,212,726,4707.1,1530.8,8.54,2025-07-24
727,164,727,2084.62,2480.0,22.79,2025-06-28
728,116,728,1677.49,1867.05,45.05,2025-04-14
729,116,729,3764.14,1167.59,7.48,2025-05-06
730,108,730,3428.45,2375.61,10.41,2025-05-23
731,114,731,3643.09,1524.3,37.29,2025-04-19
732,8,732,687.26,2455.34,8.37,2025-07-21
733,218,733,4666.32,899.28,57.6,2025-04-15
734,38,734,1702.47,1684.39,19.09,2025-05-15
735,219,735,1927.94,511.61,33.22,2025-04-26
736,263,736,1880.1,2494.01,40.48,2025-04-24
737,258,737,4833.08,2362.3,15.99,2025-09-14
738,284,738,2267.97,1257.07,33.41,2025-08-12
739,219,739,1598.11,2653.46,13.6,2025-06-30
740,54,740,3985.87,279.03,7.75,2025-08-25
741,210,741,3697.92,872.69,37.51,2025-05-31
742,162,742,3565.25,2241.97,30.79,2025-07-02
743,294,743,3639.24,1201.23,19.41,2025-07-02
744,280,744,3939.82,967.13,38.44,2025-09-06
745,21,745,1149.88,2133.29,11.71,2025-06-11
746,103,746,2046.96,1616.33,38.01,2025-09-04
747,174,747,1281.55,2471.01,36.39,2025-09-24
748,198,748,1709.5,2068.25,8.75,2025-05-29
749,253,749,2067.57,1702.34,31.53,2025-05-01
750,291,750,3760.61,382.21,42.59,2025-06-07
751,66,751,1583.08,979.87,31.06,2025-06-20
752,142,752,4202.86,2047.95,58.21,2025-04-27
753,167,753,1302.19,2860.87,47.96,2025-08-05
754,83,754,1141.98,957.4,25.94,2025-08-07
755,258,755,2928.49,2841.7,20.91,2025-04-20
756,137,756,3260.33,2564.15,52.38,2025-09-25
757,14,757,2949.51,876.16,42.55,2025-06-30
758,194,758,1465.52,1006.02,10.79,2025-06-26
759,187,759,4533.4,2591.59,45.16,2025-06-20
760,2,760,3410.63,1499.37,59.98,2025-09-28
761,257,761,1100.01,2322.46,8.6,2025-06-10
762,84,762,4635.84,379.62,39.1,2025-07-30
763,252,763,4209.44,2644.84,50.35,2025-08-31
764,270,764,3238.28,2420.69,40.24,2025-06-22
765,266,765,2328.59,1185.57,58.89,2025-09-05
766,129,766,3640.6,1460.15,48.95,2025-05-23
767,248,767,4884.58,1248.82,58.84,2025-04-10
768,184,768,1280.77,2737.41,14.51,2025-05-24
769,53,769,651.37,342.87,51.56,2025-09-27
770,44,770,3962.48,1012.22,12.96,2025-09-12
771,185,771,744.26,1226.14,7.2,2025-06-04
772,111,772,2833.67,1629.89,42.12,2025-05-19
773,93,773,2818.26,1311.71,49.04,2025-08-07
774,175,774,3468.39,965.75,27.99,2025-08-30
775,19,775,596.36,1094.24,7.84,2025-10-02
776,133,776,1862.16,1492.11,11.58,2025-06-07
777,288,777,4066.89,790.26,12.32,2025-07-09
778,203,778,3607.23,903.41,35.95,2025-06-20
779,187,779,3851.44,1960.55,19.98,2025-04-13
780,138,780,2676.52,2244.18,38.19,2025-05-25
781,21,781,1520.47,2229.18,13.58,2025-05-06
782,35,782,3960.51,331.3,29.02,2025-05-23
783,85,783,4155.7,1077.75,27.28,2025-10-06
784,2,784,3172.44,2361.26,49.17,2025-09-30
785,227,785,1619.74,2102.88,42.34,2025-08-13
786,156,786,3956.42,59.62,10.02,2025-07-20
787,122,787,2964.42,486.13,20.14,2025-05-13
788,2,788,2455.92,2733.28,52.33,2025-09-09
789,271,789,2576.58,2645.69,42.46,2025-08-26
790,118,790,1527.72,135.31,47.83,2025-08-31
791,94,791,2250.51,213.09,17.14,2025-07-09
792,197,792,967.98,2445.17,24.91,2025-05-01
793,191,793,4854.63,2074.99,26.16,2025-09-28
794,268,794,4983.38,2783.42,30.28,2025-06-08
795,203,795,3082.09,910.84,13.75,2025-05-30
796,104,796,1211.95,1511.63,23.9,2025-09-29
797,181,797,2676.71,1796.73,27.23,2025-09-20
798,119,798,3138.27,1239.3,51.79,2025-09-08
799,29,799,730.64,1382.13,9.34,2025-06-25
800,185,800,2342.79,2533.2,7.07,2025-08-24
801,18,801,4012.6,463.11,46.7,2025-09-13
802,74,802,1706.38,2476.54,19.6,2025-08-26
803,41,803,2398.14,2309.57,13.58,2025-04-17
804,274,804,1532.19,1486.59,40.91,2025-07-11
805,234,805,2543.5,2422.49,34.7,2025-09-05
806,231,806,3936.4,2766.94,24.3,2025-08-16
807,104,807,1651.86,1247.58,59.9,2025-09-29
808,220,808,2879.9,1321.72,21.11,2025-05-12
809,221,809,843.22,1467.08,53.54,2025-09-26
810,272,810,2405.93,2535.22,29.13,2025-08-04
811,129,811,3999.59,704.54,58.58,2025-05-05
812,117,812,2508.17,1716.08,18.54,2025-07-31
813,29,813,4971.86,157.02,45.92,2025-08-12
814,121,814,700.2,332.71,40.25,2025-08-13
815,262,815,3175.07,1911.92,14.09,2025-08-01
816,223,816,2442.53,893.81,59.17,2025-07-24
817,266,817,4738.35,2145.65,8.51,2025-07-04
818,62,818,3276.29,2749.39,47.88,2025-06-19
819,234,819,1411.71,2452.76,53.04,2025-08-11
820,210,820,3740.98,300.68,26.79,2025-08-01
821,143,821,2751.12,282.16,18.84,2025-09-09
822,103,822,2514.3,1407.05,49.84,2025-04-23
823,286,823,3880.45,2611.2,22.45,2025-09-12
824,117,824,567.69,2613.08,10.99,2025-08-18
825,2,825,3016.85,2131.84,21.54,2025-04-21
826,256,826,1228.34,2128.61,34.86,2025-08-01
827,71,827,755.77,1239.24,47.37,2025-07-05
828,188,828,3530.7,1455.08,58.2,2025-04-10
829,222,829,4274.22,2856.45,12.9,2025-08-25
830,46,830,2260.1,2569.51,49.29,2025-04-20
831,296,831,4871.17,311.01,27.53,2025-07-05
832,256,832,1356.2,920.41,56.1,2025-05-22
833,153,833,4641.11,2075.94,6.74,2025-09-28
834,262,834,4652.7,118.93,24.4,2025-09-08
835,109,835,2574.78,1276.57,32.52,2025-08-20
836,285,836,4841.87,2254.08,21.45,2025-09-13
837,95,837,3388.59,1363.05,22.02,2025-07-31
838,296,838,2355.63,1809.13,57.89,2025-07-18
839,84,839,876.74,735.0,9.92,2025-06-19
840,74,840,601.24,1182.61,27.87,2025-04-11
841,272,841,825.23,894.55,48.18,2025-04-10
842,201,842,687.06,2858.04,20.81,2025-07-03
843,285,843,2875.22,2446.63,53.34,2025-08-13
844,76,844,2325.59,2845.31,43.5,2025-05-22
845,255,845,521.17,328.84,45.13,2025-06-08
846,191,846,4012.95,2718.0,7.25,2025-05-09
847,122,847,2205.02,1364.81,16.91,2025-10-08
848,56,848,4114.28,1725.54,17.86,2025-09-26
849,4,849,2144.54,1991.66,53.4,2025-09-21
850,293,850,4095.65,1504.96,6.92,2025-09-27
851,196,851,2268.32,1219.03,13.83,2025-10-03
852,220,852,3950.68,1808.74,35.72,2025-08-04
853,200,853,1361.48,2939.78,46.85,2025-04-19
854,7,854,4151.64,1714.96,40.6,2025-09-09
855,85,855,1157.76,1183.98,10.88,2025-06-18
856,180,856,4652.88,922.46,18.41,2025-07-18
857,108,857,4681.28,1931.64,20.17,2025-09-21
858,255,858,1392.81,2011.92,30.26,2025-04-29
859,161,859,1082.01,1508.32,22.7,2025-08-24
860,201,860,4290.45,1535.04,28.13,2025-05-31
861,62,861,1177.57,1098.6,20.19,2025-04-17
862,143,862,2697.33,2207.51,53.3,2025-06-29
863,5,863,2274.75,1651.52,22.5,2025-06-13
864,42,864,4095.89,1135.21,44.07,2025-09-12
865,264,865,3891.74,2123.94,19.81,2025-07-19
866,257,866,1121.38,2145.68,39.4,2025-08-04
867,229,867,2708.23,2402.14,34.96,2025-09-02
868,134,868,2220.19,1854.02,31.07,2025-04-29
869,72,869,1324.23,617.16,43.58,2025-05-01
870,20,870,1868.72,143.44,47.97,2025-04-25
871,52,871,837.01,2403.09,54.5,2025-06-28
872,282,872,1481.55,1035.57,26.26,2025-06-26
873,168,873,1682.44,713.76,59.44,2025-04-15
874,184,874,4232.75,2172.21,42.78,2025-07-10
875,263,875,3294.49,115.27,38.5,2025-07-25
876,190,876,695.34,1018.45,20.77,2025-08-18
877,207,877,1087.61,1613.63,17.85,2025-07-27
878,46,878,1390.81,2820.24,43.66,2025-05-26
879,250,879,1206.99,2002.57,9.42,2025-06-03
880,185,880,4738.78,1265.65,41.66,2025-08-05
881,299,881,1719.53,1177.66,41.96,2025-07-25
882,75,882,3775.92,180.73,25.73,2025-06-22
883,178,883,4084.75,2055.52,12.01,2025-04-11
884,193,884,2733.4,1015.46,46.06,2025-09-02
885,122,885,2140.26,1106.89,57.87,2025-09-27
886,166,886,2332.55,602.11,13.98,2025-07-11
887,72,887,756.17,1051.25,30.34,2025-07-23
888,171,888,4941.42,461.14,57.33,2025-09-15
889,251,889,2459.03,493.01,33.68,2025-08-26
890,45,890,2302.84,2410.77,45.28,2025-10-03
891,49,891,3715.01,323.64,37.6,2025-08-27
892,222,892,4884.57,961.29,51.33,2025-07-20
893,237,893,2981.13,1958.43,22.76,2025-06-13
894,160,894,2780.53,2063.9,20.75,2025-05-20
895,195,895,4914.88,2048.46,40.55,2025-05-17
896,197,896,1745.66,627.45,27.88,2025-07-18
897,286,897,3168.57,1737.92,8.33,2025-08-06
898,269,898,3754.44,2706.82,46.47,2025-09-02
899,232,899,3994.81,1260.1,38.72,2025-07-26
900,263,900,4213.26,284.83,9.6,2025-06-05
901,135,901,2104.05,723.61,41.8,2025-07-06
902,102,902,1495.72,2698.85,24.47,2025-08-25
903,150,903,3096.66,2472.9,44.28,2025-07-29
904,196,904,2791.74,1796.65,35.64,2025-09-23
905,151,905,3748.8,158.86,11.15,2025-08-15
906,42,906,2369.03,1985.26,31.35,2025-07-09
907,206,907,1333.74,2233.95,44.76,2025-09-04
908,151,908,1236.15,287.07,5.11,2025-08-28
909,118,909,1628.83,294.06,44.66,2025-09-08
910,101,910,4041.41,423.87,59.23,2025-08-27
911,82,911,3094.46,1673.3,49.4,2025-06-21
912,149,912,1859.8,1068.82,8.37,2025-04-29
913,247,913,3530.77,1916.41,26.17,2025-09-06
914,71,914,1423.6,1625.31,56.33,2025-07-23
915,237,915,1690.03,2913.76,42.47,2025-10-02
916,121,916,4754.16,942.97,58.37,2025-07-19
917,209,917,4404.68,1811.47,35.67,2025-05-19
918,221,918,3605.56,585.63,54.87,2025-10-04
919,33,919,4337.16,1240.69,10.89,2025-05-24
920,46,920,3942.21,2180.64,55.63,2025-04-12
921,215,921,2715.53,913.49,6.04,2025-06-09
922,229,922,4651.23,2348.75,59.32,2025-08-17
923,31,923,1677.97,1931.21,19.28,2025-10-08
924,215,924,3243.38,108.13,17.3,2025-10-02
925,122,925,1965.25,1211.24,31.39,2025-05-12
926,104,926,2045.42,2293.45,58.26,2025-08-24
927,204,927,3097.55,280.46,58.37,2025-05-30
928,239,928,2090.02,385.07,26.38,2025-09-16
929,124,929,1804.84,2746.93,25.17,2025-04-29
930,259,930,807.23,2661.78,18.69,2025-07-24
931,10,931,1482.64,2335.76,45.12,2025-08-26
932,276,932,603.49,896.82,22.06,2025-07-18
933,26,933,4856.18,2413.8,8.38,2025-04-21
934,8,934,3916.31,2919.4,34.76,2025-07-26
935,3,935,2038.56,1390.43,58.0,2025-07-10
936,139,936,1286.41,309.65,47.58,2025-07-15
937,139,937,4863.67,1037.92,5.35,2025-06-01
938,210,938,1942.49,975.03,5.55,2025-05-04
939,140,939,3616.71,1317.78,39.66,2025-07-04
940,38,940,2434.25,563.78,44.67,2025-07-02
941,96,941,3912.49,421.87,34.1,2025-07-28
942,47,942,3133.18,1296.88,21.48,2025-09-30
943,223,943,4128.88,905.78,15.52,2025-05-07
944,201,944,2514.81,2344.73,23.72,2025-09-18
945,99,945,3041.92,2480.0,8.84,2025-10-01
946,138,946,3656.93,1829.34,9.95,2025-07-11
947,199,947,1356.17,531.15,18.89,2025-08-26
948,253,948,1137.55,112.96,51.64,2025-07-22
949,179,949,2941.67,285.08,16.62,2025-04-23
950,30,950,2321.87,2247.17,9.76,2025-09-06
951,125,951,2710.38,767.51,51.07,2025-10-06
952,131,952,687.99,1473.4,9.72,2025-04-12
953,294,953,2505.62,1314.28,31.85,2025-07-18
954,197,954,974.46,1546.68,17.63,2025-06-24
955,196,955,679.99,1984.64,30.79,2025-05-23
956,62,956,2438.5,675.68,33.31,2025-04-19
957,179,957,1345.57,2219.77,30.81,2025-09-14
958,268,958,654.01,2372.47,35.0,2025-05-16
959,176,959,3929.38,2801.62,27.68,2025-08-20
960,62,960,3561.49,233.18,5.2,2025-04-10
961,146,961,4094.51,2185.84,53.09,2025-04-18
962,92,962,3605.0,1852.39,36.21,2025-05-12
963,32,963,4803.92,1031.02,55.05,2025-04-20
964,59,964,1416.06,1040.0,9.07,2025-05-17
965,47,965,4301.15,1860.07,27.92,2025-09-13
966,177,966,3452.3,2006.47,41.05,2025-05-14
967,52,967,2279.46,212.07,59.98,2025-10-08
968,210,968,4669.78,612.08,35.98,2025-07-01
969,268,969,697.36,2489.19,54.17,2025-07-27
970,179,970,587.86,980.25,26.85,2025-08-07
971,66,971,2375.16,2877.83,18.69,2025-04-15
972,147,972,820.53,275.36,29.66,2025-06-28
973,282,973,3216.82,2938.65,35.01,2025-05-14
974,151,974,2142.77,2110.01,15.66,2025-07-17
975,192,975,4524.79,2348.18,11.83,2025-10-01
976,111,976,1623.71,1315.16,49.47,2025-08-25
977,38,977,589.32,1429.37,36.02,2025-05-20
978,153,978,1558.19,1140.7,19.47,2025-05-07
979,16,979,3951.18,125.62,7.61,2025-10-04
980,217,980,1438.54,341.9,39.53,2025-07-21
981,39,981,2431.62,2483.29,42.44,2025-06-26
982,185,982,3320.04,2960.99,18.77,2025-07-28
983,13,983,3866.99,2226.27,21.55,2025-08-18
984,274,984,3511.61,96.27,53.7,2025-09-09
985,90,985,1922.21,1043.52,51.78,2025-04-25
986,18,986,3355.45,2628.43,42.82,2025-07-02
987,160,987,4638.47,729.66,13.42,2025-04-24
988,49,988,2053.36,526.04,57.89,2025-08-15
989,231,989,1440.29,2827.83,32.62,2025-07-04
990,32,990,2852.72,164.06,43.9,2025-06-18
991,57,991,2859.0,1864.78,54.23,2025-05-16
992,65,992,3619.99,1616.82,38.51,2025-09-14
993,110,993,2872.37,1109.41,56.64,2025-08-13
994,60,994,4850.09,1122.82,38.26,2025-06-17
995,41,995,4069.89,2335.84,48.05,2025-08-10
996,163,996,4217.97,434.81,49.25,2025-06-06
997,142,997,2604.73,300.14,15.89,2025-07-01
998,131,998,4907.43,1596.74,41.52,2025-06-17
999,297,999,3715.19,803.83,39.29,2025-05-27
1000,76,1000,2310.59,981.61,38.31,2025-07-25
1001,84,1001,1433.86,1057.65,21.97,2025-08-20
1002,261,1002,1571.11,1257.48,9.9,2025-04-28
1003,139,1003,928.41,933.32,37.09,2025-07-12
1004,65,1004,4004.79,2519.91,15.36,2025-09-18
1005,6,1005,3452.24,261.61,21.94,2025-05-24
1006,156,1006,3093.2,1188.57,22.09,2025-06-02
1007,99,1007,3688.18,2825.39,13.92,2025-05-29
1008,173,1008,674.22,1601.46,38.02,2025-05-04
1009,261,1009,1300.29,255.85,41.21,2025-08-25
1010,192,1010,528.57,2619.11,29.82,2025-09-01
1011,65,1011,2250.15,199.76,8.14,2025-10-04
1012,38,1012,4725.16,654.98,28.59,2025-09-26
1013,184,1013,4279.83,2138.7,34.3,2025-07-24
1014,190,1014,2402.33,1929.55,6.15,2025-08-30
1015,54,1015,1319.63,2477.66,53.42,2025-06-18
1016,168,1016,4207.31,2303.2,43.68,2025-06-16
1017,176,1017,2585.07,148.34,6.7,2025-05-17
1018,35,1018,1759.13,682.4,35.03,2025-08-17
1019,187,1019,2107.96,1819.81,20.61,2025-05-08
1020,221,1020,3959.37,1639.19,27.62,2025-06-16
1021,220,1021,4079.81,2802.69,38.72,2025-06-12
1022,49,1022,2918.98,399.78,27.32,2025-09-14
1023,199,1023,3357.67,290.78,10.82,2025-06-21
1024,77,1024,1011.84,1558.19,17.81,2025-09-14
1025,208,1025,3650.89,2298.33,28.45,2025-07-05
1026,160,1026,3250.27,2491.03,42.58,2025-07-02
1027,246,1027,1625.79,2695.74,9.75,2025-04-12
1028,1,1028,2871.01,2959.61,17.36,2025-06-12
1029,94,1029,2200.45,1621.69,8.62,2025-07-08
1030,187,1030,2613.06,2720.63,6.11,2025-08-22
1031,259,1031,1024.31,2744.84,17.1,2025-04-29
1032,91,1032,1308.43,133.07,5.66,2025-07-13
1033,266,1033,3244.15,1895.7,51.93,2025-05-27
1034,49,1034,1267.44,1893.36,52.54,2025-06-16
1035,222,1035,3008.07,1181.75,26.05,2025-07-26
1036,155,1036,3502.09,1456.36,52.22,2025-07-27
1037,70,1037,576.76,1119.52,32.42,2025-07-30
1038,177,1038,4226.58,1230.4,10.51,2025-04-27
1039,206,1039,2435.91,146.34,25.13,2025-08-10
1040,103,1040,4089.42,2142.66,13.03,2025-06-18
1041,30,1041,1398.03,1125.52,43.97,2025-07-24
1042,38,1042,4735.06,2659.43,28.79,2025-08-21
1043,60,1043,2977.23,1447.93,32.44,2025-04-29
1044,75,1044,3235.43,1492.91,22.73,2025-08-02
1045,93,1045,2775.75,1065.68,58.85,2025-05-14
1046,38,1046,3885.89,2403.03,18.69,2025-07-18
