shipping_id,order_id,shipping_cost,shipping_date,shipping_method
733,733,460.45,2025-04-30,Overnight
734,734,71.6,2025-06-18,Overnight
735,735,26.9,2025-07-03,Overnight
736,736,392.12,2025-07-17,Standard
737,737,57.03,2025-06-28,Standard
738,738,231.69,2025-10-03,Standard
739,739,340.47,2025-08-08,Express
740,740,293.42,2025-08-16,Standard
741,741,190.07,2025-06-20,Express
742,742,327.8,2025-07-12,Standard
743,743,328.66,2025-08-14,Overnight
744,744,97.01,2025-04-25,Overnight
745,745,341.11,2025-06-24,Express
746,746,211.35,2025-09-07,Standard
747,747,154.49,2025-04-16,Express
748,748,192.71,2025-04-24,Overnight
749,749,471.86,2025-08-29,Express
750,750,356.94,2025-05-08,Overnight
751,751,43.6,2025-09-21,Overnight
752,752,69.9,2025-08-06,Standard
753,753,313.23,2025-05-05,Standard
754,754,465.99,2025-05-01,Overnight
755,755,355.01,2025-07-04,Overnight
756,756,304.75,2025-09-21,Overnight
757,757,320.75,2025-04-20,Standard
758,758,213.79,2025-09-12,Express
759,759,386.6,2025-05-05,Overnight
760,760,465.17,2025-09-12,Overnight
761,761,496.23,2025-04-20,Standard
762,762,60.15,2025-09-13,Express
763,763,387.78,2025-06-24,Express
764,764,344.62,2025-07-20,Overnight
765,765,327.67,2025-04-20,Standard
766,766,71.7,2025-07-17,Standard
767,767,58.77,2025-10-01,Standard
768,768,47.09,2025-06-08,Standard
769,769,149.23,2025-06-09,Standard
770,770,172.38,2025-09-26,Express
771,771,149.48,2025-05-11,Standard
772,772,355.09,2025-07-17,Standard
773,773,74.8,2025-07-25,Overnight
774,774,410.07,2025-06-18,Express
775,775,460.95,2025-05-03,Standard
776,776,162.21,2025-05-17,Standard
777,777,392.69,2025-08-20,Express
778,778,85.66,2025-04-30,Express
779,779,342.16,2025-09-01,Express
780,780,440.28,2025-09-10,Express
781,781,58.97,2025-05-23,Standard
782,782,198.21,2025-09-20,Express
783,783,68.44,2025-07-30,Express
784,784,472.85,2025-09-01,Express
785,785,101.77,2025-05-29,Overnight
786,786,121.42,2025-05-27,Overnight
787,787,97.49,2025-09-01,Express
788,788,270.51,2025-08-07,Standard
789,789,116.74,2025-04-11,Overnight
790,790,401.83,2025-09-27,Standard
791,791,50.32,2025-06-01,Overnight
792,792,484.49,2025-07-03,Standard
793,793,407.75,2025-09-20,Express
794,794,247.04,2025-04-28,Express
795,795,79.47,2025-05-20,Standard
796,796,345.14,2025-07-14,Overnight
797,797,358.25,2025-07-07,Standard
798,798,28.78,2025-09-14,Standard
799,799,31.63,2025-08-23,Express
800,800,209.74,2025-06-09,Overnight
801,801,483.13,2025-07-03,Overnight
802,802,162.84,2025-09-26,Express
803,803,376.29,2025-04-15,Standard
804,804,110.02,2025-05-05,Overnight
805,805,248.42,2025-05-19,Standard
806,806,255.05,2025-04-13,Express
807,807,482.13,2025-10-06,Overnight
808,808,390.85,2025-06-27,Standard
809,809,86.29,2025-08-04,Express
810,810,208.81,2025-06-16,Express
811,811,291.49,2025-05-12,Standard
812,812,328.42,2025-04-11,Overnight
813,813,498.24,2025-06-23,Express
814,814,416.29,2025-08-13,Standard
815,815,244.73,2025-04-16,Overnight
816,816,100.09,2025-04-15,Express
817,817,122.81,2025-06-04,Express
818,818,353.75,2025-10-02,Express
819,819,461.85,2025-08-04,Standard
820,820,89.82,2025-08-13,Overnight
821,821,497.89,2025-04-25,Express
822,822,121.15,2025-07-23,Express
823,823,129.35,2025-04-24,Standard
824,824,469.52,2025-05-12,Express
825,825,298.74,2025-04-20,Express
826,826,75.6,2025-06-12,Overnight
827,827,121.73,2025-06-08,Standard
828,828,194.82,2025-07-02,Standard
829,829,217.64,2025-05-03,Standard
830,830,375.25,2025-04-20,Standard
831,831,369.73,2025-05-16,Overnight
832,832,184.3,2025-04-17,Overnight
833,833,207.72,2025-05-18,Standard
834,834,309.31,2025-07-13,Standard
835,835,471.62,2025-05-30,Standard
836,836,135.41,2025-08-01,Express
837,837,416.38,2025-08-04,Standard
838,838,335.78,2025-06-17,Express
839,839,334.88,2025-06-29,Express
840,840,36.57,2025-07-29,Express
841,841,40.21,2025-07-21,Overnight
842,842,111.31,2025-08-17,Express
843,843,215.63,2025-09-23,Standard
844,844,401.67,2025-08-05,Express
845,845,257.38,2025-06-03,Overnight
846,846,329.12,2025-06-19,Overnight
847,847,243.9,2025-08-12,Overnight
848,848,43.14,2025-05-08,Standard
849,849,235.51,2025-07-25,Express
850,850,479.34,2025-08-08,Overnight
851,851,271.59,2025-06-19,Overnight
852,852,452.24,2025-04-09,Overnight
853,853,306.21,2025-07-28,Overnight
854,854,192.67,2025-06-24,Express
855,855,33.73,2025-06-09,Standard
856,856,101.66,2025-04-23,Standard
857,857,310.37,2025-04-23,Standard
858,858,98.27,2025-07-23,Express
859,859,185.63,2025-08-09,Standard
860,860,37.62,2025-05-03,Express
861,861,123.67,2025-06-29,Express
862,862,225.45,2025-05-08,Express
863,863,355.96,2025-09-26,Standard
864,864,65.24,2025-10-08,Express
865,865,342.65,2025-06-24,Overnight
866,866,404.0,2025-05-28,Standard
867,867,421.53,2025-09-25,Express
868,868,153.18,2025-06-18,Overnight
869,869,459.98,2025-09-12,Express
870,870,485.75,2025-09-05,Express
871,871,129.18,2025-06-01,Express
872,872,480.7,2025-08-01,Standard
873,873,107.68,2025-07-06,Express
874,874,395.54,2025-08-09,Overnight
875,875,60.18,2025-09-21,Express
876,876,499.14,2025-09-26,Overnight
877,877,172.76,2025-04-24,Overnight
878,878,151.37,2025-06-07,Standard
879,879,55.95,2025-05-29,Overnight
880,880,405.84,2025-06-25,Overnight
881,881,200.27,2025-04-16,Express
882,882,152.37,2025-06-23,Standard
883,883,426.41,2025-07-07,Express
884,884,80.51,2025-06-26,Overnight
885,885,117.92,2025-05-05,Overnight
886,886,481.39,2025-10-03,Express
887,887,228.74,2025-06-06,Standard
888,888,104.59,2025-06-01,Standard
889,889,342.0,2025-09-19,Standard
890,890,499.36,2025-09-14,Standard
891,891,187.2,2025-09-01,Standard
892,892,167.06,2025-04-14,Overnight
893,893,388.35,2025-09-25,Express
894,894,145.39,2025-04-24,Standard
895,895,493.21,2025-07-14,Overnight
896,896,118.46,2025-06-15,Express
897,897,206.63,2025-05-27,Overnight
898,898,257.4,2025-06-18,Overnight
899,899,147.95,2025-07-03,Standard
900,900,56.14,2025-08-01,Standard
901,901,228.68,2025-10-02,Express
902,902,453.83,2025-07-29,Express
903,903,221.89,2025-06-21,Standard
904,904,195.61,2025-05-02,Express
905,905,309.19,2025-04-10,Overnight
906,906,495.15,2025-09-23,Overnight
907,907,292.05,2025-09-18,Standard
908,908,290.17,2025-07-31,Standard
909,909,465.52,2025-09-19,Express
910,910,421.15,2025-09-28,Standard
911,911,169.18,2025-07-24,Express
912,912,72.92,2025-05-22,Standard
913,913,59.01,2025-07-17,Overnight
914,914,145.94,2025-06-01,Standard
915,915,427.5,2025-06-19,Express
916,916,298.0,2025-04-14,Express
917,917,149.48,2025-07-25,Express
918,918,145.2,2025-07-26,Overnight
919,919,211.88,2025-08-02,Standard
920,920,134.59,2025-04-21,Express
921,921,193.28,2025-09-11,Standard
922,922,427.92,2025-09-14,Standard
923,923,489.15,2025-07-09,Express
924,924,224.2,2025-07-18,Overnight
925,925,325.53,2025-04-13,Standard
926,926,258.08,2025-08-02,Standard
927,927,107.18,2025-05-19,Overnight
928,928,30.78,2025-07-13,Express
929,929,447.39,2025-07-22,Express
930,930,184.7,2025-07-29,Express
931,931,186.05,2025-09-29,Express
932,932,121.87,2025-06-11,Overnight
933,933,299.33,2025-05-23,Standard
934,934,448.04,2025-08-18,Express
935,935,342.3,2025-07-10,Express
936,936,232.16,2025-06-28,Standard
937,937,291.99,2025-07-29,Express
938,938,216.38,2025-07-01,Express
939,939,256.94,2025-05-04,Express
940,940,381.95,2025-07-30,Express
941,941,244.14,2025-08-27,Overnight
942,942,146.09,2025-06-20,Standard
943,943,29.27,2025-05-13,Overnight
944,944,358.09,2025-08-28,Standard
945,945,364.89,2025-10-05,Overnight
946,946,359.6,2025-08-30,Overnight
947,947,113.12,2025-08-22,Express
948,948,396.9,2025-07-06,Standard
949,949,263.99,2025-06-01,Overnight
950,950,261.27,2025-04-30,Overnight
951,951,35.06,2025-07-26,Express
952,952,380.15,2025-08-18,Standard
953,953,352.91,2025-05-23,Overnight
954,954,216.1,2025-05-31,Standard
955,955,309.71,2025-09-29,Standard
956,956,393.08,2025-07-24,Overnight
957,957,203.97,2025-07-09,Overnight
958,958,32.33,2025-08-16,Overnight
959,959,478.4,2025-09-18,Standard
960,960,146.5,2025-06-09,Standard
961,961,426.57,2025-07-27,Express
962,962,61.89,2025-05-14,Overnight
963,963,106.62,2025-07-23,Standard
964,964,365.97,2025-07-21,Standard
965,965,373.34,2025-08-21,Overnight
966,966,214.15,2025-09-09,Standard
967,967,255.27,2025-07-23,Overnight
968,968,173.63,2025-06-12,Express
969,969,277.04,2025-05-12,Overnight
970,970,254.07,2025-09-17,Express
971,971,469.91,2025-08-13,Standard
972,972,399.74,2025-08-01,Overnight
973,973,446.66,2025-05-31,Express
974,974,83.47,2025-08-14,Overnight
975,975,369.71,2025-07-28,Standard
976,976,45.83,2025-10-04,Express
977,977,129.02,2025-05-18,Overnight
978,978,297.63,2025-04-12,Standard
979,979,349.85,2025-09-30,Standard
980,980,269.47,2025-04-18,Standard
981,981,76.2,2025-06-21,Overnight
982,982,402.41,2025-08-05,Express
983,983,117.73,2025-09-15,Overnight
984,984,68.8,2025-10-08,Overnight
985,985,293.94,2025-09-02,Standard
986,986,354.31,2025-09-26,Express
987,987,29.64,2025-09-02,Standard
988,988,353.81,2025-07-22,Express
989,989,397.63,2025-08-28,Overnight
990,990,487.13,2025-07-08,Standard
991,991,363.54,2025-07-01,Overnight
992,992,63.3,2025-04-11,Overnight
993,993,427.57,2025-04-12,Express
994,994,246.91,2025-04-27,Standard
995,995,125.95,2025-09-21,Overnight
996,996,62.15,2025-06-02,Express
997,997,75.21,2025-08-18,Overnight
998,998,322.77,2025-09-02,Express
999,999,179.36,2025-09-26,Express
1000,1000,383.17,2025-06-12,Express
1001,1001,427.81,2025-07-31,Overnight
1002,1002,203.23,2025-05-03,Overnight
1003,1003,358.67,2025-06-24,Standard
1004,1004,432.05,2025-05-23,Express
1005,1005,190.99,2025-07-25,Express
1006,1006,236.33,2025-05-16,Standard
1007,1007,378.91,2025-05-20,Standard
1008,1008,56.35,2025-09-19,Overnight
1009,1009,474.34,2025-06-05,Express
1010,1010,417.6,2025-09-27,Standard
1011,1011,103.67,2025-08-17,Standard
1012,1012,304.62,2025-04-09,Overnight
1013,1013,81.65,2025-05-12,Express
1014,1014,372.01,2025-08-17,Overnight
1015,1015,410.78,2025-05-31,Express
1016,1016,254.96,2025-08-05,Overnight
1017,1017,388.71,2025-04-15,Overnight
1018,1018,236.73,2025-05-15,Standard
1019,1019,397.19,2025-06-01,Standard
1020,1020,379.4,2025-04-14,Overnight
1021,1021,372.21,2025-09-07,Overnight
1022,1022,57.2,2025-05-27,Express
1023,1023,193.21,2025-08-28,Standard
1024,1024,399.32,2025-07-11,Overnight
1025,1025,287.38,2025-05-26,Overnight
1026,1026,215.12,2025-04-30,Standard
1027,1027,187.86,2025-07-22,Express
1028,1028,139.51,2025-07-23,Overnight
1029,1029,414.09,2025-04-13,Standard
1030,1030,110.06,2025-04-28,Express
1031,1031,27.57,2025-06-21,Standard
1032,1032,277.4,2025-08-03,Express
1033,1033,485.79,2025-07-12,Overnight
1034,1034,471.24,2025-08-11,Express
1035,1035,333.77,2025-08-09,Standard
1036,1036,384.63,2025-06-24,Express
1037,1037,332.0,2025-10-02,Standard
1038,1038,225.52,2025-06-19,Express
1039,1039,271.52,2025-09-20,Overnight
1040,1040,444.87,2025-04-28,Standard
1041,1041,276.8,2025-05-06,Standard
1042,1042,358.83,2025-08-23,Overnight
1043,1043,335.24,2025-07-03,Overnight
1044,1044,79.86,2025-08-25,Express
1045,1045,329.8,2025-07-04,Express
1046,1046,180.36,2025-10-08,Express
1047,1047,218.38,2025-08-31,Standard
1048,1048,146.99,2025-10-05,Express
1049,1049,169.32,2025-04-14,Overnight
1050,1050,248.28,2025-07-21,Express
1051,1051,70.18,2025-07-13,Express
1052,1052,158.85,2025-07-27,Standard
1053,1053,443.6,2025-08-06,Express
1054,1054,421.25,2025-05-06,Overnight
1055,1055,426.56,2025-04-21,Standard
1056,1056,365.09,2025-09-18,Overnight
1057,1057,324.72,2025-07-27,Standard
1058,1058,237.66,2025-08-16,Overnight
1059,1059,189.49,2025-06-04,Standard
1060,1060,439.56,2025-07-02,Overnight
1061,1061,333.86,2025-08-03,Express
1062,1062,380.68,2025-10-02,Express
1063,1063,348.47,2025-05-08,Express
1064,1064,380.48,2025-06-12,Overnight
1065,1065,175.11,2025-09-13,Overnight
1066,1066,169.07,2025-09-15,Overnight
1067,1067,392.45,2025-05-13,Standard
1068,1068,169.97,2025-05-07,Standard
1069,1069,409.8,2025-05-30,Overnight
1070,1070,194.21,2025-04-21,Express
1071,1071,367.03,2025-09-09,Standard
1072,1072,148.87,2025-06-13,Express
1073,1073,373.21,2025-06-27,Overnight
1074,1074,487.52,2025-08-07,Overnight
1075,1075,493.9,2025-08-10,Standard
1076,1076,285.8,2025-09-09,Express
1077,1077,308.7,2025-06-27,Overnight
1078,1078,379.71,2025-07-10,Overnight
1079,1079,410.57,2025-04-19,Overnight
1080,1080,390.73,2025-09-27,Overnight
1081,1081,213.44,2025-05-06,Overnight
1082,1082,368.13,2025-08-15,Standard
1083,1083,73.13,2025-04-21,Standard
1084,1084,190.05,2025-07-15,Standard
1085,1085,28.03,2025-06-19,Standard
1086,1086,380.73,2025-07-04,Standard
1087,1087,118.38,2025-06-18,Standard
1088,1088,287.44,2025-08-24,Express
1089,1089,298.18,2025-06-11,Overnight
1090,1090,209.45,2025-06-02,Standard
1091,1091,282.2,2025-04-22,Overnight
1092,1092,306.09,2025-07-24,Standard
1093,1093,80.29,2025-04-22,Standard
1094,1094,464.97,2025-07-09,Standard
1095,1095,247.75,2025-06-13,Express
1096,1096,378.19,2025-08-04,Overnight
1097,1097,118.15,2025-06-18,Overnight
1098,1098,101.66,2025-09-09,Standard
1099,1099,288.82,2025-05-01,Overnight
1100,1100,323.4,2025-04-23,Standard
1101,1101,271.26,2025-07-14,Standard
1102,1102,475.31,2025-05-05,Overnight
1103,1103,310.29,2025-05-04,Standard
1104,1104,413.27,2025-07-17,Standard
1105,1105,88.98,2025-05-17,Overnight
1106,1106,402.04,2025-04-13,Standard
1107,1107,268.14,2025-06-30,Overnight
1108,1108,51.74,2025-06-13,Overnight
1109,1109,182.41,2025-04-12,Standard
1110,1110,83.31,2025-07-09,Overnight
1111,1111,278.31,2025-09-05,Standard
1112,1112,494.02,2025-07-29,Express
1113,1113,433.76,2025-06-10,Express
1114,1114,174.49,2025-07-22,Express
1115,1115,189.35,2025-08-26,Overnight
1116,1116,433.78,2025-04-13,Express
1117,1117,268.99,2025-08-03,Standard
1118,1118,79.97,2025-08-12,Overnight
1119,1119,448.62,2025-05-08,Standard
1120,1120,235.73,2025-04-11,Express
1121,1121,66.44,2025-09-29,Express
1122,1122,399.67,2025-09-20,Standard
1123,1123,406.38,2025-04-22,Express
1124,1124,20.51,2025-07-30,Express
1125,1125,88.92,2025-04-20,Overnight
1126,1126,84.15,2025-10-02,Overnight
1127,1127,174.79,2025-09-09,Standard
1128,1128,449.98,2025-09-12,Overnight
1129,1129,183.92,2025-07-25,Express
1130,1130,472.28,2025-05-08,Standard
1131,1131,348.64,2025-09-15,Standard
1132,1132,287.48,2025-09-06,Overnight
1133,1133,196.26,2025-09-18,Overnight
1134,1134,157.8,2025-09-16,Standard
1135,1135,402.55,2025-09-13,Express
1136,1136,448.83,2025-08-07,Standard
1137,1137,165.02,2025-05-20,Express
1138,1138,39.87,2025-09-26,Standard
1139,1139,60.25,2025-07-06,Standard
1140,1140,203.21,2025-08-17,Standard
1141,1141,288.12,2025-06-28,Overnight
1142,1142,110.09,2025-04-11,Express
1143,1143,292.99,2025-09-26,Standard
1144,1144,395.46,2025-06-21,Overnight
1145,1145,187.15,2025-07-15,Standard
1146,1146,391.0,2025-07-16,Express
1147,1147,247.56,2025-09-09,Express
1148,1148,344.84,2025-08-13,Express
1149,1149,470.14,2025-08-31,Overnight
1150,1150,379.72,2025-08-31,Overnight
1151,1151,497.33,2025-07-28,Express
1152,1152,385.65,2025-04-12,Overnight
1153,1153,357.3,2025-06-12,Standard
1154,1154,343.83,2025-04-20,Express
1155,1155,372.3,2025-07-25,Standard
1156,1156,121.1,2025-07-11,Express
1157,1157,350.4,2025-07-03,Express
1158,1158,107.2,2025-07-23,Standard
1159,1159,300.88,2025-07-05,Express
1160,1160,149.73,2025-06-24,Overnight
1161,1161,26.1,2025-07-04,Express
1162,1162,322.8,2025-05-28,Overnight
1163,1163,425.63,2025-07-09,Express
1164,1164,241.28,2025-05-18,Overnight
1165,1165,155.26,2025-08-13,Overnight
1166,1166,76.93,2025-10-04,Standard
1167,1167,121.26,2025-04-14,Overnight
1168,1168,452.91,2025-09-18,Standard
1169,1169,482.7,2025-04-24,Overnight
1170,1170,458.23,2025-09-04,Overnight
1171,1171,276.51,2025-05-09,Express
1172,1172,244.86,2025-08-15,Overnight
1173,1173,62.63,2025-07-28,Standard
1174,1174,334.18,2025-08-11,Overnight
1175,1175,300.03,2025-06-27,Overnight
1176,1176,158.47,2025-07-31,Express
1177,1177,206.39,2025-06-09,Overnight
1178,1178,490.21,2025-04-15,Express
1179,1179,285.85,2025-04-24,Express
1180,1180,338.26,2025-07-30,Express
1181,1181,437.07,2025-09-10,Standard
1182,1182,449.05,2025-06-18,Overnight
1183,1183,124.58,2025-07-24,Overnight
1184,1184,273.8,2025-07-06,Express
1185,1185,289.1,2025-08-25,Express
1186,1186,315.51,2025-04-26,Overnight
1187,1187,339.73,2025-06-28,Express
1188,1188,31.55,2025-07-06,Standard
1189,1189,404.79,2025-07-30,Express
1190,1190,112.21,2025-06-16,Express
1191,1191,381.03,2025-08-15,Overnight
1192,1192,368.64,2025-05-26,Overnight
1193,1193,165.56,2025-05-01,Standard
1194,1194,243.72,2025-05-30,Express
1195,1195,208.55,2025-07-29,Standard
1196,1196,408.16,2025-04-11,Overnight
1197,1197,324.78,2025-04-28,Overnight
1198,1198,355.3,2025-06-20,Express
1199,1199,75.82,2025-09-14,Standard
1200,1200,77.38,2025-08-29,Standard
1201,1201,60.54,2025-09-07,Standard
1202,1202,451.83,2025-04-26,Standard
1203,1203,202.7,2025-09-13,Standard
1204,1204,317.4,2025-09-01,Overnight
1205,1205,334.18,2025-10-07,Standard
1206,1206,112.87,2025-09-23,Express
1207,1207,61.79,2025-04-11,Overnight
1208,1208,422.04,2025-05-07,Express
1209,1209,131.92,2025-06-11,Standard
1210,1210,266.8,2025-09-18,Overnight
1211,1211,63.64,2025-06-03,Overnight
1212,1212,276.56,2025-08-22,Overnight
1213,1213,156.07,2025-09-20,Overnight
1214,1214,41.42,2025-06-05,Standard
1215,1215,86.5,2025-05-18,Standard
1216,1216,189.16,2025-07-26,Express
1217,1217,259.78,2025-07-06,Standard
1218,1218,143.45,2025-05-11,Express
1219,1219,46.24,2025-06-08,Standard
1220,1220,271.34,2025-09-09,Standard
1221,1221,215.11,2025-09-04,Overnight
1222,1222,359.27,2025-08-13,Standard
1223,1223,365.68,2025-04-26,Express
1224,1224,320.38,2025-07-04,Overnight
1225,1225,62.46,2025-05-29,Express
1226,1226,168.07,2025-04-30,Standard
1227,1227,451.98,2025-04-21,Overnight
1228,1228,487.18,2025-07-05,Express
1229,1229,384.4,2025-09-28,Standard
1230,1230,26.04,2025-06-10,Overnight
1231,1231,481.57,2025-05-23,Overnight
1232,1232,352.37,2025-04-14,Standard
1233,1233,167.35,2025-06-14,Overnight
1234,1234,449.72,2025-05-29,Overnight
1235,1235,345.62,2025-05-23,Express
1236,1236,51.54,2025-05-25,Standard
1237,1237,240.84,2025-10-02,Express
1238,1238,216.07,2025-10-04,Standard
1239,1239,438.16,2025-07-29,Standard
1240,1240,180.04,2025-09-14,Standard
1241,1241,208.21,2025-08-13,Standard
1242,1242,94.5,2025-09-26,Express
1243,1243,442.54,2025-07-10,Standard
1244,1244,466.36,2025-04-13,Standard
1245,1245,467.96,2025-09-05,Express
1246,1246,479.25,2025-08-16,Standard
1247,1247,232.19,2025-06-27,Express
1248,1248,111.01,2025-04-24,Standard
1249,1249,297.5,2025-05-19,Standard
1250,1250,297.43,2025-08-12,Express
1251,1251,449.68,2025-04-11,Standard
1252,1252,88.15,2025-05-07,Overnight
1253,1253,295.77,2025-09-21,Standard
1254,1254,124.35,2025-09-09,Standard
1255,1255,262.65,2025-06-26,Standard
1256,1256,68.62,2025-08-08,Overnight
1257,1257,89.2,2025-05-26,Standard
1258,1258,264.15,2025-09-19,Standard
1259,1259,64.95,2025-05-01,Express
1260,1260,369.76,2025-09-17,Standard
1261,1261,59.82,2025-09-06,Standard
1262,1262,376.39,2025-06-08,Overnight
1263,1263,279.6,2025-04-19,Express
1264,1264,422.27,2025-07-24,Overnight
1265,1265,215.6,2025-09-07,Overnight
1266,1266,140.24,2025-08-27,Express
1267,1267,356.74,2025-05-14,Overnight
1268,1268,61.73,2025-04-26,Overnight
1269,1269,426.97,2025-05-22,Overnight
1270,1270,148.46,2025-06-21,Standard
1271,1271,226.22,2025-05-13,Standard
1272,1272,497.03,2025-05-19,Overnight
1273,1273,53.58,2025-06-18,Overnight
1274,1274,292.35,2025-06-28,Overnight
1275,1275,192.14,2025-09-14,Express
1276,1276,385.25,2025-04-10,Overnight
1277,1277,344.01,2025-06-26,Standard
1278,1278,457.04,2025-06-27,Overnight
1279,1279,247.36,2025-04-19,Standard
1280,1280,185.92,2025-05-21,Express
1281,1281,404.89,2025-05-12,Express
1282,1282,177.72,2025-09-10,Overnight
1283,1283,32.89,2025-09-14,Overnight
1284,1284,45.09,2025-08-19,Standard
1285,1285,483.87,2025-08-21,Express
1286,1286,379.59,2025-08-26,Express
1287,1287,71.27,2025-09-19,Overnight
1288,1288,161.72,2025-04-17,Standard
1289,1289,50.95,2025-09-11,Overnight
1290,1290,388.67,2025-05-10,Express
1291,1291,40.75,2025-06-26,Express
1292,1292,225.56,2025-08-18,Overnight
1293,1293,235.79,2025-09-19,Express
1294,1294,28.57,2025-10-08,Standard
1295,1295,336.39,2025-04-13,Express
1296,1296,220.11,2025-07-16,Overnight
1297,1297,216.44,2025-08-03,Overnight
1298,1298,197.67,2025-10-08,Standard
1299,1299,280.87,2025-07-16,Overnight
1300,1300,344.56,2025-09-05,Overnight
1301,1301,261.43,2025-05-02,Standard
1302,1302,157.85,2025-05-17,Express
1303,1303,93.34,2025-05-25,Overnight
1304,1304,46.51,2025-05-02,Standard
1305,1305,449.74,2025-04-16,Overnight
1306,1306,387.9,2025-06-03,Overnight
1307,1307,243.79,2025-06-26,Standard
1308,1308,149.0,2025-07-08,Express
1309,1309,441.84,2025-07-09,Overnight
1310,1310,147.43,2025-06-27,Standard
1311,1311,341.92,2025-09-02,Express
1312,1312,249.55,2025-05-07,Overnight
1313,1313,80.39,2025-04-12,Overnight
1314,1314,35.93,2025-09-17,Standard
1315,1315,207.5,2025-04-09,Overnight
1316,1316,38.76,2025-05-26,Express
1317,1317,295.23,2025-07-09,Standard
1318,1318,408.44,2025-05-29,Express
1319,1319,438.99,2025-06-09,Express
1320,1320,481.71,2025-08-17,Standard
1321,1321,89.5,2025-08-01,Overnight
1322,1322,152.0,2025-06-24,Express
1323,1323,410.76,2025-06-13,Express
1324,1324,71.99,2025-09-30,Standard
1325,1325,335.91,2025-06-25,Standard
1326,1326,434.86,2025-09-10,Standard
1327,1327,487.97,2025-08-24,Standard
1328,1328,406.45,2025-09-26,Express
1329,1329,445.1,2025-09-25,Standard
1330,1330,232.06,2025-08-24,Express
1331,1331,64.32,2025-08-24,Standard
1332,1332,362.19,2025-07-30,Standard
1333,1333,61.74,2025-05-12,Express
1334,1334,477.48,2025-06-17,Express
1335,1335,154.37,2025-08-19,Standard
1336,1336,83.31,2025-08-13,Standard
1337,1337,105.56,2025-07-13,Standard
1338,1338,232.98,2025-09-24,Standard
1339,1339,147.12,2025-05-01,Express
1340,1340,29.83,2025-09-01,Standard
1341,1341,380.55,2025-06-14,Overnight
1342,1342,102.14,2025-08-10,Express
1343,1343,64.73,2025-10-04,Overnight
1344,1344,291.04,2025-05-12,Overnight
1345,1345,405.04,2025-04-21,Express
1346,1346,365.37,2025-05-21,Overnight
1347,1347,41.76,2025-04-27,Express
1348,1348,318.09,2025-07-29,Standard
1349,1349,334.91,2025-05-16,Overnight
1350,1350,127.7,2025-07-13,Overnight
1351,1351,361.8,2025-05-26,Express
1352,1352,489.35,2025-09-01,Standard
1353,1353,175.64,2025-09-21,Overnight
1354,1354,383.38,2025-09-08,Express
1355,1355,298.68,2025-09-15,Express
1356,1356,125.28,2025-06-03,Overnight
1357,1357,79.11,2025-05-01,Standard
1358,1358,232.07,2025-07-08,Overnight
1359,1359,322.74,2025-08-26,Express
1360,1360,76.5,2025-06-26,Express
1361,1361,266.23,2025-08-23,Express
1362,1362,381.47,2025-06-09,Express
1363,1363,471.34,2025-04-13,Express
1364,1364,326.1,2025-05-06,Overnight
1365,1365,399.49,2025-04-13,Standard
1366,1366,490.77,2025-09-09,Standard
1367,1367,128.18,2025-05-25,Standard
1368,1368,264.85,2025-09-25,Express
1369,1369,486.72,2025-09-09,Standard
1370,1370,140.84,2025-05-26,Overnight
1371,1371,281.04,2025-06-22,Overnight
1372,1372,97.32,2025-08-25,Express
1373,1373,306.86,2025-05-28,Express
1374,1374,256.43,2025-04-16,Standard
1375,1375,236.89,2025-06-01,Express
1376,1376,297.68,2025-08-03,Overnight
1377,1377,190.66,2025-07-20,Express
1378,1378,129.97,2025-06-14,Express
1379,1379,481.31,2025-09-11,Standard
1380,1380,77.74,2025-06-17,Standard
1381,1381,381.12,2025-09-13,Standard
1382,1382,389.76,2025-06-10,Standard
1383,1383,232.02,2025-05-06,Standard
1384,1384,224.58,2025-06-17,Express
1385,1385,186.2,2025-08-18,Overnight
1386,1386,170.79,2025-04-28,Overnight
1387,1387,452.37,2025-09-24,Standard
1388,1388,141.87,2025-05-21,Standard
1389,1389,52.7,2025-08-16,Standard
1390,1390,483.61,2025-07-17,Standard
1391,1391,248.7,2025-07-23,Express
1392,1392,152.36,2025-06-30,Overnight
1393,1393,284.33,2025-06-24,Express
1394,1394,20.77,2025-08-21,Express
1395,1395,222.31,2025-09-01,Standard
1396,1396,198.31,2025-06-01,Standard
1397,1397,197.56,2025-07-24,Standard
1398,1398,214.53,2025-04-23,Overnight
1399,1399,204.49,2025-07-23,Express
1400,1400,96.2,2025-06-04,Express
1401,1401,245.45,2025-07-17,Express
1402,1402,182.5,2025-08-18,Overnight
1403,1403,358.83,2025-10-05,Overnight
1404,1404,38.73,2025-07-19,Express
1405,1405,111.13,2025-05-23,Express
1406,1406,330.95,2025-10-06,Overnight
1407,1407,36.49,2025-08-01,Express
1408,1408,168.37,2025-06-12,Overnight
1409,1409,397.23,2025-09-19,Express
1410,1410,230.13,2025-04-09,Overnight
1411,1411,472.26,2025-07-20,Standard
1412,1412,161.09,2025-06-14,Overnight
1413,1413,185.88,2025-08-22,Standard
1414,1414,32.65,2025-04-12,Overnight
1415,1415,24.14,2025-07-16,Express
1416,1416,242.0,2025-08-09,Overnight
1417,1417,60.07,2025-04-29,Express
1418,1418,80.78,2025-08-13,Express
1419,1419,246.69,2025-09-02,Overnight
1420,1420,362.3,2025-05-27,Express
1421,1421,148.88,2025-06-07,Overnight
1422,1422,447.83,2025-06-23,Standard
