order_id,product_id,quantity,subtotal
ORD-000386,PROD-0241,4,1509.64
ORD-000387,PROD-0247,1,350.89
ORD-000387,PROD-0304,2,1954.28
ORD-000388,PROD-0053,2,644.82
ORD-000389,PROD-0030,3,2380.2
ORD-000390,PROD-0235,2,888.48
ORD-000391,PROD-0104,3,993.48
ORD-000392,PROD-0115,3,2079.24
ORD-000393,PROD-0291,5,1366.6
ORD-000394,PROD-0255,2,282.52
ORD-000394,PROD-0184,1,819.75
ORD-000395,PROD-0168,4,4150.04
ORD-000396,PROD-0147,1,946.45
ORD-000396,PROD-0191,4,1911.96
ORD-000396,PROD-0381,4,3276.08
ORD-000397,PROD-0266,5,926.4
ORD-000397,PROD-0378,1,994.4
ORD-000398,PROD-0212,4,4330.12
ORD-000399,PROD-0270,5,4740.65
ORD-000400,PROD-0100,4,317.64
ORD-000401,PROD-0080,1,380.13
ORD-000402,PROD-0202,2,1899.72
ORD-000402,PROD-0371,1,812.66
ORD-000403,PROD-0483,1,998.38
ORD-000404,PROD-0195,5,3778.8
ORD-000405,PROD-0197,1,898.24
ORD-000406,PROD-0316,2,1614.12
ORD-000406,PROD-0376,3,3437.28
ORD-000406,PROD-0434,4,1557.32
ORD-000407,PROD-0283,2,2317.78
ORD-000408,PROD-0387,1,16.07
ORD-000409,PROD-0176,1,124.16
ORD-000409,PROD-0358,2,1715.48
ORD-000409,PROD-0081,3,2405.82
ORD-000410,PROD-0258,3,3425.37
ORD-000411,PROD-0339,5,271.15
ORD-000412,PROD-0182,4,2140.8
ORD-000412,PROD-0140,3,320.37
ORD-000412,PROD-0243,2,1592.04
ORD-000413,PROD-0233,3,199.44
ORD-000413,PROD-0014,2,1341.1
ORD-000414,PROD-0497,5,3896.6
ORD-000414,PROD-0231,1,450.31
ORD-000415,PROD-0497,5,3896.6
ORD-000416,PROD-0009,2,1389.88
ORD-000416,PROD-0086,4,3169.32
ORD-000416,PROD-0389,4,2257.12
ORD-000417,PROD-0204,2,1622.86
ORD-000417,PROD-0045,1,1182.44
ORD-000417,PROD-0042,1,970.59
ORD-000418,PROD-0116,4,2850.24
ORD-000419,PROD-0267,4,4715.8
ORD-000420,PROD-0303,3,2101.11
ORD-000420,PROD-0261,3,2278.53
ORD-000420,PROD-0265,1,1091.31
ORD-000421,PROD-0472,4,2510.88
ORD-000421,PROD-0409,4,1392.28
ORD-000421,PROD-0003,1,283.03
ORD-000421,PROD-0228,4,1998.04
ORD-000422,PROD-0305,2,1519.84
ORD-000422,PROD-0415,2,837.32
ORD-000422,PROD-0418,1,1047.29
ORD-000423,PROD-0217,1,1185.1
ORD-000423,PROD-0019,3,1784.25
ORD-000424,PROD-0498,3,640.41
ORD-000425,PROD-0339,5,271.15
ORD-000426,PROD-0056,4,1786.32
ORD-000427,PROD-0449,1,1102.07
ORD-000427,PROD-0160,5,5219.45
ORD-000427,PROD-0356,5,2378.55
ORD-000428,PROD-0491,5,3076.3
ORD-000428,PROD-0245,4,2346.12
ORD-000429,PROD-0254,2,1792.48
ORD-000430,PROD-0497,2,1558.64
ORD-000430,PROD-0428,5,1998.3
ORD-000430,PROD-0079,4,3225.6
ORD-000431,PROD-0491,2,1230.52
ORD-000431,PROD-0141,5,4749.7
ORD-000431,PROD-0103,1,898.28
ORD-000431,PROD-0459,4,4460.04
ORD-000432,PROD-0329,1,667.06
ORD-000433,PROD-0368,1,735.72
ORD-000434,PROD-0206,2,1561.68
ORD-000435,PROD-0340,3,963.78
ORD-000435,PROD-0185,4,2982.2
ORD-000435,PROD-0003,2,566.06
ORD-000436,PROD-0203,4,3600.28
ORD-000436,PROD-0489,5,3890.8
ORD-000437,PROD-0089,4,2196.88
ORD-000437,PROD-0028,1,291.15
ORD-000438,PROD-0213,1,1139.07
ORD-000439,PROD-0486,1,643.57
ORD-000440,PROD-0156,4,4652.08
ORD-000440,PROD-0427,5,5807.5
ORD-000441,PROD-0478,2,776.38
ORD-000442,PROD-0126,4,3371.64
ORD-000442,PROD-0439,3,839.61
ORD-000442,PROD-0497,3,2337.96
ORD-000443,PROD-0450,2,1958.36
ORD-000443,PROD-0011,4,3058.56
ORD-000444,PROD-0327,2,2226.3
ORD-000445,PROD-0217,5,5925.5
ORD-000445,PROD-0097,3,999.42
ORD-000446,PROD-0429,2,1741.76
ORD-000447,PROD-0072,5,2114.2
ORD-000447,PROD-0077,4,572.8
ORD-000447,PROD-0413,4,4698.32
ORD-000447,PROD-0467,1,888.89
ORD-000448,PROD-0320,5,4584.45
ORD-000448,PROD-0165,2,2273.48
ORD-000449,PROD-0267,3,3536.85
ORD-000450,PROD-0453,1,455.72
ORD-000450,PROD-0039,3,2429.01
ORD-000450,PROD-0401,2,1265.96
ORD-000451,PROD-0044,3,1740.66
ORD-000452,PROD-0272,4,1613.48
ORD-000452,PROD-0476,5,2010.0
ORD-000453,PROD-0374,3,2542.38
ORD-000454,PROD-0371,4,3250.64
ORD-000455,PROD-0275,1,1196.61
ORD-000456,PROD-0497,5,3896.6
ORD-000456,PROD-0101,5,141.7
ORD-000457,PROD-0330,2,2123.34
ORD-000457,PROD-0131,4,1315.0
ORD-000458,PROD-0494,4,3993.68
ORD-000458,PROD-0007,2,1452.9
ORD-000458,PROD-0364,5,3481.4
ORD-000458,PROD-0218,2,325.0
ORD-000459,PROD-0486,5,3217.85
ORD-000460,PROD-0186,4,3069.2
ORD-000460,PROD-0490,2,802.52
ORD-000461,PROD-0287,2,2242.96
ORD-000461,PROD-0262,4,1503.76
ORD-000461,PROD-0115,2,1386.16
ORD-000461,PROD-0410,1,1156.72
ORD-000462,PROD-0118,4,1679.64
ORD-000462,PROD-0181,3,2692.17
ORD-000463,PROD-0230,1,85.22
ORD-000464,PROD-0367,2,759.72
ORD-000465,PROD-0375,3,995.34
ORD-000466,PROD-0059,5,5341.05
ORD-000467,PROD-0107,1,167.16
ORD-000467,PROD-0007,2,1452.9
ORD-000467,PROD-0215,1,250.22
ORD-000468,PROD-0271,2,933.88
ORD-000468,PROD-0002,2,2142.3
ORD-000469,PROD-0295,1,510.79
ORD-000469,PROD-0223,5,2572.0
ORD-000469,PROD-0073,5,1178.95
ORD-000470,PROD-0461,4,3481.52
ORD-000471,PROD-0001,3,2673.45
ORD-000472,PROD-0136,5,4192.05
ORD-000473,PROD-0052,3,1889.19
ORD-000473,PROD-0374,1,847.46
ORD-000474,PROD-0301,2,114.04
ORD-000474,PROD-0152,1,1067.86
ORD-000475,PROD-0213,1,1139.07
ORD-000475,PROD-0375,2,663.56
ORD-000475,PROD-0063,3,1598.97
ORD-000475,PROD-0429,2,1741.76
ORD-000476,PROD-0167,5,3318.8
ORD-000476,PROD-0429,5,4354.4
ORD-000476,PROD-0099,4,3396.68
ORD-000477,PROD-0436,3,1698.12
ORD-000477,PROD-0255,4,565.04
ORD-000477,PROD-0090,3,1787.34
ORD-000477,PROD-0383,2,2313.76
ORD-000478,PROD-0419,3,793.92
ORD-000478,PROD-0164,5,106.7
ORD-000479,PROD-0091,4,4252.52
ORD-000479,PROD-0021,2,1274.58
ORD-000480,PROD-0494,3,2995.26
ORD-000481,PROD-0279,4,1629.72
ORD-000482,PROD-0360,3,3035.73
ORD-000483,PROD-0181,5,4486.95
ORD-000483,PROD-0209,4,3493.16
ORD-000484,PROD-0304,5,4885.7
ORD-000484,PROD-0115,1,693.08
ORD-000485,PROD-0167,1,663.76
ORD-000485,PROD-0045,4,4729.76
ORD-000485,PROD-0001,5,4455.75
ORD-000486,PROD-0338,2,419.16
ORD-000486,PROD-0093,1,962.69
ORD-000486,PROD-0398,2,537.82
ORD-000487,PROD-0101,3,85.02
ORD-000487,PROD-0235,4,1776.96
ORD-000487,PROD-0349,1,562.84
ORD-000488,PROD-0463,1,1162.86
ORD-000489,PROD-0325,3,2920.68
ORD-000490,PROD-0452,5,3931.05
ORD-000490,PROD-0347,3,3113.04
ORD-000491,PROD-0393,3,3534.33
ORD-000491,PROD-0398,2,537.82
ORD-000492,PROD-0003,4,1132.12
ORD-000493,PROD-0462,3,847.23
ORD-000494,PROD-0425,2,909.74
ORD-000494,PROD-0381,4,3276.08
ORD-000495,PROD-0232,3,2417.01
ORD-000496,PROD-0334,5,5466.5
ORD-000497,PROD-0187,5,5409.75
ORD-000497,PROD-0438,3,3366.12
ORD-000497,PROD-0231,5,2251.55
ORD-000497,PROD-0388,2,2373.94
ORD-000498,PROD-0422,2,998.4
ORD-000498,PROD-0157,1,1029.99
ORD-000499,PROD-0431,4,2691.32
ORD-000499,PROD-0239,4,2727.0
ORD-000499,PROD-0049,2,386.26
ORD-000500,PROD-0299,2,1597.84
ORD-000501,PROD-0097,4,1332.56
ORD-000502,PROD-0115,1,693.08
ORD-000502,PROD-0392,2,1986.5
ORD-000503,PROD-0161,3,2726.85
ORD-000504,PROD-0496,2,772.2
ORD-000505,PROD-0300,2,1222.52
ORD-000505,PROD-0364,3,2088.84
ORD-000505,PROD-0161,3,2726.85
ORD-000506,PROD-0241,3,1132.23
ORD-000507,PROD-0241,4,1509.64
ORD-000508,PROD-0076,4,2871.6
ORD-000508,PROD-0347,1,1037.68
ORD-000508,PROD-0432,4,1032.44
ORD-000508,PROD-0167,1,663.76
ORD-000509,PROD-0336,1,304.47
ORD-000509,PROD-0187,4,4327.8
ORD-000510,PROD-0190,3,1301.88
ORD-000510,PROD-0166,3,1839.3
ORD-000510,PROD-0298,3,1059.21
ORD-000511,PROD-0250,5,5176.1
ORD-000512,PROD-0440,2,816.78
ORD-000513,PROD-0356,2,951.42
ORD-000513,PROD-0205,5,1347.65
ORD-000514,PROD-0352,2,29.54
ORD-000515,PROD-0235,5,2221.2
ORD-000516,PROD-0348,1,1120.83
ORD-000516,PROD-0089,1,549.22
ORD-000516,PROD-0029,2,1171.52
ORD-000516,PROD-0300,2,1222.52
ORD-000517,PROD-0468,1,435.1
ORD-000517,PROD-0196,2,89.74
ORD-000517,PROD-0373,1,1130.08
ORD-000518,PROD-0081,5,4009.7
ORD-000518,PROD-0471,4,1998.0
ORD-000519,PROD-0044,2,1160.44
ORD-000520,PROD-0238,4,3378.92
ORD-000521,PROD-0377,5,2094.5
ORD-000522,PROD-0082,5,2537.15
ORD-000523,PROD-0284,1,1136.82
ORD-000523,PROD-0462,3,847.23
ORD-000523,PROD-0133,4,2334.48
ORD-000523,PROD-0361,4,3407.76
ORD-000524,PROD-0291,4,1093.28
ORD-000525,PROD-0132,3,2678.22
ORD-000525,PROD-0091,3,3189.39
ORD-000526,PROD-0275,3,3589.83
ORD-000526,PROD-0008,4,396.68
ORD-000527,PROD-0235,1,444.24
ORD-000528,PROD-0205,5,1347.65
ORD-000529,PROD-0388,4,4747.88
ORD-000529,PROD-0132,1,892.74
ORD-000530,PROD-0018,3,2110.74
ORD-000530,PROD-0199,4,4644.08
ORD-000530,PROD-0278,5,3058.45
ORD-000531,PROD-0296,3,1520.07
ORD-000531,PROD-0326,1,662.25
ORD-000531,PROD-0074,4,3086.28
ORD-000531,PROD-0299,5,3994.6
ORD-000532,PROD-0122,3,1681.56
ORD-000532,PROD-0345,3,483.81
ORD-000533,PROD-0285,3,1817.91
ORD-000533,PROD-0285,1,605.97
ORD-000533,PROD-0268,4,2112.48
ORD-000533,PROD-0002,1,1071.15
ORD-000534,PROD-0246,4,56.76
ORD-000535,PROD-0116,4,2850.24
ORD-000536,PROD-0151,4,4526.0
ORD-000536,PROD-0043,1,1162.95
ORD-000537,PROD-0055,4,1038.88
ORD-000538,PROD-0341,3,1800.48
ORD-000539,PROD-0346,2,302.82
ORD-000540,PROD-0335,3,595.65
ORD-000540,PROD-0328,2,2364.46
ORD-000541,PROD-0086,3,2376.99
ORD-000541,PROD-0078,4,28.08
ORD-000541,PROD-0340,5,1606.3
ORD-000542,PROD-0058,3,1088.28
ORD-000543,PROD-0460,2,1628.12
ORD-000544,PROD-0203,5,4500.35
ORD-000544,PROD-0395,5,3447.95
ORD-000545,PROD-0393,1,1178.11
ORD-000546,PROD-0371,4,3250.64
ORD-000547,PROD-0420,3,2939.58
ORD-000548,PROD-0014,5,3352.75
ORD-000549,PROD-0163,2,2335.82
ORD-000549,PROD-0499,4,3030.24
ORD-000550,PROD-0266,3,555.84
ORD-000550,PROD-0410,1,1156.72
ORD-000550,PROD-0493,5,2086.2
ORD-000551,PROD-0040,2,1923.42
ORD-000551,PROD-0183,5,1777.85
ORD-000551,PROD-0211,1,536.41
ORD-000552,PROD-0436,5,2830.2
ORD-000552,PROD-0005,1,911.77
ORD-000553,PROD-0486,4,2574.28
ORD-000553,PROD-0340,2,642.52
ORD-000554,PROD-0475,4,2858.4
ORD-000554,PROD-0472,5,3138.6
ORD-000554,PROD-0443,1,45.42
ORD-000555,PROD-0277,3,1758.27
ORD-000555,PROD-0229,3,1544.94
ORD-000556,PROD-0281,3,1584.06
ORD-000557,PROD-0094,4,2948.48
ORD-000558,PROD-0443,4,181.68
ORD-000559,PROD-0482,4,4575.36
ORD-000559,PROD-0170,3,3596.07
ORD-000560,PROD-0060,5,4312.75
ORD-000561,PROD-0493,5,2086.2
ORD-000561,PROD-0223,2,1028.8
ORD-000562,PROD-0265,5,5456.55
ORD-000562,PROD-0014,1,670.55
ORD-000562,PROD-0079,3,2419.2
ORD-000563,PROD-0404,3,2105.58
ORD-000564,PROD-0070,2,2075.12
ORD-000564,PROD-0360,2,2023.82
ORD-000564,PROD-0445,1,15.92
ORD-000565,PROD-0444,3,37.89
ORD-000565,PROD-0496,2,772.2
ORD-000566,PROD-0028,2,582.3
ORD-000567,PROD-0333,2,1327.62
ORD-000568,PROD-0054,2,2246.4
ORD-000568,PROD-0321,1,338.03
ORD-000569,PROD-0409,1,348.07
ORD-000569,PROD-0464,4,1110.52
ORD-000570,PROD-0206,4,3123.36
ORD-000571,PROD-0438,5,5610.2
ORD-000572,PROD-0196,4,179.48
ORD-000572,PROD-0300,1,611.26
ORD-000573,PROD-0090,5,2978.9
ORD-000573,PROD-0257,2,481.48
ORD-000574,PROD-0125,1,222.3
ORD-000575,PROD-0082,1,507.43
ORD-000576,PROD-0476,4,1608.0
ORD-000576,PROD-0280,4,884.44
ORD-000577,PROD-0379,4,2962.92
ORD-000577,PROD-0015,2,1974.1
ORD-000578,PROD-0225,1,660.29
ORD-000578,PROD-0490,1,401.26
ORD-000578,PROD-0209,2,1746.58
ORD-000579,PROD-0387,3,48.21
ORD-000579,PROD-0246,2,28.38
ORD-000579,PROD-0176,4,496.64
ORD-000580,PROD-0170,2,2397.38
ORD-000581,PROD-0398,4,1075.64
ORD-000581,PROD-0113,2,1842.88
ORD-000581,PROD-0088,5,905.45
ORD-000582,PROD-0022,2,283.78
ORD-000582,PROD-0170,3,3596.07
ORD-000583,PROD-0235,1,444.24
ORD-000583,PROD-0151,1,1131.5
ORD-000583,PROD-0054,4,4492.8
ORD-000584,PROD-0443,3,136.26
ORD-000584,PROD-0205,4,1078.12
ORD-000585,PROD-0495,3,1883.19
ORD-000586,PROD-0365,2,1513.38
ORD-000587,PROD-0239,4,2727.0
ORD-000588,PROD-0299,5,3994.6
ORD-000588,PROD-0347,3,3113.04
ORD-000588,PROD-0491,2,1230.52
ORD-000589,PROD-0106,1,1088.78
ORD-000589,PROD-0044,2,1160.44
ORD-000590,PROD-0485,5,2553.2
ORD-000591,PROD-0218,5,812.5
ORD-000592,PROD-0485,1,510.64
ORD-000592,PROD-0188,2,724.98
ORD-000593,PROD-0326,4,2649.0
ORD-000594,PROD-0221,5,3035.45
ORD-000595,PROD-0176,5,620.8
ORD-000596,PROD-0199,2,2322.04
ORD-000596,PROD-0289,1,114.6
ORD-000597,PROD-0177,2,2328.2
ORD-000598,PROD-0397,5,1883.1
ORD-000598,PROD-0331,5,2479.5
ORD-000598,PROD-0084,1,518.72
ORD-000599,PROD-0192,4,4372.76
ORD-000599,PROD-0152,3,3203.58
ORD-000599,PROD-0164,2,42.68
ORD-000600,PROD-0452,3,2358.63
ORD-000600,PROD-0238,2,1689.46
ORD-000601,PROD-0374,3,2542.38
ORD-000602,PROD-0360,2,2023.82
ORD-000603,PROD-0047,2,379.96
ORD-000603,PROD-0409,1,348.07
ORD-000604,PROD-0299,5,3994.6
ORD-000604,PROD-0032,1,856.97
ORD-000605,PROD-0336,2,608.94
ORD-000605,PROD-0463,2,2325.72
ORD-000605,PROD-0167,3,1991.28
ORD-000606,PROD-0380,2,1534.68
ORD-000606,PROD-0135,5,109.55
ORD-000607,PROD-0457,4,4318.72
ORD-000607,PROD-0219,5,1066.1
ORD-000608,PROD-0078,1,7.02
ORD-000608,PROD-0396,2,292.56
ORD-000609,PROD-0304,3,2931.42
ORD-000610,PROD-0365,1,756.69
ORD-000610,PROD-0297,4,2872.4
ORD-000611,PROD-0056,5,2232.9
ORD-000611,PROD-0445,5,79.6
ORD-000611,PROD-0019,5,2973.75
ORD-000612,PROD-0357,2,485.74
ORD-000612,PROD-0049,4,772.52
ORD-000613,PROD-0499,1,757.56
ORD-000613,PROD-0467,4,3555.56
ORD-000613,PROD-0044,1,580.22
ORD-000613,PROD-0440,2,816.78
ORD-000614,PROD-0165,1,1136.74
ORD-000615,PROD-0135,5,109.55
ORD-000615,PROD-0189,4,972.24
ORD-000615,PROD-0015,4,3948.2
ORD-000615,PROD-0040,3,2885.13
ORD-000616,PROD-0385,2,1008.74
ORD-000617,PROD-0388,2,2373.94
ORD-000617,PROD-0061,4,1220.36
ORD-000617,PROD-0014,2,1341.1
ORD-000618,PROD-0456,4,4262.52
ORD-000619,PROD-0446,4,4484.04
ORD-000620,PROD-0310,2,1060.98
ORD-000621,PROD-0253,1,295.76
ORD-000622,PROD-0034,3,839.97
ORD-000622,PROD-0336,1,304.47
ORD-000622,PROD-0287,4,4485.92
ORD-000623,PROD-0274,4,1820.52
ORD-000624,PROD-0172,5,5885.15
ORD-000625,PROD-0167,5,3318.8
ORD-000625,PROD-0430,2,104.52
ORD-000625,PROD-0352,3,44.31
ORD-000626,PROD-0394,1,286.45
ORD-000627,PROD-0399,2,902.96
ORD-000627,PROD-0220,4,323.8
ORD-000627,PROD-0278,5,3058.45
ORD-000628,PROD-0099,2,1698.34
ORD-000628,PROD-0488,2,2195.42
ORD-000628,PROD-0273,1,839.68
ORD-000629,PROD-0212,4,4330.12
ORD-000629,PROD-0461,3,2611.14
ORD-000630,PROD-0046,2,1674.86
ORD-000631,PROD-0247,4,1403.56
ORD-000631,PROD-0020,1,951.53
ORD-000632,PROD-0041,3,1527.45
ORD-000633,PROD-0038,4,3169.92
ORD-000633,PROD-0276,4,1749.52
ORD-000633,PROD-0061,1,305.09
ORD-000634,PROD-0086,4,3169.32
ORD-000634,PROD-0384,1,784.5
ORD-000635,PROD-0204,5,4057.15
ORD-000636,PROD-0137,1,691.01
ORD-000637,PROD-0182,4,2140.8
ORD-000637,PROD-0404,4,2807.44
ORD-000637,PROD-0015,1,987.05
ORD-000638,PROD-0071,2,924.28
ORD-000638,PROD-0255,2,282.52
ORD-000639,PROD-0334,4,4373.2
ORD-000639,PROD-0381,2,1638.04
ORD-000640,PROD-0167,4,2655.04
ORD-000640,PROD-0011,5,3823.2
ORD-000640,PROD-0100,3,238.23
ORD-000641,PROD-0059,1,1068.21
ORD-000642,PROD-0322,3,1402.35
ORD-000642,PROD-0288,3,2750.76
ORD-000642,PROD-0097,4,1332.56
ORD-000643,PROD-0339,5,271.15
ORD-000644,PROD-0314,4,2056.84
ORD-000645,PROD-0358,3,2573.22
ORD-000645,PROD-0433,4,4391.04
ORD-000645,PROD-0067,4,2696.24
ORD-000646,PROD-0229,2,1029.96
ORD-000646,PROD-0139,3,2083.62
ORD-000647,PROD-0346,1,151.41
ORD-000648,PROD-0375,5,1658.9
ORD-000649,PROD-0285,1,605.97
ORD-000650,PROD-0378,2,1988.8
ORD-000650,PROD-0021,3,1911.87
ORD-000650,PROD-0448,5,127.45
ORD-000650,PROD-0155,5,3917.75
ORD-000651,PROD-0180,2,95.8
ORD-000652,PROD-0346,5,757.05
ORD-000653,PROD-0107,1,167.16
ORD-000654,PROD-0242,1,190.92
ORD-000654,PROD-0424,1,460.48
ORD-000654,PROD-0175,5,779.3
ORD-000654,PROD-0287,2,2242.96
ORD-000655,PROD-0143,1,1152.33
ORD-000655,PROD-0478,1,388.19
ORD-000656,PROD-0206,3,2342.52
ORD-000657,PROD-0389,5,2821.4
ORD-000658,PROD-0417,5,1256.35
ORD-000658,PROD-0470,5,581.05
ORD-000658,PROD-0440,3,1225.17
ORD-000658,PROD-0497,2,1558.64
ORD-000659,PROD-0029,4,2343.04
ORD-000660,PROD-0049,2,386.26
ORD-000661,PROD-0208,4,3224.92
ORD-000661,PROD-0293,5,4990.9
ORD-000662,PROD-0221,3,1821.27
ORD-000663,PROD-0210,3,1478.1
ORD-000664,PROD-0097,4,1332.56
ORD-000664,PROD-0005,5,4558.85
ORD-000664,PROD-0432,1,258.11
ORD-000665,PROD-0214,4,2874.36
ORD-000665,PROD-0385,5,2521.85
ORD-000666,PROD-0080,4,1520.52
ORD-000667,PROD-0178,1,832.78
ORD-000667,PROD-0437,4,238.52
ORD-000668,PROD-0219,4,852.88
ORD-000669,PROD-0301,3,171.06
ORD-000670,PROD-0068,2,2076.4
ORD-000671,PROD-0065,4,2074.4
ORD-000672,PROD-0006,5,5744.35
ORD-000673,PROD-0045,4,4729.76
ORD-000674,PROD-0189,1,243.06
ORD-000674,PROD-0065,3,1555.8
ORD-000675,PROD-0451,2,1360.36
ORD-000675,PROD-0205,4,1078.12
ORD-000675,PROD-0308,2,1556.1
ORD-000676,PROD-0484,3,1805.01
ORD-000677,PROD-0427,2,2323.0
ORD-000677,PROD-0255,2,282.52
ORD-000677,PROD-0096,3,3025.92
ORD-000678,PROD-0376,1,1145.76
ORD-000678,PROD-0004,5,3281.05
ORD-000678,PROD-0355,5,1696.35
ORD-000679,PROD-0102,2,723.68
ORD-000680,PROD-0325,1,973.56
ORD-000681,PROD-0052,5,3148.65
ORD-000682,PROD-0198,5,3196.85
ORD-000682,PROD-0009,4,2779.76
ORD-000683,PROD-0251,5,1754.85
ORD-000684,PROD-0366,2,588.84
ORD-000685,PROD-0105,3,2611.2
ORD-000686,PROD-0309,4,1606.6
ORD-000687,PROD-0191,1,477.99
ORD-000688,PROD-0409,3,1044.21
ORD-000688,PROD-0400,1,991.6
ORD-000688,PROD-0349,1,562.84
ORD-000688,PROD-0066,3,3237.63
ORD-000689,PROD-0235,2,888.48
ORD-000690,PROD-0273,4,3358.72
ORD-000690,PROD-0127,2,1730.98
ORD-000691,PROD-0172,2,2354.06
ORD-000692,PROD-0290,4,2003.2
ORD-000693,PROD-0310,3,1591.47
ORD-000694,PROD-0165,3,3410.22
ORD-000694,PROD-0213,3,3417.21
ORD-000695,PROD-0252,2,1109.64
ORD-000696,PROD-0484,4,2406.68
ORD-000696,PROD-0482,2,2287.68
ORD-000697,PROD-0361,2,1703.88
ORD-000698,PROD-0034,4,1119.96
ORD-000699,PROD-0266,4,741.12
ORD-000700,PROD-0156,4,4652.08
ORD-000701,PROD-0315,3,2219.25
ORD-000701,PROD-0323,3,784.23
ORD-000702,PROD-0471,4,1998.0
ORD-000703,PROD-0252,2,1109.64
ORD-000704,PROD-0353,2,1835.62
ORD-000704,PROD-0277,4,2344.36
ORD-000705,PROD-0170,4,4794.76
ORD-000706,PROD-0156,4,4652.08
ORD-000706,PROD-0227,1,1053.86
ORD-000707,PROD-0136,3,2515.23
ORD-000708,PROD-0203,2,1800.14
ORD-000708,PROD-0383,3,3470.64
ORD-000709,PROD-0488,2,2195.42
ORD-000709,PROD-0136,2,1676.82
ORD-000709,PROD-0153,2,2308.96
ORD-000710,PROD-0053,3,967.23
ORD-000711,PROD-0024,2,639.5
ORD-000711,PROD-0170,3,3596.07
ORD-000712,PROD-0207,3,431.28
ORD-000713,PROD-0096,2,2017.28
ORD-000714,PROD-0283,4,4635.56
ORD-000714,PROD-0364,5,3481.4
ORD-000714,PROD-0365,1,756.69
ORD-000714,PROD-0327,5,5565.75
ORD-000715,PROD-0111,2,2279.58
ORD-000715,PROD-0191,2,955.98
ORD-000716,PROD-0162,1,161.56
ORD-000716,PROD-0393,1,1178.11
ORD-000717,PROD-0449,1,1102.07
ORD-000718,PROD-0192,5,5465.95
ORD-000719,PROD-0060,2,1725.1
ORD-000719,PROD-0468,4,1740.4
ORD-000720,PROD-0344,5,1892.7
ORD-000720,PROD-0114,5,4672.3
ORD-000721,PROD-0004,5,3281.05
ORD-000722,PROD-0486,5,3217.85
ORD-000722,PROD-0465,3,2383.5
ORD-000723,PROD-0113,2,1842.88
ORD-000723,PROD-0417,2,502.54
ORD-000723,PROD-0039,2,1619.34
ORD-000723,PROD-0144,5,3971.05
ORD-000724,PROD-0424,2,920.96
ORD-000724,PROD-0245,1,586.53
ORD-000724,PROD-0480,4,1577.72
ORD-000725,PROD-0004,4,2624.84
ORD-000726,PROD-0470,1,116.21
ORD-000726,PROD-0199,5,5805.1
ORD-000727,PROD-0087,1,983.02
ORD-000727,PROD-0061,5,1525.45
ORD-000728,PROD-0364,2,1392.56
ORD-000728,PROD-0448,5,127.45
ORD-000728,PROD-0433,5,5488.8
ORD-000729,PROD-0261,4,3038.04
ORD-000729,PROD-0298,2,706.14
ORD-000729,PROD-0031,4,2042.6
ORD-000730,PROD-0353,5,4589.05
ORD-000730,PROD-0359,5,860.2
ORD-000731,PROD-0208,5,4031.15
ORD-000731,PROD-0025,3,1084.92
ORD-000732,PROD-0406,4,3877.04
ORD-000732,PROD-0004,5,3281.05
ORD-000732,PROD-0063,4,2131.96
ORD-000733,PROD-0414,4,3457.28
ORD-000733,PROD-0430,1,52.26
ORD-000734,PROD-0397,5,1883.1
ORD-000735,PROD-0181,1,897.39
ORD-000735,PROD-0420,4,3919.44
ORD-000736,PROD-0234,3,777.66
ORD-000736,PROD-0175,4,623.44
ORD-000737,PROD-0073,5,1178.95
ORD-000738,PROD-0441,4,2365.04
ORD-000739,PROD-0310,1,530.49
ORD-000739,PROD-0450,5,4895.9
ORD-000740,PROD-0323,4,1045.64
ORD-000741,PROD-0401,4,2531.92
ORD-000742,PROD-0394,5,1432.25
ORD-000743,PROD-0414,4,3457.28
ORD-000744,PROD-0190,4,1735.84
ORD-000745,PROD-0187,4,4327.8
ORD-000746,PROD-0104,3,993.48
ORD-000747,PROD-0429,5,4354.4
ORD-000748,PROD-0490,1,401.26
ORD-000749,PROD-0097,1,333.14
ORD-000749,PROD-0264,3,1673.82
ORD-000750,PROD-0065,1,518.6
ORD-000751,PROD-0406,3,2907.78
ORD-000751,PROD-0466,1,92.84
ORD-000752,PROD-0465,2,1589.0
ORD-000753,PROD-0077,1,143.2
ORD-000754,PROD-0319,5,218.5
ORD-000755,PROD-0492,1,452.07
ORD-000755,PROD-0412,5,5165.2
ORD-000756,PROD-0316,4,3228.24
ORD-000756,PROD-0416,2,87.0
ORD-000757,PROD-0214,2,1437.18
ORD-000757,PROD-0393,3,3534.33
ORD-000757,PROD-0258,5,5708.95
ORD-000758,PROD-0096,2,2017.28
ORD-000759,PROD-0388,2,2373.94
ORD-000759,PROD-0284,1,1136.82
ORD-000760,PROD-0096,5,5043.2
ORD-000760,PROD-0493,4,1668.96
ORD-000761,PROD-0363,1,756.97
ORD-000761,PROD-0273,2,1679.36
ORD-000761,PROD-0277,5,2930.45
ORD-000762,PROD-0242,3,572.76
ORD-000763,PROD-0053,3,967.23
ORD-000763,PROD-0398,2,537.82
ORD-000764,PROD-0489,3,2334.48
ORD-000765,PROD-0147,3,2839.35
ORD-000766,PROD-0160,3,3131.67
ORD-000766,PROD-0477,2,1039.18
ORD-000767,PROD-0186,2,1534.6
ORD-000767,PROD-0117,2,2042.2
ORD-000768,PROD-0240,1,896.6
ORD-000768,PROD-0048,1,77.84
