order_id,customer_id,order_date,status,payment_status,total_amount,shipping_address_id,payment_method_id
ORD-000297,CUST-0311,2023-03-17,shipped,failed,317.69,ADDR-01431,PM-00783
ORD-000298,CUST-0829,2023-08-26,returned,failed,3367.32,ADDR-00428,PM-00490
ORD-000299,CUST-0571,2024-04-09,cancelled,refunded,5689.63,ADDR-00952,PM-00893
ORD-000300,CUST-0672,2025-05-13,returned,refunded,6570.56,ADDR-01386,PM-00478
ORD-000301,CUST-0271,2024-08-17,cancelled,refunded,7302.55,ADDR-00683,PM-01024
ORD-000302,CUST-0547,2025-05-29,processing,failed,1207.37,ADDR-01436,PM-00899
ORD-000303,CUST-0397,2023-01-21,delivered,failed,3821.88,ADDR-00333,PM-00991
ORD-000304,CUST-0369,2025-04-17,returned,failed,6595.30,ADDR-00978,PM-00847
ORD-000305,CUST-0315,2025-06-21,cancelled,failed,1478.29,ADDR-00594,PM-00720
ORD-000306,CUST-0810,2024-04-11,shipped,pending,3120.05,ADDR-00794,PM-01181
ORD-000307,CUST-0697,2023-01-26,shipped,paid,2398.81,ADDR-01247,PM-01040
ORD-000308,CUST-0358,2025-01-29,cancelled,paid,7187.47,ADDR-00889,PM-00777
ORD-000309,CUST-0532,2023-05-16,cancelled,refunded,11937.75,ADDR-00070,PM-00907
ORD-000310,CUST-0670,2023-07-30,returned,refunded,4487.59,ADDR-00296,PM-00771
ORD-000311,CUST-0764,2025-04-07,cancelled,paid,1345.29,ADDR-01373,PM-00175
ORD-000312,CUST-0127,2023-05-14,returned,refunded,1882.29,ADDR-00354,PM-00384
ORD-000313,CUST-0168,2023-08-26,shipped,pending,1900.87,ADDR-00107,PM-00294
ORD-000314,CUST-0389,2023-01-24,cancelled,paid,5410.70,ADDR-00774,PM-01160
ORD-000315,CUST-0449,2024-07-04,cancelled,failed,1630.38,ADDR-00288,PM-00626
ORD-000316,CUST-0733,2025-05-04,processing,paid,3020.06,ADDR-00784,PM-00543
ORD-000317,CUST-0545,2024-05-05,delivered,pending,5026.26,ADDR-00219,PM-00239
ORD-000318,CUST-0927,2023-05-27,returned,paid,7582.43,ADDR-00664,PM-00508
ORD-000319,CUST-0881,2025-09-21,cancelled,refunded,968.41,ADDR-01115,PM-00813
ORD-000320,CUST-0605,2025-08-31,shipped,pending,1313.52,ADDR-00251,PM-00511
ORD-000321,CUST-0988,2024-02-29,shipped,pending,3625.22,ADDR-01106,PM-00967
ORD-000322,CUST-0847,2025-03-27,processing,failed,4158.82,ADDR-00323,PM-00635
ORD-000323,CUST-0486,2025-07-26,returned,refunded,1828.41,ADDR-00635,PM-00616
ORD-000324,CUST-0188,2024-07-08,returned,paid,513.62,ADDR-00965,PM-00010
ORD-000325,CUST-0500,2023-11-16,delivered,paid,509.49,ADDR-00308,PM-00044
ORD-000326,CUST-0909,2024-05-15,delivered,failed,5176.96,ADDR-00751,PM-00557
ORD-000327,CUST-0141,2024-11-05,processing,paid,109.95,ADDR-00552,PM-00832
ORD-000328,CUST-0758,2023-01-19,processing,failed,5244.36,ADDR-00351,PM-00831
ORD-000329,CUST-0053,2023-08-24,cancelled,paid,3343.50,ADDR-00986,PM-01095
ORD-000330,CUST-0587,2025-09-17,delivered,refunded,5024.95,ADDR-00291,PM-00488
ORD-000331,CUST-0815,2023-04-01,delivered,failed,3125.25,ADDR-00913,PM-00315
ORD-000332,CUST-0760,2024-11-10,returned,failed,1750.08,ADDR-01025,PM-00205
ORD-000333,CUST-0110,2024-08-02,cancelled,refunded,6959.27,ADDR-01248,PM-00990
ORD-000334,CUST-0134,2023-02-17,processing,pending,2066.44,ADDR-01126,PM-00723
ORD-000335,CUST-0461,2025-05-11,processing,failed,2931.49,ADDR-01179,PM-00405
ORD-000336,CUST-0106,2023-12-18,returned,failed,536.27,ADDR-00661,PM-00256
ORD-000337,CUST-0662,2024-03-30,processing,failed,13073.76,ADDR-01232,PM-00338
ORD-000338,CUST-0307,2024-07-28,cancelled,pending,2037.21,ADDR-01194,PM-00844
ORD-000339,CUST-0530,2025-08-05,returned,pending,1016.56,ADDR-01420,PM-00144
ORD-000340,CUST-0992,2025-03-21,cancelled,refunded,3481.70,ADDR-00483,PM-00890
ORD-000341,CUST-0651,2023-11-10,shipped,failed,7101.14,ADDR-00624,PM-00948
ORD-000342,CUST-0113,2023-12-12,cancelled,failed,4592.87,ADDR-00457,PM-01062
ORD-000343,CUST-0826,2023-08-20,delivered,paid,976.20,ADDR-01313,PM-00608
ORD-000344,CUST-0985,2023-02-21,processing,paid,1137.44,ADDR-01163,PM-00588
ORD-000345,CUST-0495,2023-08-22,cancelled,refunded,5738.68,ADDR-00262,PM-00590
ORD-000346,CUST-0158,2025-08-02,processing,pending,797.65,ADDR-00845,PM-00473
ORD-000347,CUST-0275,2025-08-03,processing,paid,709.58,ADDR-01391,PM-00681
ORD-000348,CUST-0117,2025-02-09,cancelled,pending,852.25,ADDR-00374,PM-00812
ORD-000349,CUST-0888,2023-12-03,cancelled,paid,3294.58,ADDR-00024,PM-00135
ORD-000350,CUST-0338,2024-09-17,returned,failed,2569.88,ADDR-00919,PM-00628
ORD-000351,CUST-0855,2025-03-23,delivered,refunded,3567.99,ADDR-01402,PM-00851
ORD-000352,CUST-0021,2025-03-19,shipped,pending,1795.04,ADDR-00884,PM-00335
ORD-000353,CUST-0737,2023-07-27,shipped,paid,2567.70,ADDR-01177,PM-00078
ORD-000354,CUST-0417,2023-03-11,delivered,failed,6087.15,ADDR-00299,PM-00925
ORD-000355,CUST-0054,2025-01-01,delivered,pending,638.33,ADDR-01314,PM-00510
ORD-000356,CUST-0742,2024-12-23,processing,refunded,9319.57,ADDR-00908,PM-00745
ORD-000357,CUST-0701,2024-08-11,cancelled,paid,6706.63,ADDR-00568,PM-00655
ORD-000358,CUST-0481,2024-07-25,shipped,failed,1742.82,ADDR-00936,PM-00406
ORD-000359,CUST-0227,2023-09-10,processing,refunded,524.08,ADDR-00477,PM-00568
ORD-000360,CUST-0236,2024-03-09,delivered,paid,1852.29,ADDR-00367,PM-00313
ORD-000361,CUST-0584,2024-07-05,delivered,pending,1380.61,ADDR-01464,PM-00940
ORD-000362,CUST-0332,2025-07-26,processing,refunded,3117.00,ADDR-00099,PM-00258
ORD-000363,CUST-0030,2024-05-14,processing,failed,6339.18,ADDR-00731,PM-00665
ORD-000364,CUST-0274,2024-10-11,processing,failed,5177.20,ADDR-00312,PM-00312
ORD-000365,CUST-0608,2024-09-27,shipped,failed,5372.17,ADDR-00763,PM-00180
ORD-000366,CUST-0037,2025-08-21,cancelled,paid,3596.91,ADDR-01201,PM-00187
ORD-000367,CUST-0318,2024-09-17,delivered,paid,1378.54,ADDR-01263,PM-00964
ORD-000368,CUST-0322,2024-01-02,cancelled,paid,3105.02,ADDR-00804,PM-00886
ORD-000369,CUST-0420,2023-09-09,processing,refunded,76.41,ADDR-00247,PM-00841
ORD-000370,CUST-0894,2024-07-03,delivered,refunded,36.95,ADDR-00487,PM-00648
ORD-000371,CUST-0963,2023-03-16,delivered,paid,3014.19,ADDR-00593,PM-00316
ORD-000372,CUST-0513,2025-04-08,delivered,refunded,2889.88,ADDR-01220,PM-00913
ORD-000373,CUST-0221,2024-12-10,cancelled,paid,1425.69,ADDR-01035,PM-00087
ORD-000374,CUST-0292,2025-02-22,cancelled,paid,5979.23,ADDR-00103,PM-00444
ORD-000375,CUST-0551,2024-08-31,shipped,paid,4311.44,ADDR-00576,PM-00801
ORD-000376,CUST-0991,2024-06-04,cancelled,failed,7162.45,ADDR-00182,PM-01081
ORD-000377,CUST-0677,2024-08-28,cancelled,failed,2781.80,ADDR-00820,PM-01141
ORD-000378,CUST-0013,2024-05-05,shipped,refunded,1631.82,ADDR-00321,PM-00004
ORD-000379,CUST-0648,2023-07-17,cancelled,pending,3414.33,ADDR-00721,PM-00861
ORD-000380,CUST-0742,2024-12-30,processing,pending,9401.65,ADDR-00102,PM-00820
ORD-000381,CUST-0584,2024-01-16,processing,failed,4220.86,ADDR-00710,PM-00582
ORD-000382,CUST-0493,2023-09-27,returned,paid,4603.28,ADDR-00891,PM-00777
ORD-000383,CUST-0575,2023-12-12,cancelled,paid,615.87,ADDR-00173,PM-00871
ORD-000384,CUST-0623,2025-03-25,delivered,refunded,516.96,ADDR-00425,PM-00622
ORD-000385,CUST-0939,2024-10-02,cancelled,pending,360.20,ADDR-01206,PM-00301
ORD-000386,CUST-0855,2025-09-11,delivered,refunded,1521.69,ADDR-00679,PM-00439
ORD-000387,CUST-0248,2023-01-19,shipped,paid,2326.16,ADDR-00776,PM-01015
ORD-000388,CUST-0111,2024-01-16,delivered,refunded,651.39,ADDR-01379,PM-00315
ORD-000389,CUST-0059,2023-05-22,delivered,failed,2387.59,ADDR-00691,PM-00658
ORD-000390,CUST-0033,2024-06-03,processing,pending,901.49,ADDR-01164,PM-01016
ORD-000391,CUST-0490,2023-05-19,delivered,refunded,999.70,ADDR-00200,PM-00803
ORD-000392,CUST-0226,2025-03-01,processing,paid,2083.17,ADDR-00062,PM-01189
ORD-000393,CUST-0315,2024-09-25,shipped,paid,1390.64,ADDR-01008,PM-00570
ORD-000394,CUST-0423,2023-11-18,delivered,refunded,1115.32,ADDR-00794,PM-00313
ORD-000395,CUST-0818,2024-01-22,shipped,pending,4151.43,ADDR-00690,PM-00318
ORD-000396,CUST-0170,2023-05-11,shipped,paid,6145.78,ADDR-00266,PM-00460
ORD-000397,CUST-0869,2025-09-26,processing,pending,1941.45,ADDR-00737,PM-00162
ORD-000398,CUST-0105,2025-08-03,returned,pending,4340.90,ADDR-01039,PM-00025
ORD-000399,CUST-0727,2024-07-09,processing,pending,4748.00,ADDR-00446,PM-01187
ORD-000400,CUST-0283,2024-05-12,returned,paid,319.71,ADDR-01196,PM-01141
ORD-000401,CUST-0144,2024-04-30,cancelled,failed,383.75,ADDR-01130,PM-00578
ORD-000402,CUST-0819,2025-09-27,delivered,pending,2718.49,ADDR-00515,PM-01100
ORD-000403,CUST-0473,2023-08-29,cancelled,paid,1019.32,ADDR-00615,PM-00752
ORD-000404,CUST-0893,2023-04-23,returned,paid,3799.10,ADDR-01425,PM-00313
ORD-000405,CUST-0943,2023-09-27,processing,pending,898.85,ADDR-01372,PM-01176
ORD-000406,CUST-0466,2025-08-11,processing,paid,6632.63,ADDR-00209,PM-01189
ORD-000407,CUST-0693,2024-09-05,shipped,failed,2325.02,ADDR-01488,PM-00996
ORD-000408,CUST-0993,2023-02-16,shipped,failed,28.96,ADDR-00161,PM-00576
ORD-000409,CUST-0114,2025-08-24,returned,paid,4261.36,ADDR-00640,PM-00020
ORD-000410,CUST-0456,2025-06-13,returned,paid,3435.72,ADDR-00635,PM-00639
ORD-000411,CUST-0587,2025-02-01,delivered,paid,282.62,ADDR-00792,PM-00929
ORD-000412,CUST-0218,2023-03-12,processing,pending,4076.87,ADDR-00215,PM-00538
ORD-000413,CUST-0157,2024-04-13,delivered,refunded,1545.91,ADDR-01229,PM-00551
ORD-000414,CUST-0960,2024-04-05,delivered,failed,4362.02,ADDR-01267,PM-01190
ORD-000415,CUST-0236,2023-09-10,returned,paid,3903.82,ADDR-01451,PM-00469
ORD-000416,CUST-0191,2025-04-15,cancelled,failed,6825.08,ADDR-00146,PM-00009
ORD-000417,CUST-0963,2023-03-08,returned,paid,3800.80,ADDR-00713,PM-01002
ORD-000418,CUST-0618,2024-02-20,delivered,failed,2851.18,ADDR-00834,PM-00194
ORD-000419,CUST-0954,2023-10-23,processing,paid,4727.40,ADDR-00576,PM-00903
ORD-000420,CUST-0308,2025-06-16,returned,refunded,5482.63,ADDR-01302,PM-01196
ORD-000421,CUST-0920,2024-10-27,shipped,refunded,6207.97,ADDR-00219,PM-00052
ORD-000422,CUST-0784,2025-06-01,shipped,refunded,3415.55,ADDR-00642,PM-01176
ORD-000423,CUST-0106,2023-04-24,processing,refunded,2984.75,ADDR-00219,PM-01176
ORD-000424,CUST-0175,2025-08-02,processing,failed,648.76,ADDR-00587,PM-00602
ORD-000425,CUST-0607,2024-03-09,cancelled,failed,278.73,ADDR-00466,PM-00476
ORD-000426,CUST-0579,2025-01-17,cancelled,failed,1805.72,ADDR-00767,PM-00332
ORD-000427,CUST-0028,2025-04-18,shipped,pending,8714.66,ADDR-00738,PM-00500
ORD-000428,CUST-0394,2024-10-03,cancelled,failed,5428.30,ADDR-00440,PM-00791
ORD-000429,CUST-0466,2023-08-10,returned,failed,1815.71,ADDR-00876,PM-00317
ORD-000430,CUST-0201,2025-03-22,returned,failed,6799.01,ADDR-01078,PM-00771
ORD-000431,CUST-0398,2024-07-20,cancelled,paid,11361.48,ADDR-00535,PM-00161
ORD-000432,CUST-0400,2024-03-26,processing,refunded,679.00,ADDR-00013,PM-00749
ORD-000433,CUST-0235,2025-04-24,delivered,refunded,745.43,ADDR-01245,PM-00257
ORD-000434,CUST-0348,2023-01-26,cancelled,pending,1582.17,ADDR-00760,PM-00539
ORD-000435,CUST-0548,2024-12-11,returned,refunded,4527.02,ADDR-00032,PM-00209
ORD-000436,CUST-0244,2023-09-14,shipped,refunded,7515.20,ADDR-01425,PM-00203
ORD-000437,CUST-0371,2023-11-26,shipped,paid,2489.23,ADDR-00675,PM-00049
ORD-000438,CUST-0083,2025-03-13,processing,paid,1160.22,ADDR-00171,PM-00670
ORD-000439,CUST-0471,2023-07-17,returned,failed,664.96,ADDR-00517,PM-01054
ORD-000440,CUST-0002,2023-02-18,returned,pending,10475.19,ADDR-01342,PM-00396
ORD-000441,CUST-0783,2024-11-27,returned,refunded,778.22,ADDR-00980,PM-00262
ORD-000442,CUST-0271,2024-11-12,delivered,paid,6567.33,ADDR-01012,PM-00955
ORD-000443,CUST-0072,2024-09-12,shipped,pending,5022.25,ADDR-00148,PM-01087
ORD-000444,CUST-0084,2024-06-22,cancelled,failed,2247.01,ADDR-00249,PM-00985
ORD-000445,CUST-0160,2023-07-14,cancelled,failed,6947.75,ADDR-00239,PM-00894
ORD-000446,CUST-0625,2024-08-28,processing,refunded,1745.44,ADDR-00948,PM-00890
ORD-000447,CUST-0801,2024-08-14,processing,pending,8278.58,ADDR-01349,PM-00368
ORD-000448,CUST-0910,2024-09-08,shipped,refunded,6881.34,ADDR-01195,PM-00533
ORD-000449,CUST-0321,2023-07-09,returned,refunded,3555.85,ADDR-00527,PM-00529
ORD-000450,CUST-0255,2025-03-31,cancelled,refunded,4156.21,ADDR-01039,PM-00232
ORD-000451,CUST-0437,2023-09-21,processing,paid,1748.59,ADDR-00657,PM-01151
ORD-000452,CUST-0357,2024-08-31,processing,refunded,3624.78,ADDR-01431,PM-00342
ORD-000453,CUST-0945,2023-12-31,returned,paid,2566.24,ADDR-01410,PM-00312
ORD-000454,CUST-0977,2023-08-30,cancelled,pending,3260.52,ADDR-00239,PM-00845
ORD-000455,CUST-0024,2023-08-10,shipped,pending,1200.99,ADDR-00664,PM-01042
ORD-000456,CUST-0328,2023-12-19,returned,refunded,4059.06,ADDR-00960,PM-00466
ORD-000457,CUST-0501,2025-05-23,returned,failed,3445.08,ADDR-00710,PM-00139
ORD-000458,CUST-0088,2023-03-17,processing,refunded,9277.01,ADDR-01384,PM-00444
ORD-000459,CUST-0403,2025-09-07,cancelled,refunded,3225.14,ADDR-00214,PM-00212
ORD-000460,CUST-0871,2023-06-14,shipped,pending,3872.52,ADDR-00063,PM-00030
ORD-000461,CUST-0971,2024-06-04,shipped,pending,6290.58,ADDR-01287,PM-00518
ORD-000462,CUST-0484,2024-11-30,returned,pending,4385.43,ADDR-00171,PM-00352
ORD-000463,CUST-0153,2023-07-08,processing,refunded,98.98,ADDR-00274,PM-00014
ORD-000464,CUST-0142,2024-07-11,cancelled,failed,771.97,ADDR-01380,PM-00143
ORD-000465,CUST-0715,2024-03-16,shipped,refunded,1004.18,ADDR-00669,PM-00136
ORD-000466,CUST-0094,2024-12-01,processing,paid,5348.64,ADDR-00745,PM-00166
ORD-000467,CUST-0551,2025-02-26,delivered,pending,1895.18,ADDR-00264,PM-00880
ORD-000468,CUST-0138,2023-05-13,shipped,failed,3092.92,ADDR-00079,PM-00315
ORD-000469,CUST-0700,2023-05-26,delivered,pending,4262.49,ADDR-00936,PM-00678
ORD-000470,CUST-0621,2023-04-25,cancelled,refunded,3496.83,ADDR-00453,PM-00254
ORD-000471,CUST-0857,2024-07-25,cancelled,failed,2682.80,ADDR-00019,PM-00510
ORD-000472,CUST-0932,2023-09-16,processing,paid,4203.66,ADDR-00798,PM-00204
ORD-000473,CUST-0032,2024-12-03,returned,failed,2748.90,ADDR-00595,PM-00679
ORD-000474,CUST-0307,2023-05-27,returned,refunded,1184.88,ADDR-01420,PM-00349
ORD-000475,CUST-0007,2023-11-22,processing,refunded,5161.07,ADDR-01261,PM-01174
ORD-000476,CUST-0382,2023-06-13,shipped,pending,11086.08,ADDR-00273,PM-01132
ORD-000477,CUST-0652,2023-11-08,shipped,failed,6379.16,ADDR-00556,PM-00118
ORD-000478,CUST-0048,2025-03-01,processing,paid,917.77,ADDR-00238,PM-00676
ORD-000479,CUST-0855,2023-07-05,cancelled,refunded,5529.16,ADDR-01443,PM-01113
ORD-000480,CUST-0456,2023-10-10,returned,paid,3015.32,ADDR-00488,PM-00041
ORD-000481,CUST-0547,2025-07-01,returned,paid,1631.41,ADDR-01448,PM-00965
ORD-000482,CUST-0911,2025-05-19,delivered,pending,3059.72,ADDR-00365,PM-00451
ORD-000483,CUST-0787,2023-10-30,delivered,pending,7988.14,ADDR-00093,PM-00668
ORD-000484,CUST-0508,2024-09-05,returned,paid,5596.50,ADDR-00220,PM-00386
ORD-000485,CUST-0777,2023-12-06,cancelled,refunded,9863.52,ADDR-00293,PM-00906
ORD-000486,CUST-0914,2025-05-19,delivered,refunded,1924.71,ADDR-00080,PM-00224
ORD-000487,CUST-0727,2024-06-18,returned,refunded,2428.07,ADDR-00125,PM-00016
ORD-000488,CUST-0520,2024-10-12,returned,pending,1181.37,ADDR-00015,PM-01016
ORD-000489,CUST-0766,2023-09-10,returned,refunded,2938.08,ADDR-01183,PM-00260
ORD-000490,CUST-0958,2023-02-19,shipped,pending,7066.15,ADDR-01067,PM-00995
ORD-000491,CUST-0150,2024-06-09,delivered,refunded,4096.38,ADDR-01050,PM-00215
ORD-000492,CUST-0479,2024-02-10,shipped,paid,1138.05,ADDR-01458,PM-01165
ORD-000493,CUST-0602,2023-10-19,returned,failed,868.97,ADDR-00567,PM-00641
ORD-000494,CUST-0318,2023-10-11,processing,paid,4189.21,ADDR-00926,PM-00826
ORD-000495,CUST-0656,2025-02-28,delivered,failed,2441.85,ADDR-01340,PM-00476
ORD-000496,CUST-0112,2024-12-06,cancelled,paid,5471.73,ADDR-00531,PM-00511
ORD-000497,CUST-0626,2024-06-12,delivered,paid,13424.41,ADDR-00947,PM-01173
ORD-000498,CUST-0509,2023-12-04,cancelled,paid,2040.61,ADDR-00775,PM-00977
ORD-000499,CUST-0979,2024-12-11,shipped,paid,5812.49,ADDR-00907,PM-00201
ORD-000500,CUST-0027,2024-10-19,processing,refunded,1601.56,ADDR-01041,PM-01095
ORD-000501,CUST-0203,2025-01-02,returned,failed,1347.10,ADDR-00579,PM-00028
ORD-000502,CUST-0619,2023-12-15,shipped,failed,2702.82,ADDR-01397,PM-00089
ORD-000503,CUST-0700,2025-03-31,cancelled,failed,2747.07,ADDR-00401,PM-00325
ORD-000504,CUST-0292,2024-09-30,cancelled,pending,778.34,ADDR-00538,PM-00110
ORD-000505,CUST-0494,2024-05-13,processing,failed,6046.83,ADDR-00869,PM-00676
ORD-000506,CUST-0463,2025-10-07,processing,pending,1134.07,ADDR-00076,PM-00084
ORD-000507,CUST-0429,2025-09-24,delivered,failed,1512.42,ADDR-00739,PM-01155
ORD-000508,CUST-0164,2023-04-21,returned,pending,5616.42,ADDR-01358,PM-00191
ORD-000509,CUST-0415,2023-04-16,shipped,pending,4639.67,ADDR-00307,PM-01109
ORD-000510,CUST-0430,2024-07-24,delivered,pending,4201.67,ADDR-01375,PM-00009
ORD-000511,CUST-0993,2024-02-22,shipped,failed,5191.24,ADDR-00878,PM-00014
ORD-000512,CUST-0689,2023-11-16,shipped,pending,831.19,ADDR-01324,PM-00281
ORD-000513,CUST-0616,2023-03-05,delivered,refunded,2308.50,ADDR-00073,PM-00060
ORD-000514,CUST-0677,2025-10-03,shipped,refunded,33.28,ADDR-01153,PM-00036
ORD-000515,CUST-0578,2024-03-30,delivered,failed,2222.13,ADDR-01386,PM-00048
ORD-000516,CUST-0659,2025-08-19,cancelled,paid,4070.41,ADDR-01478,PM-00138
ORD-000517,CUST-0627,2023-02-03,cancelled,refunded,1668.70,ADDR-01228,PM-00975
ORD-000518,CUST-0199,2024-12-03,shipped,pending,6027.28,ADDR-01205,PM-00149
ORD-000519,CUST-0625,2023-05-31,processing,paid,1164.77,ADDR-00691,PM-00460
ORD-000520,CUST-0428,2023-02-13,processing,pending,3397.63,ADDR-00298,PM-01047
ORD-000521,CUST-0187,2024-04-09,processing,failed,2107.89,ADDR-00586,PM-01147
ORD-000522,CUST-0456,2025-03-19,shipped,pending,2557.91,ADDR-00128,PM-00820
ORD-000523,CUST-0766,2025-01-30,processing,paid,7735.43,ADDR-00343,PM-00864
ORD-000524,CUST-0594,2023-11-28,shipped,failed,1113.74,ADDR-01006,PM-00837
ORD-000525,CUST-0842,2023-01-20,cancelled,failed,5879.14,ADDR-00902,PM-00319
ORD-000526,CUST-0464,2024-07-17,cancelled,failed,3986.60,ADDR-00962,PM-01014
ORD-000527,CUST-0714,2024-12-16,returned,failed,469.09,ADDR-00854,PM-00652
ORD-000528,CUST-0089,2023-05-26,returned,refunded,1349.18,ADDR-00314,PM-01118
ORD-000529,CUST-0614,2023-05-20,returned,pending,5651.56,ADDR-00822,PM-00146
ORD-000530,CUST-0002,2023-12-16,shipped,refunded,9813.53,ADDR-00153,PM-01057
ORD-000531,CUST-0207,2023-03-18,cancelled,refunded,9267.97,ADDR-00626,PM-00967
ORD-000532,CUST-0127,2025-06-20,shipped,failed,2167.45,ADDR-00274,PM-01141
ORD-000533,CUST-0409,2025-03-21,processing,paid,5619.29,ADDR-01182,PM-00176
ORD-000534,CUST-0709,2024-06-10,cancelled,refunded,72.98,ADDR-00211,PM-00752
ORD-000535,CUST-0742,2025-08-29,processing,refunded,2874.62,ADDR-00585,PM-00120
ORD-000536,CUST-0593,2024-01-17,cancelled,refunded,5697.14,ADDR-00928,PM-00311
ORD-000537,CUST-0069,2023-04-04,processing,paid,1052.76,ADDR-00105,PM-00961
ORD-000538,CUST-0371,2023-01-29,shipped,paid,1814.61,ADDR-00763,PM-00099
ORD-000539,CUST-0168,2024-12-03,shipped,pending,318.32,ADDR-00068,PM-00168
ORD-000540,CUST-0907,2024-04-26,delivered,refunded,2981.81,ADDR-00551,PM-00944
ORD-000541,CUST-0433,2023-11-26,returned,refunded,4030.46,ADDR-00634,PM-00522
ORD-000542,CUST-0265,2024-11-16,shipped,paid,1107.74,ADDR-00577,PM-00171
ORD-000543,CUST-0217,2024-03-27,delivered,paid,1634.08,ADDR-01393,PM-00751
ORD-000544,CUST-0960,2025-03-10,returned,pending,7959.48,ADDR-00910,PM-00868
ORD-000545,CUST-0547,2023-04-28,cancelled,paid,1198.32,ADDR-01086,PM-00656
ORD-000546,CUST-0469,2023-11-05,returned,paid,3263.55,ADDR-00744,PM-01067
ORD-000547,CUST-0081,2023-10-09,delivered,paid,2952.16,ADDR-01056,PM-00120
ORD-000548,CUST-0176,2023-10-18,processing,failed,3368.18,ADDR-00910,PM-00524
ORD-000549,CUST-0572,2024-03-23,shipped,pending,5384.48,ADDR-00530,PM-00766
ORD-000550,CUST-0112,2023-04-10,processing,paid,3805.02,ADDR-01417,PM-00117
ORD-000551,CUST-0694,2024-03-10,returned,failed,4250.18,ADDR-01222,PM-00456
ORD-000552,CUST-0215,2023-02-23,cancelled,pending,3764.09,ADDR-01333,PM-00564
ORD-000553,CUST-0152,2024-11-03,cancelled,failed,3217.02,ADDR-00318,PM-00709
ORD-000554,CUST-0872,2023-12-06,delivered,pending,6060.38,ADDR-01177,PM-01059
ORD-000555,CUST-0145,2025-09-18,processing,failed,3312.87,ADDR-00964,PM-00524
ORD-000556,CUST-0302,2023-06-28,returned,pending,1601.11,ADDR-00934,PM-00213
ORD-000557,CUST-0814,2025-06-19,shipped,paid,2956.88,ADDR-00538,PM-00881
ORD-000558,CUST-0049,2025-04-08,delivered,failed,197.17,ADDR-00296,PM-00371
ORD-000559,CUST-0516,2024-06-14,returned,refunded,8178.40,ADDR-01208,PM-01110
ORD-000560,CUST-0526,2023-09-22,cancelled,failed,4335.91,ADDR-00142,PM-00483
ORD-000561,CUST-0140,2025-01-09,returned,pending,3132.38,ADDR-00852,PM-00007
ORD-000562,CUST-0341,2024-11-10,processing,pending,8567.34,ADDR-00515,PM-00772
ORD-000563,CUST-0541,2023-10-21,delivered,refunded,2115.76,ADDR-01238,PM-00497
ORD-000564,CUST-0944,2025-06-27,processing,failed,4139.01,ADDR-00839,PM-01136
ORD-000565,CUST-0831,2024-04-21,processing,refunded,812.64,ADDR-00687,PM-00517
ORD-000566,CUST-0036,2023-05-15,shipped,refunded,603.22,ADDR-01302,PM-00614
ORD-000567,CUST-0984,2024-11-22,shipped,refunded,1334.73,ADDR-00139,PM-01100
ORD-000568,CUST-0468,2025-06-12,delivered,refunded,2589.67,ADDR-00386,PM-00129
ORD-000569,CUST-0716,2023-01-15,cancelled,pending,1468.99,ADDR-01142,PM-01000
ORD-000570,CUST-0327,2024-12-14,delivered,failed,3129.15,ADDR-01276,PM-01046
ORD-000571,CUST-0444,2023-11-30,delivered,paid,5627.22,ADDR-01071,PM-00059
ORD-000572,CUST-0181,2023-12-13,shipped,paid,813.52,ADDR-00351,PM-01072
ORD-000573,CUST-0324,2025-05-04,returned,failed,3485.22,ADDR-00799,PM-01078
ORD-000574,CUST-0861,2024-06-29,delivered,refunded,239.05,ADDR-00074,PM-00673
ORD-000575,CUST-0860,2024-11-21,shipped,refunded,512.63,ADDR-00187,PM-00344
ORD-000576,CUST-0443,2025-08-25,cancelled,refunded,2495.84,ADDR-00601,PM-00260
ORD-000577,CUST-0968,2024-07-08,delivered,pending,4940.76,ADDR-00966,PM-00295
ORD-000578,CUST-0518,2025-07-23,cancelled,refunded,2824.78,ADDR-01150,PM-00464
ORD-000579,CUST-0234,2025-04-23,shipped,failed,577.57,ADDR-01307,PM-00711
ORD-000580,CUST-0977,2024-10-27,shipped,refunded,2405.87,ADDR-01024,PM-00075
ORD-000581,CUST-0366,2024-12-23,returned,refunded,3832.58,ADDR-00448,PM-00125
ORD-000582,CUST-0947,2025-04-09,cancelled,paid,3888.29,ADDR-00640,PM-00335
ORD-000583,CUST-0931,2024-02-25,returned,pending,6080.46,ADDR-01186,PM-00922
ORD-000584,CUST-0572,2024-07-04,processing,failed,1220.20,ADDR-01196,PM-00863
ORD-000585,CUST-0401,2025-05-11,delivered,refunded,1896.06,ADDR-01247,PM-00021
ORD-000586,CUST-0950,2025-07-08,delivered,refunded,1528.97,ADDR-01023,PM-00468
ORD-000587,CUST-0073,2025-09-14,shipped,failed,2727.73,ADDR-01115,PM-00677
ORD-000588,CUST-0676,2025-05-19,cancelled,pending,8348.70,ADDR-00490,PM-00537
ORD-000589,CUST-0033,2024-05-14,cancelled,paid,2272.82,ADDR-01303,PM-01137
ORD-000590,CUST-0049,2023-08-19,shipped,paid,2565.67,ADDR-01421,PM-00241
ORD-000591,CUST-0888,2025-02-16,cancelled,pending,828.11,ADDR-01115,PM-00459
ORD-000592,CUST-0329,2025-07-01,returned,paid,1240.79,ADDR-00079,PM-01108
ORD-000593,CUST-0287,2025-05-07,shipped,failed,2661.28,ADDR-00827,PM-00939
