product_id,product_name,category_id,price,cost,stock_quantity,created_at
PROD-0329,Backpack Model 126,CAT-024,667.06,389.87,411,2025-10-03
PROD-0330,Electric Kettle Model 232,CAT-040,1061.67,459.57,203,2025-01-04
PROD-0331,Pet Bed Model 590,CAT-034,495.90,299.88,294,2023-03-17
PROD-0332,Vitamins Supplement Model 424,CAT-042,93.63,59.26,264,2023-12-19
PROD-0333,Vitamins Supplement Model 999,CAT-050,663.81,460.61,393,2025-09-16
PROD-0334,Vitamins Supplement Model 543,CAT-033,1093.30,467.61,63,2024-06-14
PROD-0335,Vitamins Supplement Model 411,CAT-011,198.55,172.22,115,2023-12-21
PROD-0336,4K Monitor Model 390,CAT-006,304.47,218.47,282,2023-10-09
PROD-0337,Vitamins Supplement Model 740,CAT-020,739.24,330.23,328,2023-06-22
PROD-0338,Air Purifier Model 694,CAT-010,209.58,149.27,461,2024-09-11
PROD-0339,LED Desk Lamp Model 962,CAT-037,54.23,45.11,41,2023-02-16
PROD-0340,Gaming Mouse Model 889,CAT-037,321.26,162.37,292,2024-03-02
PROD-0341,Hair Dryer Model 754,CAT-002,600.16,428.26,148,2024-10-19
PROD-0342,Ergonomic Chair Model 594,CAT-016,966.60,717.70,152,2024-04-09
PROD-0343,Yoga Mat Model 805,CAT-004,193.91,117.86,237,2023-07-28
PROD-0344,LED Desk Lamp Model 721,CAT-010,378.54,287.38,375,2025-10-08
PROD-0345,Protein Powder Model 453,CAT-026,161.27,94.39,287,2023-04-19
PROD-0346,LED Desk Lamp Model 347,CAT-030,151.41,94.60,72,2023-04-10
PROD-0347,Ceramic Dinner Set Model 397,CAT-025,1037.68,632.02,492,2025-06-05
PROD-0348,Board Game Model 263,CAT-021,1120.83,852.46,97,2025-02-20
PROD-0349,Building Blocks Set Model 610,CAT-033,562.84,472.53,254,2023-01-24
PROD-0350,Yoga Mat Model 502,CAT-033,551.39,286.92,298,2023-12-28
PROD-0351,Ceramic Dinner Set Model 151,CAT-019,596.40,501.67,334,2024-11-19
PROD-0352,Backpack Model 392,CAT-035,14.77,6.70,68,2025-06-22
PROD-0353,Facial Moisturizer Model 844,CAT-024,917.81,535.05,205,2023-02-22
PROD-0354,Air Purifier Model 675,CAT-013,438.22,238.52,197,2024-05-31
PROD-0355,Bluetooth Speaker Model 882,CAT-036,339.27,303.49,348,2024-09-17
PROD-0356,Men's T-Shirt Model 231,CAT-007,475.71,379.35,173,2024-07-25
PROD-0357,Stainless Cookware Model 873,CAT-010,242.87,158.97,256,2023-02-11
PROD-0358,Ceramic Dinner Set Model 139,CAT-009,857.74,687.89,265,2024-04-12
PROD-0359,Vitamins Supplement Model 720,CAT-033,172.04,148.93,163,2023-06-16
PROD-0360,Running Shoes Model 731,CAT-048,1011.91,705.16,259,2025-04-28
PROD-0361,4K Monitor Model 645,CAT-032,851.94,468.48,417,2023-01-18
PROD-0362,Stainless Cookware Model 439,CAT-044,135.98,82.71,157,2025-03-26
PROD-0363,Board Game Model 842,CAT-045,756.97,528.71,135,2025-09-17
PROD-0364,Gaming Mouse Model 901,CAT-050,696.28,357.73,26,2024-08-20
PROD-0365,Backpack Model 274,CAT-034,756.69,537.15,430,2024-01-25
PROD-0366,Vitamins Supplement Model 941,CAT-044,294.42,202.06,358,2023-04-23
PROD-0367,Car Floor Mats Model 119,CAT-029,379.86,180.71,353,2023-07-28
PROD-0368,Smartwatch Model 613,CAT-050,735.72,467.77,434,2025-01-23
PROD-0369,Pet Bed Model 163,CAT-046,170.01,85.63,166,2024-11-09
PROD-0370,Backpack Model 638,CAT-025,379.93,184.87,467,2024-06-29
PROD-0371,LED Desk Lamp Model 659,CAT-023,812.66,677.62,348,2024-10-20
PROD-0372,Drill Machine Model 809,CAT-017,734.04,364.18,126,2023-10-13
PROD-0373,Electric Kettle Model 405,CAT-015,1130.08,1007.05,394,2023-10-23
PROD-0374,Kids Puzzle Model 312,CAT-045,847.46,473.32,178,2024-07-27
PROD-0375,Office Desk Model 914,CAT-047,331.78,152.93,346,2024-07-10
PROD-0376,Running Shoes Model 504,CAT-023,1145.76,919.25,148,2023-02-13
PROD-0377,Ergonomic Chair Model 831,CAT-006,418.90,260.22,131,2025-02-04
PROD-0378,Backpack Model 319,CAT-013,994.40,532.57,287,2024-12-13
PROD-0379,Facial Moisturizer Model 240,CAT-007,740.73,513.63,124,2023-02-21
PROD-0380,Action Camera Model 643,CAT-015,767.34,327.08,211,2023-12-05
PROD-0381,Kids Puzzle Model 583,CAT-007,819.02,383.90,493,2024-07-17
PROD-0382,Office Desk Model 261,CAT-027,785.21,659.83,243,2024-05-03
PROD-0383,Gaming Mouse Model 304,CAT-049,1156.88,648.53,330,2023-03-02
PROD-0384,Office Desk Model 887,CAT-006,784.50,404.89,378,2025-01-10
PROD-0385,Protein Powder Model 138,CAT-012,504.37,412.98,478,2025-07-30
PROD-0386,Ceramic Dinner Set Model 956,CAT-026,946.61,466.83,383,2025-09-12
PROD-0387,Protein Powder Model 396,CAT-003,16.07,10.99,54,2025-08-08
PROD-0388,LED Desk Lamp Model 391,CAT-030,1186.97,797.23,252,2025-06-29
PROD-0389,Vitamins Supplement Model 971,CAT-033,564.28,280.11,57,2023-12-05
PROD-0390,Building Blocks Set Model 848,CAT-030,779.70,592.03,7,2025-01-24
PROD-0391,LED Desk Lamp Model 909,CAT-019,683.50,532.20,89,2024-09-17
PROD-0392,Protein Powder Model 754,CAT-026,993.25,653.20,44,2024-02-15
PROD-0393,Action Camera Model 197,CAT-012,1178.11,752.49,479,2023-09-12
PROD-0394,Wireless Headphones Model 367,CAT-025,286.45,222.54,488,2023-12-04
PROD-0395,Ergonomic Chair Model 696,CAT-047,689.59,366.02,184,2024-12-10
PROD-0396,Bestselling Novel Model 163,CAT-043,146.28,80.95,207,2024-12-03
PROD-0397,4K Monitor Model 820,CAT-050,376.62,172.76,469,2025-08-21
PROD-0398,Ergonomic Chair Model 476,CAT-040,268.91,236.29,244,2023-06-06
PROD-0399,Bluetooth Speaker Model 865,CAT-039,451.48,339.05,467,2024-04-27
PROD-0400,Baby Stroller Model 650,CAT-043,991.60,774.37,348,2025-02-11
PROD-0401,Hair Dryer Model 994,CAT-006,632.98,420.35,185,2023-03-21
PROD-0402,Office Desk Model 677,CAT-008,78.80,53.10,258,2023-07-27
PROD-0403,Air Purifier Model 649,CAT-010,201.62,166.79,226,2023-04-30
PROD-0404,Action Camera Model 310,CAT-046,701.86,312.66,261,2024-04-01
PROD-0405,Drill Machine Model 156,CAT-030,162.67,98.86,288,2023-03-01
PROD-0406,Electric Kettle Model 573,CAT-044,969.26,738.23,202,2023-09-18
PROD-0407,Garden Hose Model 103,CAT-048,265.39,115.85,216,2023-12-19
PROD-0408,Kids Puzzle Model 165,CAT-035,1192.98,1034.66,35,2025-10-06
PROD-0409,Office Desk Model 583,CAT-003,348.07,170.55,69,2025-02-23
PROD-0410,Gaming Mouse Model 846,CAT-042,1156.72,679.26,456,2024-01-27
PROD-0411,Bluetooth Speaker Model 990,CAT-025,453.90,336.51,338,2025-06-14
PROD-0412,Electric Kettle Model 236,CAT-042,1033.04,474.49,275,2024-02-07
PROD-0413,4K Monitor Model 230,CAT-047,1174.58,960.11,387,2023-01-24
PROD-0414,Ergonomic Chair Model 574,CAT-044,864.32,529.02,194,2025-04-23
PROD-0415,Bestselling Novel Model 353,CAT-030,418.66,225.17,479,2025-06-15
PROD-0416,Pet Bed Model 883,CAT-008,43.50,31.76,314,2025-02-23
PROD-0417,Office Desk Model 116,CAT-016,251.27,113.18,17,2024-04-02
PROD-0418,Hair Dryer Model 788,CAT-046,1047.29,547.07,22,2024-02-16
PROD-0419,Bluetooth Speaker Model 339,CAT-035,264.64,220.14,28,2023-05-24
PROD-0420,4K Monitor Model 396,CAT-015,979.86,750.34,163,2024-08-14
PROD-0421,Hair Dryer Model 891,CAT-044,982.97,509.62,448,2023-05-27
PROD-0422,Action Camera Model 633,CAT-015,499.20,268.36,285,2025-08-29
PROD-0423,Air Purifier Model 852,CAT-012,753.06,462.08,253,2023-02-18
PROD-0424,Stainless Cookware Model 758,CAT-043,460.48,304.94,356,2024-03-02
PROD-0425,Smartwatch Model 252,CAT-020,454.87,353.53,242,2023-09-04
PROD-0426,Protein Powder Model 330,CAT-020,1029.76,486.23,237,2025-07-25
PROD-0427,Ceramic Dinner Set Model 675,CAT-027,1161.50,788.24,68,2024-02-02
PROD-0428,Bestselling Novel Model 361,CAT-014,399.66,175.66,230,2025-05-17
PROD-0429,Stainless Cookware Model 194,CAT-035,870.88,431.30,137,2024-01-22
PROD-0430,Action Camera Model 719,CAT-039,52.26,22.81,411,2025-02-18
PROD-0431,Air Purifier Model 841,CAT-043,672.83,430.41,445,2025-07-17
PROD-0432,LED Desk Lamp Model 410,CAT-001,258.11,127.77,379,2023-05-01
PROD-0433,Pet Bed Model 872,CAT-031,1097.76,820.92,360,2023-07-29
PROD-0434,Running Shoes Model 345,CAT-036,389.33,210.83,238,2024-06-30
PROD-0435,Gaming Mouse Model 467,CAT-020,317.57,208.46,254,2024-04-22
PROD-0436,Men's T-Shirt Model 922,CAT-047,566.04,464.08,468,2023-07-28
PROD-0437,Stainless Cookware Model 420,CAT-027,59.63,49.61,379,2023-05-30
PROD-0438,Wireless Headphones Model 367,CAT-036,1122.04,773.73,213,2023-10-30
PROD-0439,Vitamins Supplement Model 300,CAT-022,279.87,191.68,125,2024-05-26
PROD-0440,Electric Kettle Model 770,CAT-044,408.39,319.23,250,2025-09-16
PROD-0441,Pet Bed Model 757,CAT-048,591.26,286.24,407,2023-12-27
PROD-0442,Building Blocks Set Model 243,CAT-047,658.12,323.81,455,2024-07-09
PROD-0443,Gaming Mouse Model 160,CAT-034,45.42,37.40,483,2025-04-17
PROD-0444,Action Camera Model 149,CAT-049,12.63,5.92,322,2023-08-25
PROD-0445,Yoga Mat Model 824,CAT-010,15.92,10.39,191,2023-03-03
PROD-0446,Hair Dryer Model 753,CAT-043,1121.01,960.01,337,2024-05-14
PROD-0447,Wireless Headphones Model 106,CAT-035,664.21,269.62,271,2025-01-09
PROD-0448,Facial Moisturizer Model 648,CAT-019,25.49,20.56,345,2024-03-16
PROD-0449,Drill Machine Model 283,CAT-007,1102.07,729.78,123,2023-07-16
PROD-0450,Hair Dryer Model 639,CAT-017,979.18,522.55,203,2023-03-22
PROD-0451,Stainless Cookware Model 515,CAT-030,680.18,608.84,115,2023-11-04
PROD-0452,Action Camera Model 947,CAT-006,786.21,651.85,388,2023-02-02
PROD-0453,Yoga Mat Model 515,CAT-025,455.72,290.75,326,2023-01-10
PROD-0454,Kids Puzzle Model 275,CAT-006,602.33,371.61,401,2023-12-06
PROD-0455,Air Purifier Model 978,CAT-007,1074.28,923.43,117,2023-08-05
PROD-0456,Board Game Model 988,CAT-045,1065.63,679.61,23,2025-08-04
PROD-0457,Yoga Mat Model 800,CAT-018,1079.68,736.08,16,2023-07-03
PROD-0458,Office Desk Model 970,CAT-021,23.71,11.94,73,2025-02-09
PROD-0459,Garden Hose Model 829,CAT-026,1115.01,612.85,288,2023-09-04
PROD-0460,Air Purifier Model 954,CAT-025,814.06,545.65,196,2025-02-12
PROD-0461,Pet Bed Model 243,CAT-045,870.38,566.09,498,2023-12-21
PROD-0462,Ceramic Dinner Set Model 200,CAT-028,282.41,123.70,309,2025-02-26
PROD-0463,Hair Dryer Model 709,CAT-026,1162.86,654.91,324,2023-10-07
PROD-0464,Drill Machine Model 561,CAT-032,277.63,187.82,192,2024-03-18
PROD-0465,Building Blocks Set Model 796,CAT-038,794.50,351.84,316,2023-10-30
PROD-0466,Drill Machine Model 352,CAT-046,92.84,49.58,194,2024-12-29
PROD-0467,Drill Machine Model 749,CAT-010,888.89,496.30,54,2023-04-04
PROD-0468,Wireless Headphones Model 415,CAT-029,435.10,232.73,67,2023-03-31
PROD-0469,Building Blocks Set Model 541,CAT-029,670.60,440.06,52,2023-01-27
PROD-0470,Yoga Mat Model 462,CAT-036,116.21,81.23,166,2025-06-03
PROD-0471,Running Shoes Model 112,CAT-019,499.50,394.40,371,2025-07-11
PROD-0472,Electric Kettle Model 348,CAT-037,627.72,466.18,86,2023-05-23
PROD-0473,Facial Moisturizer Model 408,CAT-018,594.28,256.51,222,2023-10-10
PROD-0474,Smartwatch Model 406,CAT-031,940.29,545.90,483,2023-09-10
PROD-0475,Pet Bed Model 740,CAT-032,714.60,355.71,54,2023-05-19
PROD-0476,Ergonomic Chair Model 106,CAT-026,402.00,285.46,411,2025-06-01
PROD-0477,LED Desk Lamp Model 550,CAT-022,519.59,421.79,333,2025-09-24
PROD-0478,Hair Dryer Model 239,CAT-020,388.19,339.14,102,2024-05-05
PROD-0479,LED Desk Lamp Model 281,CAT-026,1162.63,634.48,355,2024-10-10
PROD-0480,Backpack Model 689,CAT-016,394.43,213.05,402,2024-02-07
PROD-0481,Stainless Cookware Model 216,CAT-037,243.76,219.05,92,2024-11-29
PROD-0482,Baby Stroller Model 663,CAT-002,1143.84,721.55,362,2023-08-03
PROD-0483,Bluetooth Speaker Model 916,CAT-019,998.38,433.88,434,2025-03-25
PROD-0484,Drill Machine Model 518,CAT-044,601.67,431.20,123,2023-09-16
PROD-0485,Action Camera Model 257,CAT-046,510.64,300.51,229,2024-09-04
PROD-0486,Backpack Model 696,CAT-026,643.57,554.60,445,2024-12-09
PROD-0487,Smartwatch Model 656,CAT-003,949.91,550.72,458,2025-04-11
PROD-0488,Electric Kettle Model 708,CAT-041,1097.71,499.11,127,2024-11-04
PROD-0489,Action Camera Model 463,CAT-011,778.16,328.50,330,2024-11-24
PROD-0490,Gaming Mouse Model 509,CAT-049,401.26,320.25,54,2023-01-11
PROD-0491,Men's T-Shirt Model 364,CAT-015,615.26,405.70,297,2024-12-05
PROD-0492,Air Purifier Model 326,CAT-029,452.07,285.50,347,2024-08-25
PROD-0493,Kids Puzzle Model 612,CAT-010,417.24,172.02,53,2023-10-30
PROD-0494,Smartwatch Model 187,CAT-008,998.42,763.87,178,2023-11-16
PROD-0495,LED Desk Lamp Model 566,CAT-014,627.73,360.41,49,2024-03-24
PROD-0496,Pet Bed Model 813,CAT-029,386.10,212.41,414,2024-12-28
PROD-0497,Men's T-Shirt Model 123,CAT-022,779.32,575.58,84,2025-08-10
PROD-0498,Pet Bed Model 349,CAT-034,213.47,102.48,286,2024-03-12
PROD-0499,Bluetooth Speaker Model 337,CAT-026,757.56,373.62,336,2024-03-18
PROD-0500,Running Shoes Model 129,CAT-048,738.86,368.44,303,2024-03-15
