order_item_id,order_id,product_id,quantity,subtotal
OI-0000505,ORD-000286,PROD-0036,3,2413.29
OI-0000506,ORD-000287,PROD-0006,4,4595.48
OI-0000507,ORD-000288,PROD-0204,2,1622.86
OI-0000508,ORD-000288,PROD-0400,3,2974.80
OI-0000509,ORD-000289,PROD-0377,1,418.90
OI-0000510,ORD-000290,PROD-0432,5,1290.55
OI-0000511,ORD-000291,PROD-0430,5,261.30
OI-0000512,ORD-000292,PROD-0246,3,42.57
OI-0000513,ORD-000292,PROD-0174,3,3558.45
OI-0000514,ORD-000292,PROD-0194,5,1522.50
OI-0000515,ORD-000293,PROD-0156,1,1163.02
OI-0000516,ORD-000293,PROD-0465,1,794.50
OI-0000517,ORD-000294,PROD-0488,5,5488.55
OI-0000518,ORD-000295,PROD-0476,4,1608.00
OI-0000519,ORD-000296,PROD-0232,1,805.67
OI-0000520,ORD-000297,PROD-0048,4,311.36
OI-0000521,ORD-000298,PROD-0287,3,3364.44
OI-0000522,ORD-000299,PROD-0005,4,3647.08
OI-0000523,ORD-000299,PROD-0144,2,1588.42
OI-0000524,ORD-000299,PROD-0159,3,430.59
OI-0000525,ORD-000300,PROD-0328,4,4728.92
OI-0000526,ORD-000300,PROD-0390,2,1559.40
OI-0000527,ORD-000300,PROD-0023,2,276.60
OI-0000528,ORD-000301,PROD-0136,3,2515.23
OI-0000529,ORD-000301,PROD-0060,1,862.55
OI-0000530,ORD-000301,PROD-0155,5,3917.75
OI-0000531,ORD-000302,PROD-0112,1,570.91
OI-0000532,ORD-000302,PROD-0278,1,611.69
OI-0000533,ORD-000303,PROD-0305,5,3799.60
OI-0000534,ORD-000304,PROD-0054,1,1123.20
OI-0000535,ORD-000304,PROD-0027,4,1569.48
OI-0000536,ORD-000304,PROD-0489,5,3890.80
OI-0000537,ORD-000305,PROD-0237,2,1465.50
OI-0000538,ORD-000306,PROD-0260,3,3113.34
OI-0000539,ORD-000307,PROD-0351,4,2385.60
OI-0000540,ORD-000308,PROD-0374,5,4237.30
OI-0000541,ORD-000308,PROD-0094,4,2948.48
OI-0000542,ORD-000309,PROD-0456,4,4262.52
OI-0000543,ORD-000309,PROD-0225,5,3301.45
OI-0000544,ORD-000309,PROD-0192,4,4372.76
OI-0000545,ORD-000310,PROD-0240,5,4483.00
OI-0000546,ORD-000311,PROD-0225,2,1320.58
OI-0000547,ORD-000312,PROD-0017,4,702.92
OI-0000548,ORD-000312,PROD-0277,2,1172.18
OI-0000549,ORD-000313,PROD-0302,2,1894.56
OI-0000550,ORD-000314,PROD-0133,2,1167.24
OI-0000551,ORD-000314,PROD-0349,1,562.84
OI-0000552,ORD-000314,PROD-0205,5,1347.65
OI-0000553,ORD-000314,PROD-0177,2,2328.20
OI-0000554,ORD-000315,PROD-0259,3,1624.32
OI-0000555,ORD-000316,PROD-0454,5,3011.65
OI-0000556,ORD-000317,PROD-0324,5,836.00
OI-0000557,ORD-000317,PROD-0402,1,78.80
OI-0000558,ORD-000317,PROD-0132,2,1785.48
OI-0000559,ORD-000317,PROD-0186,3,2301.90
OI-0000560,ORD-000318,PROD-0211,3,1609.23
OI-0000561,ORD-000318,PROD-0497,2,1558.64
OI-0000562,ORD-000318,PROD-0187,3,3245.85
OI-0000563,ORD-000318,PROD-0410,1,1156.72
OI-0000564,ORD-000319,PROD-0093,1,962.69
OI-0000565,ORD-000320,PROD-0470,4,464.84
OI-0000566,ORD-000320,PROD-0018,1,703.58
OI-0000567,ORD-000320,PROD-0319,3,131.10
OI-0000568,ORD-000321,PROD-0398,4,1075.64
OI-0000569,ORD-000321,PROD-0082,5,2537.15
OI-0000570,ORD-000322,PROD-0409,4,1392.28
OI-0000571,ORD-000322,PROD-0089,5,2746.10
OI-0000572,ORD-000323,PROD-0005,2,1823.54
OI-0000573,ORD-000324,PROD-0041,1,509.15
OI-0000574,ORD-000325,PROD-0082,1,507.43
OI-0000575,ORD-000326,PROD-0142,5,5164.50
OI-0000576,ORD-000327,PROD-0448,4,101.96
OI-0000577,ORD-000328,PROD-0293,4,3992.72
OI-0000578,ORD-000328,PROD-0130,3,1247.37
OI-0000579,ORD-000329,PROD-0175,3,467.58
OI-0000580,ORD-000329,PROD-0377,5,2094.50
OI-0000581,ORD-000329,PROD-0478,2,776.38
OI-0000582,ORD-000330,PROD-0111,4,4559.16
OI-0000583,ORD-000330,PROD-0274,1,455.13
OI-0000584,ORD-000331,PROD-0206,4,3123.36
OI-0000585,ORD-000332,PROD-0236,1,1169.58
OI-0000586,ORD-000332,PROD-0049,3,579.39
OI-0000587,ORD-000333,PROD-0015,5,4935.25
OI-0000588,ORD-000333,PROD-0067,3,2022.18
OI-0000589,ORD-000334,PROD-0117,2,2042.20
OI-0000590,ORD-000335,PROD-0300,3,1833.78
OI-0000591,ORD-000335,PROD-0259,2,1082.88
OI-0000592,ORD-000336,PROD-0432,2,516.22
OI-0000593,ORD-000337,PROD-0463,4,4651.44
OI-0000594,ORD-000337,PROD-0172,4,4708.12
OI-0000595,ORD-000337,PROD-0155,1,783.55
OI-0000596,ORD-000337,PROD-0406,3,2907.78
OI-0000597,ORD-000338,PROD-0067,3,2022.18
OI-0000598,ORD-000339,PROD-0335,5,992.75
OI-0000599,ORD-000340,PROD-0237,4,2931.00
OI-0000600,ORD-000340,PROD-0088,3,543.27
OI-0000601,ORD-000341,PROD-0085,5,4061.85
OI-0000602,ORD-000341,PROD-0499,4,3030.24
OI-0000603,ORD-000342,PROD-0332,1,93.63
OI-0000604,ORD-000342,PROD-0428,2,799.32
OI-0000605,ORD-000342,PROD-0315,5,3698.75
OI-0000606,ORD-000343,PROD-0242,5,954.60
OI-0000607,ORD-000344,PROD-0034,4,1119.96
OI-0000608,ORD-000345,PROD-0208,4,3224.92
OI-0000609,ORD-000345,PROD-0356,2,951.42
OI-0000610,ORD-000345,PROD-0065,3,1555.80
OI-0000611,ORD-000346,PROD-0390,1,779.70
OI-0000612,ORD-000347,PROD-0124,1,685.97
OI-0000613,ORD-000348,PROD-0034,3,839.97
OI-0000614,ORD-000349,PROD-0065,5,2593.00
OI-0000615,ORD-000349,PROD-0409,2,696.14
OI-0000616,ORD-000350,PROD-0295,5,2553.95
OI-0000617,ORD-000351,PROD-0247,4,1403.56
OI-0000618,ORD-000351,PROD-0409,1,348.07
OI-0000619,ORD-000351,PROD-0181,2,1794.78
OI-0000620,ORD-000352,PROD-0239,2,1363.50
OI-0000621,ORD-000352,PROD-0207,3,431.28
OI-0000622,ORD-000353,PROD-0326,1,662.25
OI-0000623,ORD-000353,PROD-0222,3,1884.39
OI-0000624,ORD-000354,PROD-0128,3,2566.95
OI-0000625,ORD-000354,PROD-0163,3,3503.73
OI-0000626,ORD-000355,PROD-0318,4,623.36
OI-0000627,ORD-000356,PROD-0138,5,5647.85
OI-0000628,ORD-000356,PROD-0116,5,3562.80
OI-0000629,ORD-000356,PROD-0101,3,85.02
OI-0000630,ORD-000357,PROD-0379,5,3703.65
OI-0000631,ORD-000357,PROD-0443,2,90.84
OI-0000632,ORD-000357,PROD-0406,3,2907.78
OI-0000633,ORD-000358,PROD-0409,5,1740.35
OI-0000634,ORD-000359,PROD-0323,2,522.82
OI-0000635,ORD-000360,PROD-0244,3,1851.75
OI-0000636,ORD-000361,PROD-0124,2,1371.94
OI-0000637,ORD-000362,PROD-0068,3,3114.60
OI-0000638,ORD-000363,PROD-0256,1,1150.08
OI-0000639,ORD-000363,PROD-0412,5,5165.20
OI-0000640,ORD-000364,PROD-0419,3,793.92
OI-0000641,ORD-000364,PROD-0485,3,1531.92
OI-0000642,ORD-000364,PROD-0202,3,2849.58
OI-0000643,ORD-000365,PROD-0120,5,5352.15
OI-0000644,ORD-000366,PROD-0422,3,1497.60
OI-0000645,ORD-000366,PROD-0463,1,1162.86
OI-0000646,ORD-000366,PROD-0179,2,918.22
OI-0000647,ORD-000367,PROD-0355,4,1357.08
OI-0000648,ORD-000368,PROD-0089,5,2746.10
OI-0000649,ORD-000368,PROD-0324,2,334.40
OI-0000650,ORD-000369,PROD-0437,1,59.63
OI-0000651,ORD-000370,PROD-0448,1,25.49
OI-0000652,ORD-000371,PROD-0311,5,2997.70
OI-0000653,ORD-000372,PROD-0040,3,2885.13
OI-0000654,ORD-000373,PROD-0304,1,977.14
OI-0000655,ORD-000373,PROD-0056,1,446.58
OI-0000656,ORD-000374,PROD-0249,5,455.65
OI-0000657,ORD-000374,PROD-0269,5,5509.65
OI-0000658,ORD-000375,PROD-0198,2,1278.74
OI-0000659,ORD-000375,PROD-0285,5,3029.85
OI-0000660,ORD-000376,PROD-0181,4,3589.56
OI-0000661,ORD-000376,PROD-0477,5,2597.95
OI-0000662,ORD-000376,PROD-0024,3,959.25
OI-0000663,ORD-000377,PROD-0083,4,2740.32
OI-0000664,ORD-000377,PROD-0246,2,28.38
OI-0000665,ORD-000378,PROD-0284,1,1136.82
OI-0000666,ORD-000378,PROD-0345,3,483.81
OI-0000667,ORD-000379,PROD-0239,5,3408.75
OI-0000668,ORD-000380,PROD-0488,5,5488.55
OI-0000669,ORD-000380,PROD-0390,5,3898.50
OI-0000670,ORD-000381,PROD-0105,4,3481.60
OI-0000671,ORD-000381,PROD-0237,1,732.75
OI-0000672,ORD-000382,PROD-0371,4,3250.64
OI-0000673,ORD-000382,PROD-0231,3,1350.93
OI-0000674,ORD-000383,PROD-0221,1,607.09
OI-0000675,ORD-000384,PROD-0385,1,504.37
OI-0000676,ORD-000385,PROD-0017,2,351.46
OI-0000677,ORD-000386,PROD-0241,4,1509.64
OI-0000678,ORD-000387,PROD-0247,1,350.89
OI-0000679,ORD-000387,PROD-0304,2,1954.28
OI-0000680,ORD-000388,PROD-0053,2,644.82
OI-0000681,ORD-000389,PROD-0030,3,2380.20
OI-0000682,ORD-000390,PROD-0235,2,888.48
OI-0000683,ORD-000391,PROD-0104,3,993.48
OI-0000684,ORD-000392,PROD-0115,3,2079.24
OI-0000685,ORD-000393,PROD-0291,5,1366.60
OI-0000686,ORD-000394,PROD-0255,2,282.52
OI-0000687,ORD-000394,PROD-0184,1,819.75
OI-0000688,ORD-000395,PROD-0168,4,4150.04
OI-0000689,ORD-000396,PROD-0147,1,946.45
OI-0000690,ORD-000396,PROD-0191,4,1911.96
OI-0000691,ORD-000396,PROD-0381,4,3276.08
OI-0000692,ORD-000397,PROD-0266,5,926.40
OI-0000693,ORD-000397,PROD-0378,1,994.40
OI-0000694,ORD-000398,PROD-0212,4,4330.12
OI-0000695,ORD-000399,PROD-0270,5,4740.65
OI-0000696,ORD-000400,PROD-0100,4,317.64
OI-0000697,ORD-000401,PROD-0080,1,380.13
OI-0000698,ORD-000402,PROD-0202,2,1899.72
OI-0000699,ORD-000402,PROD-0371,1,812.66
OI-0000700,ORD-000403,PROD-0483,1,998.38
OI-0000701,ORD-000404,PROD-0195,5,3778.80
OI-0000702,ORD-000405,PROD-0197,1,898.24
OI-0000703,ORD-000406,PROD-0316,2,1614.12
OI-0000704,ORD-000406,PROD-0376,3,3437.28
OI-0000705,ORD-000406,PROD-0434,4,1557.32
OI-0000706,ORD-000407,PROD-0283,2,2317.78
OI-0000707,ORD-000408,PROD-0387,1,16.07
OI-0000708,ORD-000409,PROD-0176,1,124.16
OI-0000709,ORD-000409,PROD-0358,2,1715.48
OI-0000710,ORD-000409,PROD-0081,3,2405.82
OI-0000711,ORD-000410,PROD-0258,3,3425.37
OI-0000712,ORD-000411,PROD-0339,5,271.15
OI-0000713,ORD-000412,PROD-0182,4,2140.80
OI-0000714,ORD-000412,PROD-0140,3,320.37
OI-0000715,ORD-000412,PROD-0243,2,1592.04
OI-0000716,ORD-000413,PROD-0233,3,199.44
OI-0000717,ORD-000413,PROD-0014,2,1341.10
OI-0000718,ORD-000414,PROD-0497,5,3896.60
OI-0000719,ORD-000414,PROD-0231,1,450.31
OI-0000720,ORD-000415,PROD-0497,5,3896.60
OI-0000721,ORD-000416,PROD-0009,2,1389.88
OI-0000722,ORD-000416,PROD-0086,4,3169.32
OI-0000723,ORD-000416,PROD-0389,4,2257.12
OI-0000724,ORD-000417,PROD-0204,2,1622.86
OI-0000725,ORD-000417,PROD-0045,1,1182.44
OI-0000726,ORD-000417,PROD-0042,1,970.59
OI-0000727,ORD-000418,PROD-0116,4,2850.24
OI-0000728,ORD-000419,PROD-0267,4,4715.80
OI-0000729,ORD-000420,PROD-0303,3,2101.11
OI-0000730,ORD-000420,PROD-0261,3,2278.53
OI-0000731,ORD-000420,PROD-0265,1,1091.31
OI-0000732,ORD-000421,PROD-0472,4,2510.88
OI-0000733,ORD-000421,PROD-0409,4,1392.28
OI-0000734,ORD-000421,PROD-0003,1,283.03
OI-0000735,ORD-000421,PROD-0228,4,1998.04
OI-0000736,ORD-000422,PROD-0305,2,1519.84
OI-0000737,ORD-000422,PROD-0415,2,837.32
OI-0000738,ORD-000422,PROD-0418,1,1047.29
OI-0000739,ORD-000423,PROD-0217,1,1185.10
OI-0000740,ORD-000423,PROD-0019,3,1784.25
OI-0000741,ORD-000424,PROD-0498,3,640.41
OI-0000742,ORD-000425,PROD-0339,5,271.15
OI-0000743,ORD-000426,PROD-0056,4,1786.32
OI-0000744,ORD-000427,PROD-0449,1,1102.07
OI-0000745,ORD-000427,PROD-0160,5,5219.45
OI-0000746,ORD-000427,PROD-0356,5,2378.55
OI-0000747,ORD-000428,PROD-0491,5,3076.30
OI-0000748,ORD-000428,PROD-0245,4,2346.12
OI-0000749,ORD-000429,PROD-0254,2,1792.48
OI-0000750,ORD-000430,PROD-0497,2,1558.64
OI-0000751,ORD-000430,PROD-0428,5,1998.30
OI-0000752,ORD-000430,PROD-0079,4,3225.60
OI-0000753,ORD-000431,PROD-0491,2,1230.52
OI-0000754,ORD-000431,PROD-0141,5,4749.70
OI-0000755,ORD-000431,PROD-0103,1,898.28
OI-0000756,ORD-000431,PROD-0459,4,4460.04
OI-0000757,ORD-000432,PROD-0329,1,667.06
OI-0000758,ORD-000433,PROD-0368,1,735.72
OI-0000759,ORD-000434,PROD-0206,2,1561.68
OI-0000760,ORD-000435,PROD-0340,3,963.78
OI-0000761,ORD-000435,PROD-0185,4,2982.20
OI-0000762,ORD-000435,PROD-0003,2,566.06
OI-0000763,ORD-000436,PROD-0203,4,3600.28
OI-0000764,ORD-000436,PROD-0489,5,3890.80
OI-0000765,ORD-000437,PROD-0089,4,2196.88
OI-0000766,ORD-000437,PROD-0028,1,291.15
OI-0000767,ORD-000438,PROD-0213,1,1139.07
OI-0000768,ORD-000439,PROD-0486,1,643.57
OI-0000769,ORD-000440,PROD-0156,4,4652.08
OI-0000770,ORD-000440,PROD-0427,5,5807.50
OI-0000771,ORD-000441,PROD-0478,2,776.38
OI-0000772,ORD-000442,PROD-0126,4,3371.64
OI-0000773,ORD-000442,PROD-0439,3,839.61
OI-0000774,ORD-000442,PROD-0497,3,2337.96
OI-0000775,ORD-000443,PROD-0450,2,1958.36
OI-0000776,ORD-000443,PROD-0011,4,3058.56
OI-0000777,ORD-000444,PROD-0327,2,2226.30
OI-0000778,ORD-000445,PROD-0217,5,5925.50
OI-0000779,ORD-000445,PROD-0097,3,999.42
OI-0000780,ORD-000446,PROD-0429,2,1741.76
OI-0000781,ORD-000447,PROD-0072,5,2114.20
OI-0000782,ORD-000447,PROD-0077,4,572.80
OI-0000783,ORD-000447,PROD-0413,4,4698.32
OI-0000784,ORD-000447,PROD-0467,1,888.89
OI-0000785,ORD-000448,PROD-0320,5,4584.45
OI-0000786,ORD-000448,PROD-0165,2,2273.48
OI-0000787,ORD-000449,PROD-0267,3,3536.85
OI-0000788,ORD-000450,PROD-0453,1,455.72
OI-0000789,ORD-000450,PROD-0039,3,2429.01
OI-0000790,ORD-000450,PROD-0401,2,1265.96
OI-0000791,ORD-000451,PROD-0044,3,1740.66
OI-0000792,ORD-000452,PROD-0272,4,1613.48
OI-0000793,ORD-000452,PROD-0476,5,2010.00
OI-0000794,ORD-000453,PROD-0374,3,2542.38
OI-0000795,ORD-000454,PROD-0371,4,3250.64
OI-0000796,ORD-000455,PROD-0275,1,1196.61
OI-0000797,ORD-000456,PROD-0497,5,3896.60
OI-0000798,ORD-000456,PROD-0101,5,141.70
OI-0000799,ORD-000457,PROD-0330,2,2123.34
OI-0000800,ORD-000457,PROD-0131,4,1315.00
OI-0000801,ORD-000458,PROD-0494,4,3993.68
OI-0000802,ORD-000458,PROD-0007,2,1452.90
OI-0000803,ORD-000458,PROD-0364,5,3481.40
OI-0000804,ORD-000458,PROD-0218,2,325.00
OI-0000805,ORD-000459,PROD-0486,5,3217.85
OI-0000806,ORD-000460,PROD-0186,4,3069.20
OI-0000807,ORD-000460,PROD-0490,2,802.52
OI-0000808,ORD-000461,PROD-0287,2,2242.96
OI-0000809,ORD-000461,PROD-0262,4,1503.76
OI-0000810,ORD-000461,PROD-0115,2,1386.16
OI-0000811,ORD-000461,PROD-0410,1,1156.72
OI-0000812,ORD-000462,PROD-0118,4,1679.64
OI-0000813,ORD-000462,PROD-0181,3,2692.17
OI-0000814,ORD-000463,PROD-0230,1,85.22
OI-0000815,ORD-000464,PROD-0367,2,759.72
OI-0000816,ORD-000465,PROD-0375,3,995.34
OI-0000817,ORD-000466,PROD-0059,5,5341.05
OI-0000818,ORD-000467,PROD-0107,1,167.16
OI-0000819,ORD-000467,PROD-0007,2,1452.90
OI-0000820,ORD-000467,PROD-0215,1,250.22
OI-0000821,ORD-000468,PROD-0271,2,933.88
OI-0000822,ORD-000468,PROD-0002,2,2142.30
OI-0000823,ORD-000469,PROD-0295,1,510.79
OI-0000824,ORD-000469,PROD-0223,5,2572.00
OI-0000825,ORD-000469,PROD-0073,5,1178.95
OI-0000826,ORD-000470,PROD-0461,4,3481.52
OI-0000827,ORD-000471,PROD-0001,3,2673.45
OI-0000828,ORD-000472,PROD-0136,5,4192.05
OI-0000829,ORD-000473,PROD-0052,3,1889.19
OI-0000830,ORD-000473,PROD-0374,1,847.46
OI-0000831,ORD-000474,PROD-0301,2,114.04
OI-0000832,ORD-000474,PROD-0152,1,1067.86
OI-0000833,ORD-000475,PROD-0213,1,1139.07
OI-0000834,ORD-000475,PROD-0375,2,663.56
OI-0000835,ORD-000475,PROD-0063,3,1598.97
OI-0000836,ORD-000475,PROD-0429,2,1741.76
OI-0000837,ORD-000476,PROD-0167,5,3318.80
OI-0000838,ORD-000476,PROD-0429,5,4354.40
OI-0000839,ORD-000476,PROD-0099,4,3396.68
OI-0000840,ORD-000477,PROD-0436,3,1698.12
OI-0000841,ORD-000477,PROD-0255,4,565.04
OI-0000842,ORD-000477,PROD-0090,3,1787.34
OI-0000843,ORD-000477,PROD-0383,2,2313.76
OI-0000844,ORD-000478,PROD-0419,3,793.92
OI-0000845,ORD-000478,PROD-0164,5,106.70
OI-0000846,ORD-000479,PROD-0091,4,4252.52
OI-0000847,ORD-000479,PROD-0021,2,1274.58
OI-0000848,ORD-000480,PROD-0494,3,2995.26
OI-0000849,ORD-000481,PROD-0279,4,1629.72
OI-0000850,ORD-000482,PROD-0360,3,3035.73
OI-0000851,ORD-000483,PROD-0181,5,4486.95
OI-0000852,ORD-000483,PROD-0209,4,3493.16
OI-0000853,ORD-000484,PROD-0304,5,4885.70
OI-0000854,ORD-000484,PROD-0115,1,693.08
OI-0000855,ORD-000485,PROD-0167,1,663.76
OI-0000856,ORD-000485,PROD-0045,4,4729.76
OI-0000857,ORD-000485,PROD-0001,5,4455.75
OI-0000858,ORD-000486,PROD-0338,2,419.16
OI-0000859,ORD-000486,PROD-0093,1,962.69
OI-0000860,ORD-000486,PROD-0398,2,537.82
OI-0000861,ORD-000487,PROD-0101,3,85.02
OI-0000862,ORD-000487,PROD-0235,4,1776.96
OI-0000863,ORD-000487,PROD-0349,1,562.84
OI-0000864,ORD-000488,PROD-0463,1,1162.86
OI-0000865,ORD-000489,PROD-0325,3,2920.68
OI-0000866,ORD-000490,PROD-0452,5,3931.05
OI-0000867,ORD-000490,PROD-0347,3,3113.04
OI-0000868,ORD-000491,PROD-0393,3,3534.33
OI-0000869,ORD-000491,PROD-0398,2,537.82
OI-0000870,ORD-000492,PROD-0003,4,1132.12
OI-0000871,ORD-000493,PROD-0462,3,847.23
OI-0000872,ORD-000494,PROD-0425,2,909.74
OI-0000873,ORD-000494,PROD-0381,4,3276.08
OI-0000874,ORD-000495,PROD-0232,3,2417.01
OI-0000875,ORD-000496,PROD-0334,5,5466.50
OI-0000876,ORD-000497,PROD-0187,5,5409.75
OI-0000877,ORD-000497,PROD-0438,3,3366.12
OI-0000878,ORD-000497,PROD-0231,5,2251.55
OI-0000879,ORD-000497,PROD-0388,2,2373.94
OI-0000880,ORD-000498,PROD-0422,2,998.40
OI-0000881,ORD-000498,PROD-0157,1,1029.99
OI-0000882,ORD-000499,PROD-0431,4,2691.32
OI-0000883,ORD-000499,PROD-0239,4,2727.00
OI-0000884,ORD-000499,PROD-0049,2,386.26
OI-0000885,ORD-000500,PROD-0299,2,1597.84
OI-0000886,ORD-000501,PROD-0097,4,1332.56
OI-0000887,ORD-000502,PROD-0115,1,693.08
OI-0000888,ORD-000502,PROD-0392,2,1986.50
OI-0000889,ORD-000503,PROD-0161,3,2726.85
OI-0000890,ORD-000504,PROD-0496,2,772.20
OI-0000891,ORD-000505,PROD-0300,2,1222.52
OI-0000892,ORD-000505,PROD-0364,3,2088.84
OI-0000893,ORD-000505,PROD-0161,3,2726.85
OI-0000894,ORD-000506,PROD-0241,3,1132.23
OI-0000895,ORD-000507,PROD-0241,4,1509.64
OI-0000896,ORD-000508,PROD-0076,4,2871.60
OI-0000897,ORD-000508,PROD-0347,1,1037.68
OI-0000898,ORD-000508,PROD-0432,4,1032.44
OI-0000899,ORD-000508,PROD-0167,1,663.76
OI-0000900,ORD-000509,PROD-0336,1,304.47
OI-0000901,ORD-000509,PROD-0187,4,4327.80
OI-0000902,ORD-000510,PROD-0190,3,1301.88
OI-0000903,ORD-000510,PROD-0166,3,1839.30
OI-0000904,ORD-000510,PROD-0298,3,1059.21
OI-0000905,ORD-000511,PROD-0250,5,5176.10
OI-0000906,ORD-000512,PROD-0440,2,816.78
OI-0000907,ORD-000513,PROD-0356,2,951.42
OI-0000908,ORD-000513,PROD-0205,5,1347.65
OI-0000909,ORD-000514,PROD-0352,2,29.54
OI-0000910,ORD-000515,PROD-0235,5,2221.20
OI-0000911,ORD-000516,PROD-0348,1,1120.83
OI-0000912,ORD-000516,PROD-0089,1,549.22
OI-0000913,ORD-000516,PROD-0029,2,1171.52
OI-0000914,ORD-000516,PROD-0300,2,1222.52
OI-0000915,ORD-000517,PROD-0468,1,435.10
OI-0000916,ORD-000517,PROD-0196,2,89.74
OI-0000917,ORD-000517,PROD-0373,1,1130.08
OI-0000918,ORD-000518,PROD-0081,5,4009.70
OI-0000919,ORD-000518,PROD-0471,4,1998.00
OI-0000920,ORD-000519,PROD-0044,2,1160.44
OI-0000921,ORD-000520,PROD-0238,4,3378.92
OI-0000922,ORD-000521,PROD-0377,5,2094.50
OI-0000923,ORD-000522,PROD-0082,5,2537.15
OI-0000924,ORD-000523,PROD-0284,1,1136.82
OI-0000925,ORD-000523,PROD-0462,3,847.23
OI-0000926,ORD-000523,PROD-0133,4,2334.48
OI-0000927,ORD-000523,PROD-0361,4,3407.76
OI-0000928,ORD-000524,PROD-0291,4,1093.28
OI-0000929,ORD-000525,PROD-0132,3,2678.22
OI-0000930,ORD-000525,PROD-0091,3,3189.39
OI-0000931,ORD-000526,PROD-0275,3,3589.83
OI-0000932,ORD-000526,PROD-0008,4,396.68
OI-0000933,ORD-000527,PROD-0235,1,444.24
OI-0000934,ORD-000528,PROD-0205,5,1347.65
OI-0000935,ORD-000529,PROD-0388,4,4747.88
OI-0000936,ORD-000529,PROD-0132,1,892.74
OI-0000937,ORD-000530,PROD-0018,3,2110.74
OI-0000938,ORD-000530,PROD-0199,4,4644.08
OI-0000939,ORD-000530,PROD-0278,5,3058.45
OI-0000940,ORD-000531,PROD-0296,3,1520.07
OI-0000941,ORD-000531,PROD-0326,1,662.25
OI-0000942,ORD-000531,PROD-0074,4,3086.28
OI-0000943,ORD-000531,PROD-0299,5,3994.60
OI-0000944,ORD-000532,PROD-0122,3,1681.56
OI-0000945,ORD-000532,PROD-0345,3,483.81
OI-0000946,ORD-000533,PROD-0285,3,1817.91
OI-0000947,ORD-000533,PROD-0285,1,605.97
OI-0000948,ORD-000533,PROD-0268,4,2112.48
OI-0000949,ORD-000533,PROD-0002,1,1071.15
OI-0000950,ORD-000534,PROD-0246,4,56.76
OI-0000951,ORD-000535,PROD-0116,4,2850.24
OI-0000952,ORD-000536,PROD-0151,4,4526.00
OI-0000953,ORD-000536,PROD-0043,1,1162.95
OI-0000954,ORD-000537,PROD-0055,4,1038.88
OI-0000955,ORD-000538,PROD-0341,3,1800.48
OI-0000956,ORD-000539,PROD-0346,2,302.82
OI-0000957,ORD-000540,PROD-0335,3,595.65
OI-0000958,ORD-000540,PROD-0328,2,2364.46
OI-0000959,ORD-000541,PROD-0086,3,2376.99
OI-0000960,ORD-000541,PROD-0078,4,28.08
OI-0000961,ORD-000541,PROD-0340,5,1606.30
OI-0000962,ORD-000542,PROD-0058,3,1088.28
OI-0000963,ORD-000543,PROD-0460,2,1628.12
OI-0000964,ORD-000544,PROD-0203,5,4500.35
OI-0000965,ORD-000544,PROD-0395,5,3447.95
OI-0000966,ORD-000545,PROD-0393,1,1178.11
OI-0000967,ORD-000546,PROD-0371,4,3250.64
OI-0000968,ORD-000547,PROD-0420,3,2939.58
OI-0000969,ORD-000548,PROD-0014,5,3352.75
OI-0000970,ORD-000549,PROD-0163,2,2335.82
OI-0000971,ORD-000549,PROD-0499,4,3030.24
OI-0000972,ORD-000550,PROD-0266,3,555.84
OI-0000973,ORD-000550,PROD-0410,1,1156.72
OI-0000974,ORD-000550,PROD-0493,5,2086.20
OI-0000975,ORD-000551,PROD-0040,2,1923.42
OI-0000976,ORD-000551,PROD-0183,5,1777.85
OI-0000977,ORD-000551,PROD-0211,1,536.41
OI-0000978,ORD-000552,PROD-0436,5,2830.20
OI-0000979,ORD-000552,PROD-0005,1,911.77
OI-0000980,ORD-000553,PROD-0486,4,2574.28
OI-0000981,ORD-000553,PROD-0340,2,642.52
OI-0000982,ORD-000554,PROD-0475,4,2858.40
OI-0000983,ORD-000554,PROD-0472,5,3138.60
OI-0000984,ORD-000554,PROD-0443,1,45.42
OI-0000985,ORD-000555,PROD-0277,3,1758.27
OI-0000986,ORD-000555,PROD-0229,3,1544.94
OI-0000987,ORD-000556,PROD-0281,3,1584.06
OI-0000988,ORD-000557,PROD-0094,4,2948.48
OI-0000989,ORD-000558,PROD-0443,4,181.68
OI-0000990,ORD-000559,PROD-0482,4,4575.36
OI-0000991,ORD-000559,PROD-0170,3,3596.07
OI-0000992,ORD-000560,PROD-0060,5,4312.75
OI-0000993,ORD-000561,PROD-0493,5,2086.20
OI-0000994,ORD-000561,PROD-0223,2,1028.80
OI-0000995,ORD-000562,PROD-0265,5,5456.55
OI-0000996,ORD-000562,PROD-0014,1,670.55
OI-0000997,ORD-000562,PROD-0079,3,2419.20
OI-0000998,ORD-000563,PROD-0404,3,2105.58
OI-0000999,ORD-000564,PROD-0070,2,2075.12
OI-0001000,ORD-000564,PROD-0360,2,2023.82
OI-0001001,ORD-000564,PROD-0445,1,15.92
OI-0001002,ORD-000565,PROD-0444,3,37.89
OI-0001003,ORD-000565,PROD-0496,2,772.20
OI-0001004,ORD-000566,PROD-0028,2,582.30
OI-0001005,ORD-000567,PROD-0333,2,1327.62
OI-0001006,ORD-000568,PROD-0054,2,2246.40
OI-0001007,ORD-000568,PROD-0321,1,338.03
OI-0001008,ORD-000569,PROD-0409,1,348.07
